id,ra,dec,transient_label,host_label,offset,redshift,transient_mag,transient_filter,u,g,r,i,z
26108,163.15962,22.22875,SN,GALAXY,0.111568734087252,15.09094,18.81,G-Gaia,0.074835,18.54581,16.70633,15.80467,15.40456
26107,179.90417,27.53057,SN,GALAXY,0.019601041783709,20.67971,18.88,G-Gaia,0.507341,21.67824,21.16788,21.04954,20.78315
26087,260.47942,29.30933,SN,GALAXY,0.18410874252903,20.58469,18.6,G-Gaia,0.355051,23.16919,22.12251,21.35446,21.09936
26074,261.96804,60.09606,SN,GALAXY,0.0773049640294623,13.27892,17.9,Clear-,0.031595,16.78494,14.85204,14.01812,13.58886
26045,159.51662,45.25664,SN,GALAXY,0.0393034862672895,18.43586,20.3,r-ZTF,0.105925,20.55148,19.24388,18.76208,18.44326
26044,246.05579,25.27206,SN,GALAXY,0.0179056274395282,21.72827,20.6,r-ZTF,0.110815,24.16931,22.09181,21.35296,21.2618
26057,118.11229,16.49403,SN,STAR,0.00233935489996189,22.82694,18.7,r-ZTF,0,22.26776,21.94596,22.42986,22.48185
26040,251.85638,25.68508,SN,GALAXY,0.0427885117553939,15.80287,19.7,r-ZTF,0.12202,19.71821,17.67036,16.60172,16.14991
26041,261.64162,34.37356,SN,STAR,0.0219384033968434,19.47559,20.1,r-ZTF,0,24.65623,25.13388,24.8115,22.2585
26039,176.54983,9.35503,SN,GALAXY,0.0693085624042567,17.68225,19.0,r-ZTF,0.085419,20.16038,18.7844,18.24748,17.91824
26038,219.45421,45.54928,SN,GALAXY,0.0524238664117832,16.09693,19.7,g-ZTF,0.134707,18.71075,17.50717,16.77703,16.36634
26037,177.79775,16.52983,SN,GALAXY,0.0344412277787717,17.67977,19.6,r-ZTF,0.062209,19.33101,18.35368,18.01493,17.77256
26029,156.20021,-2.5099,SN,GALAXY,0.0178809870092545,16.76527,19.26,G-Gaia,0.077954,18.57088,17.60365,17.21229,16.88783
26023,223.20642,18.08021,SN,GALAXY,0.176859565688911,21.89867,19.192,cyan-ATLAS,0.415347,24.09959,22.93159,21.9658,21.49997
26013,109.48308,40.98552,SN,STAR,0.113564900065595,19.11683,17.632,orange-ATLAS,0,20.87085,19.49697,19.17741,19.04782
26035,177.93967,57.79954,SN,GALAXY,0.0788293604855762,16.45386,18.471,orange-ATLAS,0.066971,18.38168,17.27355,16.86406,16.57997
25972,220.91271,18.87018,SN,GALAXY,0.048036013288498,14.197,18.1,g-Sloan,0.037441,17.65911,15.78699,14.94395,14.51243
26021,160.67567,25.99477,SN,GALAXY,0.051164261918091,17.13487,18.161,cyan-ATLAS,0.035022,18.9369,17.93352,17.54519,17.3444
25971,145.29429,24.02236,SN,GALAXY,0.0526198632809744,17.89644,17.0,V-Johnson,-9999,17.51552,16.74336,16.91034,17.36862
26024,199.25658,-2.2769,SN,GALAXY,0.00477002192291432,18.93688,19.8,V-crts-CRTS,0.090871,20.80694,19.64755,19.27127,18.98711
25970,269.41817,50.03881,SN,GALAXY,0.0726970987884916,20.27344,18.0,g-Sloan,0.1256,21.04362,20.35653,20.35509,20.15122
25932,185.57821,9.0313,SN,GALAXY,0.0524136919317297,17.8534,20.5,V-crts-CRTS,0.17824,19.798,18.88437,18.29818,17.97471
25926,172.54842,4.41544,SN,GALAXY,0.0111084807723377,15.45153,16.9,g-Sloan,0.027564,18.00154,16.57619,15.95818,15.66937
25906,160.065,1.8882,SN,GALAXY,0.0570475652944941,17.47318,18.77,G-Gaia,0.118244,20.69045,19.09161,18.26029,17.7952
25911,209.77287,58.26837,SN,GALAXY,0.00266857024455701,17.90684,17.84,G-Gaia,0.079937,20.19402,18.88294,18.38997,18.09557
25907,207.89317,-5.88994,SN,GALAXY,0.0342421857992968,18.3277,17.8,g-Sloan,0.067238,19.65639,18.89417,18.67741,18.42876
25892,193.45604,29.59106,SN,STAR,0.0526970394414265,22.05948,18.2,Clear-,0,22.72009,23.35409,22.68922,22.81383
25881,162.31808,26.37309,SN,STAR,0.130127004716417,21.27258,18.22,G-Gaia,0,24.16114,24.61848,24.33424,23.81655
25885,335.91037,4.63066,SN,GALAXY,0.0135508233276195,18.66452,18.49,G-Gaia,0.086072,25.22093,19.48246,19.05695,18.69555
25875,127.91767,-4.11781,SN,GALAXY,0.094368324574867,23.17981,17.0,Clear-,-9999,17.65342,16.95236,16.92282,15.92515
25901,195.11062,18.61947,SN,GALAXY,0.0689961218477757,17.13182,17.9,g-Sloan,0.062844,19.49075,18.02032,17.57643,17.30341
25896,197.86562,65.6381,SN,GALAXY,0.042975532137315,20.68412,18.63,G-Gaia,0.340763,23.21282,21.84117,21.02518,20.69022
25877,191.16058,6.30132,SN,GALAXY,0.0164378580149521,16.18628,18.2,g-Sloan,0.078225,19.40582,17.69525,16.89247,16.46563
25865,334.30117,-3.89254,SN,STAR,0.0955809439535148,21.21929,18.89,G-Gaia,0,24.17554,23.5164,24.08281,22.94257
25851,153.23454,46.41809,SN,GALAXY,0.109757637155873,13.74382,18.19,G-Gaia,0.041629,17.08398,15.27191,14.41812,14.05169
25850,206.64708,29.11017,SN,GALAXY,0.178200294815201,15.35489,18.14,Clear-,0.100116,18.77739,17.08254,16.15953,15.69596
25833,190.38058,26.0331,SN,STAR,0.116291375155605,22.15197,20.1,V-crts-CRTS,0,23.73313,23.55163,23.00848,22.49738
25826,175.28317,24.81961,SN,GALAXY,0.13706061800194,21.35664,16.7,Clear-,-9999,23.71708,22.70544,23.865,24.3618
25832,241.41767,15.59205,AGN,GALAXY,0.00405807779287262,14.68153,18.956,orange-ATLAS,0.054344,17.88825,16.20054,15.35351,14.96123
25849,176.76717,19.55078,SN,GALAXY,0.019577650217679,18.13092,18.28,Clear-,0.163322,21.15506,19.73928,18.88049,18.41359
25816,140.74483,9.06964,SN,STAR,0.293912266613662,22.42984,18.8,G-Gaia,0,25.32805,24.08443,22.59704,22.29027
25801,200.57842,-1.88111,SN,GALAXY,0.0169244491110258,16.74651,20.775,g-Sloan,0.057241,18.62291,17.55638,17.18903,16.90415
25779,128.93942,28.27028,SN,GALAXY,0.0267731884893706,18.63811,18.42,orange-ATLAS,0.08008,20.74641,19.36987,18.977,18.69658
25766,254.27067,39.38169,SN,GALAXY,0.00842241932986231,17.88458,18.22,Clear-,0.105741,20.91965,19.27867,18.50047,18.14862
25783,265.5675,50.48875,SN,GALAXY,0.00992478311563283,14.51759,18.156,orange-ATLAS,0.035197,16.77046,15.51304,15.03678,14.73173
25767,248.04825,42.71322,SN,GALAXY,0.0515147021675716,14.59732,17.29,Clear-,0.053085,18.52126,16.51775,15.5428,15.04271
25765,181.24362,32.39143,SN,STAR,0.050861927852488,22.82689,17.8,g-Sloan,0,23.68549,22.71595,24.26726,21.37759
25785,207.362,26.46192,SN,GALAXY,0.0289002531117594,15.08702,18.3,g-Sloan,0.073066,18.68204,16.7597,15.86666,15.41285
25764,180.42962,8.13469,SN,GALAXY,0.0180237282419055,15.13554,17.0,g-Sloan,0.051466,18.33496,16.54628,15.76426,15.40271
25755,138.08408,13.67281,SN,GALAXY,0.0789594356317647,13.51795,16.5,g-Sloan,0.029661,17.01302,15.08735,14.253,13.8465
25757,170.72871,16.58972,VS,GALAXY,0.012612074300611,12.07429,13.8,Clear-,0.024907,13.86334,12.79665,12.44011,12.20235
25762,181.36112,20.29912,SN,STAR,0.0269734634337966,23.21181,16.69,orange-ATLAS,0,24.16841,24.03754,22.98052,24.02936
25742,237.51442,42.0883,SN,GALAXY,0.0222056423440062,20.16112,17.0,g-Sloan,0.131254,22.78629,21.19563,20.78362,20.49673
25759,218.97258,35.28837,SN,GALAXY,0.0954243772819481,15.05922,17.1,g-Sloan,0.055806,18.34007,16.53006,15.71618,15.32397
25727,222.69967,54.408,SN,GALAXY,0.131395507359768,21.48402,18.0,Clear-,-9999,19.51682,16.81948,23.27562,21.65944
25700,245.78262,39.31496,SN,STAR,0.0204282658538717,22.82689,17.409,orange-ATLAS,0,22.63249,22.57932,23.64452,24.36179
25739,144.64829,17.02917,SN,STAR,0.149712459691876,22.34731,17.0,Clear-,0,24.64881,23.47394,23.47467,22.75465
25719,182.65912,39.39639,SN,GALAXY,0.179285888987701,16.43854,15.3,Clear-,0.37474,19.30302,16.02958,14.9414,14.86764
25683,243.75333,31.07195,SN,STAR,0.030026122834601,22.56629,17.773,orange-ATLAS,0,21.77339,21.4473,21.33848,21.59256
25663,198.60621,50.97801,SN,GALAXY,0.117333430734007,13.40832,17.5,g-Sloan,0.032036,16.79103,14.91254,14.10181,13.69922
25653,227.35633,25.47154,SN,GALAXY,0.0483020465344478,16.20128,17.6,orange-ATLAS,0.022109,18.05876,16.93324,16.53297,16.34554
25650,138.73042,46.9025,SN,STAR,0.0624463516081732,22.82689,18.0,Clear-,0,23.16449,25.11437,21.04559,24.3618
25644,176.16879,13.56225,SN,GALAXY,0.154291850036202,18.84899,19.31,w-PS1,0.106979,19.97774,19.18161,18.87735,18.65238
25647,225.48887,25.7711,SN,GALAXY,0.0183320512661625,15.19803,17.8,g-Sloan,0.0523,18.3434,16.74817,15.96233,15.54502
25625,218.33304,41.2676,SN,STAR,0.0894190624892011,22.82689,17.2,g-Sloan,0,23.38544,25.11437,24.32293,23.95953
25615,157.46542,9.01286,SN,GALAXY,0.038409413469984,20.48712,17.9,g-Sloan,0.134673,21.94446,21.09075,20.81103,20.53584
25605,124.27879,56.00528,SN,GALAXY,0.00273536284584843,15.15995,17.3,g-Sloan,0.036515,18.27855,16.5801,15.82122,15.44537
25545,172.09521,44.74911,SN,STAR,0.0691925009892595,21.16046,18.061,cyan-ATLAS,0,24.79342,25.0647,23.05162,21.82086
25554,190.45854,68.26065,SN,GALAXY,0.0224172066939892,19.28916,18.448,cyan-ATLAS,0.104298,22.16588,19.97773,19.56221,19.23294
25571,215.7105,-22.30803,VS,STAR,0.181291143284579,17.62605,16.84,G-Gaia,0,20.02527,18.54291,17.95671,17.74549
25555,196.08737,1.15093,AGN,GALAXY,0.00495516741697485,15.45644,18.196,orange-ATLAS,0.052198,18.55744,16.81662,16.06835,15.73624
25552,185.54337,26.99457,SN,GALAXY,0.00491824836053715,16.41747,,orange-ATLAS,0.091368,19.91174,18.02607,17.11316,16.72105
25502,204.32983,-1.29631,SN,GALAXY,0.0486892808625139,15.71112,21.85,i-Sloan,0.055583,17.69693,16.65299,16.16728,15.87053
25525,110.50996,41.56943,SN,GALAXY,0.0234854376734725,17.85536,19.428,cyan-ATLAS,0.126243,21.21225,19.36837,18.48229,18.08542
25523,143.439,56.85302,SN,GALAXY,0.0124672682692697,20.46219,19.582,cyan-ATLAS,0.259269,22.74872,21.67102,21.04907,21.0092
25533,217.60379,11.9326,SN,STAR,0.141060351163638,22.73857,17.5,V-crts-CRTS,0,24.11174,23.4416,24.20977,22.14853
25521,224.28958,19.7,SN,STAR,0.153530464789439,22.90449,18.6,V-crts-CRTS,0,21.73911,21.5165,21.46368,22.00204
25540,227.68146,5.48092,SN,GALAXY,0.00445739981124035,16.67711,18.67,orange-ATLAS,0.084046,20.2092,18.32821,17.41829,17.00515
25430,213.40871,34.94557,SN,GALAXY,0.0308959817909907,18.39432,20.28,i-Sloan,0.03384,19.64798,18.68276,18.6101,18.41702
25475,119.85429,16.4265,SN,GALAXY,0.0189107262401826,20.17062,17.3,Clear-,0.84072,20.91361,20.64684,20.58516,20.59031
25460,162.8185,22.47761,SN,GALAXY,0.06473407492033,16.42507,18.4,r-ZTF,0.08581,18.34894,17.37601,16.90594,16.59012
25444,236.09662,39.56088,SN,GALAXY,0.118940455322816,15.14464,19.13,i-Sloan,0.061125,18.17729,16.63328,15.87678,15.44199
25464,103.52504,8.57247,SN,GALAXY,0.0333358886785184,19.7052,19.032,orange-ATLAS,0.211151,20.82112,20.20304,19.75377,19.65709
25459,165.18908,22.2875,SN,GALAXY,0.074775225368032,15.92893,18.1,r-ZTF,0.028059,17.80956,16.78213,16.34203,16.11453
25445,236.09587,39.55809,SN,GALAXY,0.0520230149095937,15.14464,18.42,i-Sloan,0.061125,18.17729,16.63328,15.87678,15.44199
25419,207.095,14.87948,SN,GALAXY,0.0443644252451762,18.15076,18.224,orange-ATLAS,0.096288,19.85738,18.87386,18.49026,18.23015
25381,211.75092,-15.25972,SN,GALAXY,0.17526703434875,15.49786,17.417,orange-ATLAS,0.030167,18.09915,16.62042,16.02289,15.7175
25369,129.29754,23.19823,SN,GALAXY,0.0446657733243291,17.16422,19.04,orange-ATLAS,0.075388,17.65849,17.14759,17.20134,17.09677
25371,177.99967,9.70344,SN,GALAXY,0.0357481105106631,14.88368,18.2,g-Sloan,0.059484,18.01596,16.42372,15.64965,15.21584
25383,155.71121,14.05462,SN,GALAXY,0.0482272385564177,17.57491,17.1,g-Sloan,0.04075,19.26797,18.26517,17.90837,17.69883
25366,112.58587,18.19083,SN,GALAXY,0.0514335582532262,16.77892,18.287,orange-ATLAS,0.036983,18.99678,17.78782,17.24446,16.96918
25414,199.67821,-0.75917,SN,GALAXY,0.0141892858012787,17.43865,19.86,r-Sloan,0.11495,21.1923,19.11403,18.1649,17.72007
25392,207.16929,43.41797,SN,GALAXY,0.130576439693641,18.03631,16.8,Clear-,0.53129,20.40029,20.38406,19.19394,18.491
25356,153.451,38.76317,SN,STAR,0.226594821099738,22.80143,18.3,Clear-,0,24.26697,22.81786,24.80204,21.83983
25334,185.3925,55.57442,SN,GALAXY,0.00422526984314231,20.51392,17.18,G-Gaia,0.102038,20.86261,20.23468,20.12751,20.17324
25331,226.84512,38.41653,SN,STAR,0.0714629255204498,22.66552,17.388,orange-ATLAS,0,23.51031,23.30708,22.63971,22.9667
25319,250.91571,26.59602,SN,GALAXY,0.0984394333171321,15.71937,18.333,orange-ATLAS,0.05983,17.82652,16.70507,16.2496,15.9044
25287,190.29642,-1.589,SN,STAR,0.0393145018480151,22.89242,17.8,V-crts-CRTS,0,24.81978,23.59766,24.80202,24.3618
25289,183.84629,27.62684,SN,GALAXY,0.0380593419235622,14.81681,18.4,g-Sloan,0.044815,18.08332,16.30543,15.50541,15.11294
25295,134.89829,45.61164,SN,GALAXY,0.0918188643681836,17.97891,18.9,r-ZTF,0.066819,19.94492,18.84816,18.50492,18.30107
25286,176.55429,20.3885,SN,GALAXY,0.27450566956183,11.89953,18.0,Clear-,0.011811,15.36715,13.4396,12.59092,12.17107
25278,186.49379,4.47418,SN,GALAXY,0.01703573504175,13.96329,17.2,g-Sloan,0.011683,15.50874,14.56594,14.22902,14.08769
25273,178.18887,37.85424,SN,GALAXY,0.0259139274891544,19.26496,17.6,g-Sloan,0.413865,21.2159,20.37657,20.14385,19.64641
25269,139.09192,10.23204,SN,GALAXY,0.0233942959256056,13.71988,17.3,g-Sloan,0.031805,17.09718,15.23476,14.41652,14.02497
25322,240.45425,47.39072,SN,STAR,0.0821268016908188,21.04504,17.98,i-Sloan,0,22.52101,24.13878,23.87606,24.3618
25355,158.14521,-2.6885,SN,GALAXY,0.0297351586237948,14.96278,17.5,g-Sloan,0.045325,18.12696,16.35062,15.63744,15.26487
25265,132.23313,58.6984,AGN,GALAXY,0.00160856798410077,16.63219,17.31,G-Gaia,0.171906,18.87132,18.12534,17.33117,16.78811
25165,166.48662,37.62514,SN,GALAXY,0.0162658282285419,15.5747,17.9,g-Sloan,0.045076,17.4387,16.33069,15.96252,15.70503
25228,188.41183,1.93385,SN,GALAXY,0.0174178103782439,18.50755,18.96,w-PS1,0.084172,19.77002,18.91021,18.66667,18.44625
25216,220.7935,17.47173,SN,GALAXY,0.0284915848044335,21.11518,17.0,g-Sloan,0.255765,23.72423,22.07807,21.41692,21.29291
25253,102.56329,27.14004,SN,GALAXY,0.879143641199951,19.20914,16.96,G-Gaia,0.355393,21.56321,22.06253,21.38114,19.4563
25167,178.74529,6.32971,SN,GALAXY,0.0770132027037034,16.21619,18.1,g-Sloan,0.020877,17.69379,16.78542,16.49582,16.40284
25156,190.46408,23.51181,SN,GALAXY,0.0696138723520806,13.79291,18.0,g-Sloan,0.028211,16.76299,15.15285,14.45537,14.09851
25157,162.95875,25.04488,SN,GALAXY,0.0120692102102845,15.5598,17.7,g-Sloan,0.04864,19.07862,17.17433,16.31868,15.90422
25122,189.60175,-19.98715,AGN,STAR,0.00779107388020204,17.2676,18.425,orange-ATLAS,0,18.8406,18.27814,17.81457,17.52633
25112,216.79767,-2.26946,SN,GALAXY,0.0101114313320035,22.82539,18.0,Clear-,0.302524,21.89947,21.51505,21.46016,21.64251
25056,178.23208,36.98656,SN,GALAXY,0.0682166564341139,9.598248,15.1,Clear-,-9999,12.8347,11.025,10.23973,9.869018
25076,213.6345,3.19009,SN,GALAXY,0.0539120956113291,12.99798,16.3,V-Johnson,0.027641,15.98217,14.32255,13.61803,13.26429
25052,192.48737,28.87308,SN,GALAXY,0.020725653108773,21.69285,18.7,Clear-,0.301807,22.75334,23.71603,22.01287,24.36182
25048,119.04708,45.52678,SN,GALAXY,0.0414416212926541,18.40312,17.9,Clear-,0.397793,20.63637,18.81444,18.39271,18.89705
25054,194.02604,32.05442,SN,GALAXY,0.0226634192717798,21.18958,18.4,Clear-,0.672957,25.16617,22.84338,22.24573,22.55091
25043,159.23308,0.2303,SN,GALAXY,0.0480578659136846,21.19835,18.8,V-crts-CRTS,0.418752,21.62104,21.08781,21.08482,21.0893
25047,124.78287,44.94556,SN,GALAXY,0.0708571037437902,17.53662,19.6,Clear-,0.083228,19.75967,18.5469,18.03442,17.70601
25037,142.22987,49.23814,SN,GALAXY,0.0422618915970518,13.27833,16.4,U-Johnson,0.03113,16.49084,14.86361,14.07623,13.64087
25042,122.75958,5.08719,SN,GALAXY,0.174264104927225,11.98067,16.5,Clear-,-9999,24.63462,13.63359,12.72862,12.17971
25016,136.66475,19.33827,SN,GALAXY,0.0379181478014627,14.85831,15.15,V-Johnson,0.023727,16.95758,15.39187,15.13344,14.92594
25029,30.1575,12.1717,SN,STAR,0.225593913459144,22.33506,19.47,i-Sloan,0,24.96387,23.47911,23.15095,22.6746
25028,196.24471,30.50524,SN,GALAXY,0.154040993740903,15.08244,19.95,i-Sloan,0.029267,17.19491,16.04464,15.5418,15.27684
25034,53.58233,39.59293,SN,GALAXY,0.0629808875315423,13.85352,18.3,G-Gaia,0.021208,16.63485,15.32727,14.57551,14.19733
25002,140.86437,17.18428,SN,GALAXY,0.0250911911329684,26.9129,19.378,i-Sloan,-9999,17.81253,30.58521,29.13848,21.08523
24959,164.22325,79.27847,SN,GALAXY,0.289511300029307,19.71357,20.1,g-ZTF,0.461661,23.48423,22.54162,20.84937,20.06768
24973,217.04737,16.48112,AGN,GALAXY,0.00489465314260469,18.93793,17.724,orange-ATLAS,0.316319,19.92654,19.36465,19.44887,18.93818
24958,155.54075,10.43997,SN,GALAXY,0.0430559219543178,17.18974,19.6,g-ZTF,0.097406,19.20216,18.15978,17.70583,17.34819
24942,26.79871,18.79863,SN,GALAXY,0.526692189398208,17.91655,17.81,G-Gaia,0.078569,19.82044,18.67958,18.29186,17.99316
24925,217.93325,45.77799,SN,GALAXY,0.0305084081228568,16.13007,17.8,g-Sloan,0.084724,19.19448,17.6978,16.91928,16.46807
24921,205.99971,30.93361,SN,GALAXY,0.0920350238326836,17.25914,18.2,Clear-,0.067427,19.27502,18.07009,17.71191,17.38856
24916,141.23821,40.39865,SN,STAR,0.0318872516083904,20.97246,17.7,g-Sloan,0,20.47709,20.10469,20.28939,20.46552
24911,49.05679,-15.01305,SN,GALAXY,0.0581675988379875,16.40711,18.97,G-Gaia,0.09909,19.27545,17.91342,17.17988,16.73681
24914,185.39625,15.98572,SN,GALAXY,0.14987730269321,14.48149,16.8,g-Sloan,0.041015,17.14429,15.74822,15.10382,14.76099
24910,137.4085,48.66119,SN,GALAXY,0.031956446237996,20.90396,18.32,Clear-,0.292054,22.31021,21.50827,21.28681,21.19657
24901,157.7435,23.7884,SN,STAR,0.151376849676895,22.51159,19.517,cyan-ATLAS,0,24.08095,23.12346,24.27354,24.18332
24899,163.04667,58.44017,SN,STAR,0.0444874903039585,22.82689,19.4,Clear-,0,21.83106,21.617,23.80345,24.3618
24888,194.20158,3.8909,SN,GALAXY,0.0116125688674961,17.16499,17.91,G-Gaia,0.078997,19.62929,18.33331,17.73871,17.41569
24881,14.61708,-5.87583,SN,GALAXY,0.00626017327688932,22.53255,19.123,orange-ATLAS,0.147185,22.96986,21.96345,21.73212,21.92081
24850,138.59933,49.59247,SN,GALAXY,0.00797434597296982,19.43785,17.6,Clear-,0.077455,20.8715,19.96531,19.71997,19.53138
24862,136.49908,35.37333,SN,STAR,0.0914135404641198,22.8269,17.0,Clear-,0,24.55787,23.63785,23.30612,22.28684
24825,183.4225,28.44441,SN,GALAXY,0.00581997161447212,21.05051,18.97,G-Gaia,0.283896,23.28394,21.72451,21.38461,20.99303
24818,136.56358,17.33934,SN,GALAXY,0.0713356598127461,16.80817,21.76,w-PS1,0.096372,19.47099,18.16705,17.48754,17.09381
24817,137.84579,23.8579,SN,GALAXY,0.102078348716125,15.44754,20.59,r-Sloan,0.062836,18.23517,16.76396,16.07599,15.70356
24803,26.67775,32.50852,SN,GALAXY,0.0505940563723687,14.36886,17.7,g-Sloan,0.035262,16.77941,15.51732,14.95179,14.61735
24819,138.91133,17.30618,SN,GALAXY,0.0690243968514067,15.99925,21.97,w-PS1,0.09992,20.12059,17.9998,16.93567,16.41887
24799,248.01,78.21143,SN,STAR,0.173516165269277,20.09303,14.6,Clear-,0,23.2111,22.85505,21.5521,20.47301
24751,170.66937,12.02538,SN,GALAXY,0.0287157733213664,13.82382,17.1,g-Sloan,0.030761,16.39745,15.04882,14.43591,14.09564
24800,248.97462,40.03272,SN,GALAXY,0.136347789892666,17.17019,16.6,V-Johnson,0.038287,18.75299,17.74706,17.4472,17.2633
24801,149.52604,10.3594,SN,STAR,0.102202156162974,19.01597,16.9,V-Johnson,0,22.0565,21.10201,19.91488,19.55949
24730,139.05138,39.06175,SN,GALAXY,0.0196905184523989,20.62226,17.3,g-Sloan,0.158169,21.80818,20.84895,20.57452,20.39952
24726,133.34237,48.99567,SN,GALAXY,0.0149601969930112,19.84245,18.6,Clear-,0.147594,21.99523,20.91419,20.49051,20.16555
24725,222.22333,38.76748,SN,GALAXY,0.0721788059931769,14.01831,16.9,g-Sloan,0.042199,17.27507,15.61909,14.79856,14.35244
24659,34.972,29.03408,SN,STAR,0.0930151262148927,20.80911,17.1,Clear-,0,21.92582,21.41285,21.07297,20.65149
24655,344.44421,25.64266,SN,GALAXY,0.0160088686498211,16.80598,18.794,orange-ATLAS,0.004054,18.01241,17.1904,17.00287,16.94786
24605,349.54062,21.4318,SN,GALAXY,0.0159452319617366,16.91352,19.96,i-Sloan,0.100801,20.91534,18.85121,17.79288,17.2993
