id,ra,dec,transient_label,host_label_1,host_label_2,offset_1,offset_2,redshift_1,redshift_2,u_1,g_1,r_1,i_1,z_1,u_2,g_2,r_2,i_2,z_2
30255968823793966475,341.442,11.13286,SN,1,1,0.0759583343929487,0.120218253197275,-9999,0.025016,17.26916,24.4559,23.19866,24.11265,22.4602,16.23027,14.48969,13.78175,13.40388,13.13149
8320397761648776639,4.35708,-0.97714,SN,0,0,0.0394677678052007,0.0550812255465596,0,0,22.37787,21.63295,21.44864,21.77667,22.39604,22.79277,22.49358,23.05708,23.97261,21.88141
59910440185940817779,171.54321,44.3448,SN,1,1,0.0101138589259705,0.221172720366422,0.098474,0.180398,19.97796,18.07778,17.13728,16.72146,16.42547,22.26524,20.80841,20.12422,19.72871,19.51066
40599422904559715486,19.85062,12.43808,SN,1,1,0.187412467256662,0.206003138098286,0.449765,0.151779,24.81271,24.47772,22.61261,22.25551,21.32544,22.14524,20.3947,19.62024,19.29992,19.0626
41773628149334697080,345.10262,1.62689,SN,1,0,0.0235999113217843,0.0248517628143493,0.384655,0,21.57895,21.53387,21.48514,21.60102,22.6684,23.58272,22.09594,22.4125,22.45216,22.23686
154432765775279744,176.26492,19.97372,SN,1,1,0.0702024878073042,0.15042128713572,0.008914,0.292738,15.68662,13.74176,12.89457,12.46814,12.16084,21.34787,21.057,20.95777,21.7001,22.82689
29090946247498753118,149.08167,16.83447,SN,1,1,0.12813535801539,0.207625904467171,0.242036,0.137266,21.37738,20.73284,20.20651,19.96871,19.90468,21.06807,19.53631,18.6836,18.25349,17.87111
70467544577365997173,180.73033,15.584,SN,1,1,0.161177610233794,0.3577288408393,0.101972,0.197345,19.72453,18.65382,18.197,17.88447,17.78181,20.99524,19.05785,17.77789,17.27761,16.92447
71158640670325857822,186.62221,31.22731,SN,1,0,0.504091495526068,0.541717798282538,-9999,0,13.3391,12.02668,11.34118,10.94156,10.59481,24.63469,22.38305,20.20796,19.45493,18.95518
72842129170799712983,253.23912,2.38789,SN,0,1,0.225330197425539,0.24168191777729,0,0.357966,21.92353,19.75237,18.73058,18.37743,18.3308,25.91995,22.75535,20.97058,20.14523,20.48923
78310843734834199969,43.19171,46.93119,SN,0,0,0.0635673877971193,0.0725778850633178,0,0,25.09956,22.9756,22.18478,21.47754,20.55634,23.61958,22.36124,22.25769,21.67718,21.33118
57907086729286678575,180.1115,31.59853,SN,1,0,0.00564997135504413,0.24396736258882,0.154852,0,21.01253,19.47427,18.51189,18.07742,17.72679,24.1834,24.02832,22.34988,21.31866,21.40882
82520336220946419583,350.98442,16.77494,SN,0,1,0.0356698085476048,0.142456181498601,0,0.316817,25.87956,23.61325,22.61556,23.12338,22.82689,25.10933,25.01865,22.81205,23.56307,22.8269
84320475739863801862,236.57296,10.75958,SN,0,1,0.0197029246095416,0.0703287405456374,0,0.021561,21.54966,21.23974,21.12537,21.76019,21.22614,16.43144,15.21578,14.708,14.43461,14.22713
89791586039354514091,156.73421,18.48539,SN,0,0,0.206604484848728,0.256736088454945,0,0,23.70842,22.62568,21.92485,22.32827,22.35568,23.84602,25.04927,24.68042,24.68079,21.25339
56169855552371392066,8.17917,26.11433,SN,0,0,0.138145715090449,0.15849559544591,0,0,22.81735,21.68546,21.71393,21.81952,21.2269,24.99096,25.5869,23.46837,24.12125,21.88805
54273992719300941398,10.59108,29.64486,SN,0,1,0.0603629874857581,0.075331539716501,0,-9999,22.27896,22.30555,22.50576,22.5734,22.79369,23.37224,22.12688,22.66342,24.36181,22.82691
50046690469830953477,150.53321,11.95144,SN,1,1,0.00587508820933362,0.0293964907459625,0.342662,0.620128,24.27905,23.13463,22.27053,22.03206,21.80253,23.86152,22.99755,22.98322,22.22834,22.78244
58079688588034404933,162.84196,8.57853,SN,1,1,0.0808092865293758,0.213935990379693,-9999,0.693847,23.72531,25.0029,24.08285,24.12525,20.64508,23.99014,22.86581,21.7357,20.57783,20.12686
88867568134161003201,35.15704,2.40408,SN,0,0,0.0306483448131157,0.162767456677665,0,0,23.81644,23.54,23.58327,23.73818,22.66603,25.98483,21.26546,19.75272,18.47576,17.79816
61485703794893235721,259.45792,40.88111,SN,1,0,0.0295661825412267,0.145495403883457,0.076598,0,19.31735,18.18669,17.68253,17.40855,17.37471,24.19324,23.29622,23.06846,23.22433,22.3415
86537144061514070127,119.11042,28.11222,SN,1,0,0.0294808673304972,0.19201159976256,0.101444,0,19.85023,18.74948,18.24563,17.87641,17.70036,23.58216,21.99872,21.55113,21.41367,20.99262
54766628119621386773,180.20608,31.88047,SN,0,1,0.130459822638101,0.130814593637753,0,0.010462,24.63466,23.0854,24.80202,24.3618,22.40347,22.81058,21.65218,21.62956,22.05752,22.8269
35917939659205017146,234.02146,13.95192,SN,0,1,0.166631591805861,0.17041715281653,0,0.050983,25.67221,24.8391,23.28164,23.79948,22.74982,18.73829,16.83508,15.96637,15.53129,15.1881
11424180512056316191,113.06225,25.90406,SN,1,0,0.0922308431506381,0.159070263587146,0.021282,0,16.98962,15.85553,15.59562,15.31765,15.42249,23.19182,22.32467,22.03229,22.23894,22.11329
26336988269434436926,340.46596,34.96872,SN,1,0,0.0933691910101109,0.108245410785584,0.034968,0,17.8011,16.17617,15.35677,14.87579,14.43623,25.99786,22.52239,21.42898,20.79685,20.77105
44465984329120159408,9.34079,-19.94506,SN,0,0,0.144728508124306,0.173255938320739,0,0,24.63467,22.69344,21.78376,22.17705,20.80032,23.18643,22.0351,22.05851,21.84246,22.52475
34845942806398384477,347.763,20.43878,SN,1,0,0.0212415811661404,0.181877506237427,0.352483,0,24.54392,22.01224,21.45871,21.16942,22.39028,22.12264,21.89107,21.637,21.48374,21.72671
78897999763373198649,356.77562,29.48539,SN,1,0,0.114676790519202,0.119317672940432,0.215954,0,21.31109,20.92413,20.59057,20.61044,20.64005,23.37375,22.94758,24.38098,24.3618,22.82689
53203457703487575091,253.24571,2.40708,SN,0,0,0.0340604232143756,0.205671670766044,0,0,21.66911,20.99112,24.80205,24.36181,19.69523,20.74371,18.96905,24.80208,24.36185,17.41644
40303885061572374196,263.33696,44.10456,SN,0,1,0.0323081401749111,0.108530090838388,0,0.020107,22.848,22.30014,22.15887,23.05207,22.65899,16.30569,15.09306,14.58082,14.32861,14.21825
33111864738468707865,227.89967,5.39653,SN,0,1,0.0874983303869549,0.0981093903855494,0,0.385346,23.88299,21.80087,21.33139,20.58711,20.55871,22.39555,18.02183,16.28471,15.23306,14.93406
9319041088823087849,178.67621,44.02169,SN,1,1,0.0175145718327444,0.244710308761282,0.079281,0.465385,21.1513,19.70051,19.29981,19.04805,18.9543,23.02808,22.88601,22.32689,22.62771,21.71105
37098050420192750880,231.2855,37.96372,SN,0,0,0.0137670527152647,0.0183079064530531,0,0,22.73611,22.96506,22.73587,22.46328,22.6414,24.63465,22.75025,22.66488,22.59138,21.82946
53735112496855131343,11.58783,-9.15769,SN,1,0,0.0211429700872861,0.211645681515736,0.138305,0,22.35613,21.10756,20.70018,20.44893,20.01991,23.20408,24.01852,22.44605,22.45243,21.22778
27030245868190392760,217.27092,41.91186,SN,0,0,0.0585467642193088,0.154057377691127,0,0,23.36542,22.87028,23.23759,23.40067,22.4011,24.07216,22.60526,21.40488,20.8039,20.69657
28798618968602102664,245.55137,57.27292,SN,0,0,0.0190139639776995,0.100173615639781,0,0,24.57575,24.55604,22.97965,22.34427,22.82689,23.87938,24.79587,24.18755,23.81229,21.6288
13405997175130925640,175.18329,22.43192,SN,0,0,0.0820150858949485,0.137173596368512,0,0,19.73027,18.92727,18.83997,18.92918,19.12727,23.80277,22.41329,22.09396,22.06388,20.86098
49486927109674249558,33.90667,-3.42806,SN,1,1,0.035484468284798,0.176045121430589,0.103865,0.106888,20.6085,19.7391,19.66127,19.47513,19.61458,20.9491,19.78053,19.68116,19.50661,19.47441
11654310983047429399,170.07067,12.97961,SN,1,1,0.767871344884937,0.908365831432049,0.014724,-9999,13.59411,12.87146,12.76497,12.38041,11.90758,20.71765,21.46663,24.80206,18.77992,17.94436
76211791313394798122,349.40429,14.00247,SN,0,0,0.129478178754019,0.136342738791354,0,0,24.63465,25.11437,24.80202,24.3618,20.38813,21.99214,21.61368,21.57231,22.4227,22.58707
43943516796705461407,318.10112,-7.81447,SN,0,0,0.128373645197124,0.164337181289794,0,0,25.82308,21.50291,20.29277,19.73595,19.3802,23.07854,24.9635,24.78481,22.1699,23.00572
96995621129368580399,250.29046,50.97247,SN,1,0,0.366141438625848,0.531471748930039,0.932629,0,22.82043,23.46406,23.41627,22.27765,23.42773,23.45319,23.08927,23.88634,22.82353,22.17995
30893477350054273195,349.1805,33.99656,SN,1,1,0.0528002437000271,0.260839813618724,-9999,-9999,15.37309,13.66577,12.69188,12.20101,11.77329,19.68298,18.27517,24.73649,24.65002,18.26646
50370186203263071507,176.21733,19.45494,SN,1,0,0.0479631093293935,0.221903219913531,0.024769,0,16.16217,14.82723,14.1656,13.8214,13.51603,24.6885,24.96301,24.49957,23.03405,23.20187
25751085339514248330,223.52137,22.09461,SN,1,0,0.00210734088211752,0.205372399791011,0.164136,0,22.93851,21.25455,20.74247,20.45935,20.19723,24.67939,23.9493,22.25209,20.57214,19.68096
18617767401229105840,197.74562,11.49147,SN,0,0,0.105638141253333,0.174423732463472,0,0,23.36103,23.11314,22.24123,22.02273,21.46282,24.36432,23.80634,22.94777,24.46505,23.49475
13090144009826233197,210.64975,32.50853,SN,1,0,0.118900598578801,0.263204935452774,0.001218,0,15.40929,13.974,13.01339,12.60655,12.17395,21.52298,20.7529,21.76737,23.62715,22.8269
56626103028130928321,48.11062,19.25178,SN,1,1,0.104274008603855,0.215288560669227,0.672385,0.494231,24.53719,23.66418,24.32632,23.3237,22.8,25.48239,25.25923,23.50102,24.01107,23.25213
90035534760080813638,30.90154,24.07803,SN,1,1,0.144958938915072,0.188314922300721,0.142206,0.451584,23.18019,22.24329,21.73404,22.03135,22.87954,24.92306,22.14844,23.06746,21.81092,22.82693
76108157313559815622,153.20967,12.68242,SN,0,0,0.132514787356434,0.215560447297032,0,0,23.97653,23.17142,23.12922,23.46751,22.76963,24.14209,23.95835,22.88294,23.18823,23.07432
92181342210962892502,219.02075,2.34283,SN,1,1,0.0311744359170046,0.256833654727477,0.164121,0.256382,22.03924,20.91245,20.40648,20.2059,19.92492,21.89464,20.67668,19.69925,19.16012,19.04453
31663248869542476199,37.13692,20.28547,SN,0,1,0.166478703781023,0.187394773229354,0,0.018222,24.41206,23.85914,23.04964,21.41966,21.67607,15.36327,13.42136,12.5189,12.05423,11.78564
29437710825902887567,342.60971,10.91158,SN,1,0,0.262566589641353,0.310049266203504,-9999,0,21.65046,22.76762,21.28512,21.25456,24.12012,23.57713,21.90765,20.38931,19.02512,18.32098
26371394211859664861,174.41762,57.07819,SN,1,0,0.00573221818715312,0.173799012545096,0.079251,0,19.48114,17.62218,16.73073,16.32932,15.99339,24.77247,23.20173,23.0655,23.3964,22.78253
36255351732836472242,348.82071,19.02292,SN,0,0,0.117493018518834,0.126980046802767,0,0,23.87827,23.99929,22.72678,23.25096,23.25234,23.73161,22.55734,21.5436,21.04044,20.94625
