ID,Name,RA,DEC,Type,Redshift,Host Name,Host Redshift,Discovering Group/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag,Discovery Mag Filter,Discovery Date (UT),Sender,Ext. catalog/s,SDSS objid,SDSS type,SDSS offset,SDSS ra,SDSS dec,SDSS redshift,SDSS u,SDSS g,SDSS r,SDSS i,SDSS z,SDSS err_u,SDSS err_g,SDSS err_r,SDSS err_i,SDSS err_z,SDSS err_redshift
26650,SN 2018bvi,213.57675,10.67821,SN Ib,0.02417,SDSS J141418.24+104039.0  ,0.02417,ASAS-SN,Global SN Project,ASAS-SN,ASASSN-18ky,"ASASSN-3 - Paczynski, ASASSN-1 - Brutus",FTN - FLOYDS-N,1,1,,17.6,V-Johnson,2018-05-20 08:52:48,Stanek,,1237662198814343328,3,0.0588660593123986,213.576040586855,10.6775196595523,0.025562,17.90862,16.78251,16.34556,16.13886,15.92727,0.02228053,0.004632785,0.004430166,0.00507538,0.01403482,0.007372
26624,SN 2018bui,215.18192,13.69576,SN II,0.02,KUG 1418+139,0.020339,"ASAS-SN, ATLAS",ePESSTO,ASAS-SN; ATLAS,ASASSN-18kr,"ASASSN-3 - Paczynski, ATLAS1 - ACAM1",ESO-NTT - EFOSC2-NTT,1,1,,17.9,g-Sloan,2018-05-18 03:21:36,Stanek,,1237662637975207949,3,0.162458932791404,215.179156724881,13.6961117489007,0.018002,16.42517,15.35896,15.0454,14.88777,14.77933,0.008020428,0.002628179,0.002617373,0.002998395,0.006321119,0.007881
26599,SN 2018btj,249.24025,63.96993,SN Ia,0.0632,,,ATLAS,Global SN Project,ATLAS,ATLAS18pje,ATLAS1 - ACAM1,FTN - FLOYDS-N,1,1,,18.67,cyan-ATLAS,2018-05-18 11:35:31,ATLAS_Bot1,,1237671940876665112,3,0.0727804208552212,249.243013975599,63.9699183451049,0.050362,23.90625,20.8244,20.50433,20.44112,20.77806,1.163186,0.03737771,0.0395485,0.06182927,0.2577012,0.061196
26598,SN 2018bti,217.12921,37.06777,SN II,0.024826,,,ATLAS,Global SN Project,ATLAS,ATLAS18piz,ATLAS1 - ACAM1,FTN - FLOYDS-N,1,1,,18.944,orange-ATLAS,2018-05-16 11:31:12,ATLAS_Bot1,,1237662305653555301,3,0.0175500309841951,217.128856402032,37.0678471453177,0.032457,18.09976,16.96095,16.52542,16.29518,16.05625,0.03245886,0.005492993,0.005529271,0.009939771,0.01566611,0.007962
26605,SN 2018btp,210.149,-7.73504,SN Ia,0.076,,,ATLAS,ePESSTO,ATLAS,ATLAS18pkq,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,19.083,orange-ATLAS,2018-05-14 11:08:09,ATLAS_Bot1,,1237671992419745945,3,0.0979669237327872,210.147401711547,-7.73464285478559,0.080214,18.78298,16.60694,15.67673,15.2535,14.90403,0.03848084,0.004198133,0.003106075,0.003262822,0.005787565,0.009512
26581,SN 2018bsr,291.91083,61.94683,SN Ia,,VII Zw 884,,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-18kl,ASASSN-4 - Leavitt,LT - SPRAT,1,1,,17.2,g-Sloan,2018-05-16 07:40:48,Stanek,,1237671939274375496,3,0.0334202245435567,291.911530914356,61.9472789949972,0.034245,18.04724,16.37993,15.68398,15.31369,14.97725,0.0234533,0.003754981,0.003158075,0.003248593,0.00566253,0.01158
26585,AT 2018bsv,257.236,27.39807,Galaxy,0.106,,,ZTF,ePESSTO,ZTF,ZTF18aarqliy,P48 - ZTF-Cam,ESO-NTT - EFOSC2-NTT,1,1,,18.33,r-ZTF,2018-04-24 10:29:16,ZTF_Bot1,,1237661388696715885,3,0.00524818537821266,257.235948591142,27.398144617247,0.072028,19.21676,17.21658,16.30145,15.89216,15.58177,0.02911256,0.004415422,0.003626601,0.003733538,0.00624865,0.013388
26580,SN 2018bsq,248.92817,4.82591,SN Ia,0.06,,,"ATLAS, Pan-STARRS1",ePESSTO,ATLAS; Pan-STARRS1,ATLAS18pda,"ATLAS1 - ACAM1, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,19.019,orange-ATLAS,2018-05-08 13:12:00,ATLAS_Bot1,,1237662198293005502,3,0.0521462104156457,248.929042193669,4.82591178744067,0.102082,21.75774,20.09813,19.58306,19.40354,19.22691,0.3921898,0.06236623,0.0410281,0.04953662,0.1444475,0.045336
26577,SN 2018bsn,224.3695,5.84253,SN Ia,0.059,2MASX J14572815+0550375,0.059,"TNTS, ATLAS, LOSS, ZTF",TNTS,ATLAS; LOSS; TNTS; ZTF,,"BAO-0.6m - BATC, ATLAS1 - ACAM1, Other - Other, P48 - ZTF-Cam",Lijiang-2.4m - YFOSC,1,1,,18.6,Clear-,2018-05-14 18:00:00,Li,,1237655744018579649,3,0.14992534394267,224.367402537693,5.84390478346457,0.039814,17.81327,15.87806,15.05397,14.64639,14.32605,0.0198461,0.002915296,0.002520988,0.002512853,0.004710364,0.009575
26505,SN 2018bqi,113.31633,-11.23403,SN Ia,0.032,,,ATLAS,ePESSTO,ATLAS,ATLAS18ovo,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,17.86,orange-ATLAS,2018-05-14 05:47:02,ATLAS_Bot1,,1237676485490116460,6,1.33801141367825,113.330418780019,-11.2515328544472,0,24.86677,23.20276,22.28143,21.46737,22.66858,1.893641,0.3344653,0.2363557,0.16143,1.075263,0
26569,SN 2018bsg,152.61712,2.23049,SN IIb,0.0217,UGC 05487,0.021686,ASAS-SN,ePESSTO,ASAS-SN,ASASSN-18ke,ASASSN-5 - Payne-Gaposchkin,ESO-NTT - EFOSC2-NTT,1,1,,17.9,g-Sloan,2018-05-15 18:00:00,Stanek,,1237651753998352559,6,0.0425921033485376,152.616553355382,2.23006184900665,0,21.95307,21.40727,20.99095,21.21075,21.25437,0.2234143,0.06754977,0.06525559,0.1103264,0.4490381,0
26258,AT 2018biy,251.77379,-7.31558,Varstar,,,,"ATLAS, Pan-STARRS1",ePESSTO,ATLAS; Pan-STARRS1,ATLAS18ofx,"ATLAS1 - ACAM1, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.139,orange-ATLAS,2018-05-08 13:22:04,ATLAS_Bot1,,1237668650931650787,3,0.0463961288457931,251.773381968518,-7.31492109621664,0.007601,25.84639,25.12143,22.95969,24.55067,22.8186,0.9146381,0.8862458,0.3586892,1.008144,0.9488295,0.085796
26244,SN 2018bil,167.45933,28.97138,SN Ia,0.032,,,ZTF,ePESSTO,ZTF,ZTF18aarcypa,P48 - ZTF-Cam,ESO-NTT - EFOSC2-NTT,1,1,,18.89,r-ZTF,2018-05-07 04:30:43,ZTF_Bot1,,1237667211596464313,3,0.0133027848320792,167.459578688023,28.971337326926,0.03884,17.61127,15.72726,14.92329,14.54517,14.26085,0.01658121,0.002842543,0.002564603,0.002621376,0.004944157,0.013208
26237,SN 2018bie,188.93471,-0.22111,SN Ia-91T-like,0.022,,,ATLAS,ePESSTO,ATLAS,ATLAS18odq,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,18.281,orange-ATLAS,2018-05-10 09:43:12,ATLAS_Bot1,,1237648704042631185,3,0.237593050418377,188.931808117352,-0.223804417694058,0.025069,17.5411,16.21349,15.74124,15.50862,15.31433,0.01585705,0.00363794,0.003374706,0.003668581,0.009153435,0.007677
26226,SN 2018bht,246.62421,17.32059,SN Ia,0.09,,,ATLAS,ePESSTO,ATLAS,ATLAS18oas,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,19.313,orange-ATLAS,2018-05-09 13:12:00,ATLAS_Bot1,,1237665536544539059,3,0.0283358130682521,246.62373284168,17.3204653673194,0.124297,21.10047,19.34555,18.40186,17.88568,17.45621,0.1899357,0.01644922,0.01172829,0.01111281,0.03146899,0.029814
26209,SN 2018bhc,251.60537,25.42146,SN Ia,0.056,,,"GaiaAlerts, ATLAS",ePESSTO,ATLAS; GaiaAlerts,Gaia18bek,"Gaia - Gaia-photometric, ATLAS1 - ACAM1",ESO-NTT - EFOSC2-NTT,1,1,,17.8,G-Gaia,2018-05-07 18:31:40,Gaia_Bot1,,1237662474235216266,3,0.00340716402888975,251.605431802545,25.4214704381127,0.075588,19.76712,18.04527,17.19778,16.77378,16.44994,0.05698213,0.006965656,0.005352009,0.005137671,0.01239116,0.019946
26222,SN 2018bhp,224.76904,19.5872,SN Ia,0.054,,,ATLAS,ePESSTO,ATLAS,ATLAS18oav,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,18.25,orange-ATLAS,2018-05-09 11:55:40,ATLAS_Bot1,,1237665566074470565,6,0.00283907320231185,224.769072916598,19.587235738653,0,22.12241,25.11438,24.31181,24.3618,22.8269,0.2285614,0.6650143,0.660684,0.6888134,0.662369,0
26206,SN 2018bgz,222.40958,25.3702,SN Ia,0.033927,,,"SNHunt, ATLAS, ASAS-SN",,ASAS-SN; ATLAS; CRTS; SNHunt,,"Other - Other, ATLAS1 - ACAM1, ASASSN-3 - Paczynski",LT - SPRAT,1,1,,18,V-crts-CRTS,2018-05-08 07:22:13,Drake,,1237665429711159372,3,0.020507994625616,222.409203278098,25.3702310117529,0.411397,24.29706,22.47868,21.23506,20.72147,20.25617,0.9149429,0.1119797,0.05755593,0.06577712,0.1495981,0.103861
26225,SN 2018bhs,248.56567,26.88957,SN Ia,0.07,,,ATLAS,ePESSTO,ATLAS,ATLAS18oat,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,19.164,orange-ATLAS,2018-05-09 13:03:21,ATLAS_Bot1,,1237661465455428438,3,0.0737701549368743,248.564605565537,26.8903512949652,0.420973,24.55909,23.15154,21.65093,20.99854,20.69531,1.06532,0.2397216,0.09745469,0.08460853,0.2100233,0.09427
26208,SN 2018bhb,231.85508,-0.44789,SN Ia,0.053,CGCG 021-098  ,0.053,"PTSS, ATLAS","PTSS, ePESSTO",ATLAS; PTSS,PTSS-18ecg,"CNEOST - STA1600, ATLAS1 - ACAM1","Lijiang-2.4m - YFOSC, ESO-NTT - EFOSC2-NTT",1,1,,17.9,r-Sloan,2018-05-08 17:15:21,Li,,1237648720716562648,6,0.0163243788634815,231.855278031109,-0.447703426201814,0,25.50277,24.07784,22.05728,21.14067,20.3789,0.6748652,0.4199429,0.1304452,0.08298406,0.1635856,0
26202,SN 2018bgv,165.62621,55.59883,SLSN-I,0.08,,,"GaiaAlerts, ATLAS, Pan-STARRS1",NUTS,ATLAS; GaiaAlerts; Pan-STARRS1,Gaia18beg,"Gaia - Gaia-photometric, ATLAS1 - ACAM1, PS1 - GPC1",,1,1,,18.26,G-Gaia,2018-05-06 17:19:40,Gaia_Bot1,,1237657220950327558,3,0.0208092345288691,165.626722610012,55.5986391952396,0.104186,20.87276,20.01687,19.7222,19.48737,19.57391,0.09927744,0.02167088,0.02552747,0.02885589,0.1223063,0.033635
26183,SN 2018bgc,128.47783,55.5415,SN Ia,,,,ATLAS,,ATLAS,ATLAS18nvs,ATLAS1 - ACAM1,BAO-2.16m - Cassegrain,1,1,,17.64,orange-ATLAS,2018-05-06 07:17:45,ATLAS_Bot1,,1237663529723887794,6,0.0672059056216974,128.479777419657,55.5412987503344,0,20.95478,20.69534,20.80452,21.04869,21.43059,0.1058035,0.03486246,0.05835438,0.1075958,0.5303591,0
26185,SN 2018bge,166.06662,50.03055,SN II,0.023894,,,"ATLAS, GaiaAlerts",,ATLAS; GaiaAlerts,ATLAS18nvj,"ATLAS1 - ACAM1, Gaia - Gaia-photometric",LT - SPRAT,1,1,,18.591,orange-ATLAS,2018-05-06 08:57:07,ATLAS_Bot1,,1237657855532269681,6,0.0814078539515618,166.068708730027,50.030348550915,0,22.52836,22.49488,22.11951,22.18065,22.2063,0.2839842,0.1630674,0.1454024,0.2614379,0.8280774,0
26182,SN 2018bgb,187.32329,6.34114,SN Ia,0.086,,,ZTF,ePESSTO,ZTF,ZTF18aaphzut,P48 - ZTF-Cam,ESO-NTT - EFOSC2-NTT,1,1,,18.76,r-ZTF,2018-05-05 04:03:21,ZTF_Bot1,,1237661970112840095,3,0.00988826891699952,187.323131551054,6.34109141286971,0.128719,21.67603,19.74373,18.81956,18.36445,17.99882,0.2299869,0.02265698,0.01405471,0.01331624,0.03248843,0.025924
26178,SN 2018bfx,199.52763,27.87339,SN Ia,,,,"ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18aajpjdi,"P48 - ZTF-Cam, ATLAS1 - ACAM1",,1,1,,20.04,r-ZTF,2018-04-14 07:24:57,ZTF_Bot1,,1237667444587298906,3,0.0142224509044688,199.527637727681,27.8731530576035,0.082104,19.07353,18.1646,17.84087,17.53318,17.43182,0.03030665,0.007011113,0.007334506,0.008413392,0.02365022,0.017599
26174,SN 2018bft,208.32979,-4.85885,SN Ia,0.075,SDSS J135319.28-045134.6,0.063,,,,C17-0118,CTIO-4m - DECAM,Lick 3m - KAST,1,1,,19.826,i-Sloan,2018-05-02 14:44:26,Narayan,KEGS-C16;KEGS-C17,1237671957522088204,3,0.0573674063454009,208.330351035301,-4.85962567388294,0.068163,19.21115,17.81734,17.20933,16.82898,16.56257,0.06025657,0.00839377,0.007821934,0.009526909,0.02527696,0.020408
26172,SN 2018bfr,166.19792,-15.63311,SN Ia,0.072,2MASX J11044706-1538068,0.071746,"ASAS-SN, ATLAS",,ASAS-SN; ATLAS,ASASSN-18jp,"ASASSN-3 - Paczynski, ASASSN-5 - Payne-Gaposchkin, ATLAS1 - ACAM1",Lick 3m - KAST,1,1,,18.2,g-Sloan,2018-05-05 18:43:12,Stanek,,1237671142546669772,3,0.164168922252698,166.196187206778,-15.6352784109863,0.061387,17.97268,15.98542,15.03979,14.57042,14.22228,0.02462069,0.003078967,0.002470685,0.00246839,0.004112123,0.011556
26170,SN 2018bfp,201.15925,-2.58111,SN Ib,0.053,SDSS J132438.21-023450.3,0.06,,,,C17-0116,CTIO-4m - DECAM,Gemini-N - GMOS,1,1,,22.444,g-Sloan,2018-04-24 16:38:36,Narayan,KEGS-C16;KEGS-C17,1237655498663330025,3,0.027804473794824,201.159224603917,-2.5806472871027,0.07268,19.80075,18.54429,18.13777,17.87123,17.78604,0.08077355,0.01316713,0.01309952,0.01559312,0.0557196,0.02074
26162,SN 2018bfh,155.67162,15.93892,SN Ia,0.044,CGCG 094-019,0.044541,"ASAS-SN, ZTF",DAO_OTS,ASAS-SN; ZTF,ASASSN-18jn,"ASASSN-5 - Payne-Gaposchkin, ASASSN-4 - Leavitt, P48 - ZTF-Cam","Lick 3m - KAST, Plaskett Telescope - Plaskett",1,1,,17,g-Sloan,2018-05-06 03:50:24,Stanek,,1237668496310206652,3,0.0324707763746711,155.671376577452,15.9394079441212,0.035127,17.05551,15.41455,14.66936,14.29824,14.01378,0.01346488,0.002742877,0.002379251,0.002422345,0.003932081,0.010862
26158,SN 2018bfd,217.25217,17.32517,SN Ia,0.052,,,ATLAS,,ATLAS,ATLAS18nut,ATLAS1 - ACAM1,Lick 3m - KAST,1,1,,18.083,orange-ATLAS,2018-05-05 11:05:16,ATLAS_Bot1,,1237668272441524284,6,0.111701752665604,217.254106207263,17.3253924292951,0,24.60762,24.97237,24.32092,22.32541,22.01697,0.8109422,0.5294266,0.6531894,0.2140924,0.5604162,0
26159,SN 2018bfe,195.48075,7.60169,SN Ia,0.060885,,,ATLAS,,ATLAS,ATLAS18nuw,ATLAS1 - ACAM1,LT - SPRAT,1,1,,18.685,orange-ATLAS,2018-05-05 10:23:31,ATLAS_Bot1,,1237661976014880827,3,0.199799450358352,195.478998616797,7.59884831865719,0.035535,17.37522,15.86576,15.0854,14.68481,14.3603,0.02374314,0.003476667,0.002977186,0.00294449,0.006825015,0.013053
26157,SN 2018bfc,350.74308,-1.02789,SN Ia,0.034,SDSS J232258.36-010141.2,0.034266,ASAS-SN,,ASAS-SN,ASASSN-18jl,ASASSN-3 - Paczynski,Keck1 - LRIS,1,1,,16.9,g-Sloan,2018-05-05 09:36:00,Stanek,,1237656906351051104,3,0.0151405820989821,350.743184440509,-1.02811972309078,0.072922,19.27048,18.05561,17.62726,17.32285,17.22971,0.09606586,0.01533088,0.02211843,0.02521738,0.06639025,0.017521
26137,SN 2018bei,233.888,12.5679,SN II,0.028,LEDA 214391,0.02837,"LOSS, ZTF",ePESSTO,LOSS; ZTF,kait-18T,"Other - Other, P48 - ZTF-Cam",ESO-NTT - EFOSC2-NTT,1,1,,18.6,Clear-,2018-05-03 11:45:24,Zheng,,1237668270838251569,3,0.0287074122072244,233.887661300204,12.5675541171453,0.032003,18.15536,16.93082,16.50743,16.27254,16.18166,0.02421404,0.007780898,0.006899725,0.009193389,0.02242073,0.009397
26136,SN 2018beh,142.84583,17.80831,SN Ib/c,0.06,SDSS J093123.09+174828.0,,"ASAS-SN, ATLAS",ePESSTO,ASAS-SN; ATLAS,ASASSN-18ji,"ASASSN-3 - Paczynski, ATLAS1 - ACAM1",ESO-NTT - EFOSC2-NTT,1,1,,17.4,g-Sloan,2018-05-04 00:57:36,Stanek,,1237667536393535866,3,0.0384904396528279,142.8462093593,17.8077798315382,0.068108,20.5851,19.2461,18.86329,18.58203,18.42103,0.1360964,0.02228457,0.02235654,0.02593454,0.07895355,0.019644
26115,SN 2018bdo,231.65958,28.86628,SN Ia,0.08,,,"GaiaAlerts, ZTF, ATLAS",NUTS,ATLAS; GaiaAlerts; ZTF,Gaia18bca,"Gaia - Gaia-photometric, P48 - ZTF-Cam, ATLAS1 - ACAM1",NOT - ALFOSC,1,1,,18.56,G-Gaia,2018-04-28 12:08:38,Gaia_Bot1,,1237662661602968040,3,0.0127624872887845,231.659817256567,28.866325534805,0.096086,19.10822,17.80843,17.16231,16.76826,16.52267,0.05375644,0.01448726,0.01388363,0.009622185,0.02835879,0.021711
26108,SN 2018bdh,163.15962,22.22875,SN Ia,0.079,,,GaiaAlerts,ePESSTO,GaiaAlerts,Gaia18bbr,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.81,G-Gaia,2018-04-28 05:05:16,Gaia_Bot1,,1237667536402120850,3,0.111568734087252,163.159091410365,22.2305439468098,0.074835,18.54581,16.70633,15.80467,15.40456,15.09094,0.02684178,0.004079071,0.003132268,0.003121423,0.0057508,0.008984
26087,SN 2018bcm,260.47942,29.30933,SN Ia,0.09,,,GaiaAlerts,ePESSTO,GaiaAlerts,Gaia18bav,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.6,G-Gaia,2018-04-25 18:28:48,Gaia_Bot1,,1237655130383844984,3,0.18410874252903,260.481159172136,29.3119975326211,0.355051,23.16919,22.12251,21.35446,21.09936,20.58469,0.4999304,0.1033806,0.08073362,0.09971479,0.2095538,0.11621
26107,SN 2018bdg,179.90417,27.53057,SN Ia-91T-like,0.09,,,"GaiaAlerts, ATLAS, ZTF",ePESSTO,ATLAS; GaiaAlerts; ZTF,Gaia18bbq,"Gaia - Gaia-photometric, ATLAS1 - ACAM1, P48 - ZTF-Cam",ESO-NTT - EFOSC2-NTT,1,1,,18.88,G-Gaia,2018-04-28 01:09:07,Gaia_Bot1,,1237667323254997927,3,0.019601041783709,179.904473981816,27.530754553128,0.507341,21.67824,21.16788,21.04954,20.78315,20.67971,0.2042612,0.0565449,0.08805163,0.1101393,0.4118984,0.17734
26074,SN 2018bbz,261.96804,60.09606,SN Ia,0.028,PGC60339,,"ISSP, ZTF",NUTS,ISSP; ZTF,,"Other - Other, P48 - ZTF-Cam",NOT - ALFOSC,1,1,,17.9,Clear-,2018-04-26 00:28:48,Ciabattari,,1237656529992548527,3,0.0773049640294623,261.968847622207,60.0972838891678,0.031595,16.78494,14.85204,14.01812,13.58886,13.27892,0.01251382,0.00220073,0.00198876,0.00197358,0.003275246,0.008466
26045,SN 2018bba,159.51662,45.25664,SN Ia,0.121,,,ZTF,ZTF,ZTF,ZTF18aahqavd,P48 - ZTF-Cam,P200 - DBSP,1,1,,20.3,r-ZTF,2018-04-10 06:14:24,ZTF_Bot1,,1237660636533293293,3,0.0393034862672895,159.515985932111,45.2571194607038,0.105925,20.55148,19.24388,18.76208,18.44326,18.43586,0.1065562,0.01643267,0.01749631,0.02136751,0.07012101,0.029108
26057,SN 2018bbk,118.11229,16.49403,SN II,0.038,,,ZTF,ZTF,ZTF,ZTF18aaewugy,P48 - ZTF-Cam,APO 3.5m - DIS,1,1,,18.7,r-ZTF,2018-03-05 03:36:00,ZTF_Bot1,,1237664835921838764,6,0.00233935489996189,118.11230734895,16.4940652624068,0,22.26776,21.94596,22.42986,22.48185,22.82694,0.212768,0.0771989,0.1554936,0.1933865,0.5993282,0
26044,SN 2018baz,246.05579,25.27206,SN Ia-91bg-like,0.1,,,ZTF,ZTF,ZTF,ZTF18aaiajvb,P48 - ZTF-Cam,P200 - DBSP,1,1,,20.6,r-ZTF,2018-03-21 09:50:24,ZTF_Bot1,,1237662640660021975,3,0.0179056274395282,246.055920846738,25.2717860323659,0.110815,24.16931,22.09181,21.35296,21.2618,21.72827,1.817714,0.1634054,0.1205635,0.156484,0.7844996,0.069747
26040,SN 2018bav,251.85638,25.68508,SN Ia,0.114,,,ZTF,ZTF,ZTF,ZTF18aagrgao,P48 - ZTF-Cam,P200 - DBSP,1,1,,19.7,r-ZTF,2018-03-21 09:21:36,ZTF_Bot1,,1237662300840395048,3,0.0427885117553939,251.857106181214,25.6847966356526,0.12202,19.71821,17.67036,16.60172,16.14991,15.80287,0.06053734,0.006856572,0.004425749,0.004386134,0.008858252,0.010286
26041,SN 2018baw,261.64162,34.37356,SN Ia,0.062,,,ZTF,ZTF,ZTF,ZTF18aaibibr,P48 - ZTF-Cam,P200 - DBSP,1,1,,20.1,r-ZTF,2018-03-21 10:48:00,ZTF_Bot1,,1237665582724874633,6,0.0219384033968434,261.641188130988,34.373641447358,0,24.65623,25.13388,24.8115,22.2585,19.47559,5.346548,4.39466,4.972279,1.45971,0.3757718,0
26039,SN 2018bau,176.54983,9.35503,SN Ia,0.08,,,"ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18aahfxnn,"P48 - ZTF-Cam, ATLAS1 - ACAM1",P200 - DBSP,1,1,,19,r-ZTF,2018-04-06 05:31:12,ZTF_Bot1,,1237660613439652108,3,0.0693085624042567,176.548694596951,9.35474843909812,0.085419,20.16038,18.7844,18.24748,17.91824,17.68225,0.1039877,0.01542656,0.0160764,0.01706097,0.0479336,0.026605
26038,SN 2018bat,219.45421,45.54928,SN Ia,0.124,,,ZTF,ZTF,ZTF,ZTF18aaguhgb,P48 - ZTF-Cam,P200 - DBSP,1,1,,19.7,g-ZTF,2018-03-30 12:00:00,ZTF_Bot1,,1237661212582084760,3,0.0524238664117832,219.454241384126,45.5484065453647,0.134707,18.71075,17.50717,16.77703,16.36634,16.09693,0.03277333,0.005995573,0.00490754,0.005101693,0.01180995,0.020731
26037,SN 2018bas,177.79775,16.52983,SN II,0.066,,,ZTF,ZTF,ZTF,ZTF18aahmrtf,P48 - ZTF-Cam,P200 - DBSP,1,1,,19.6,r-ZTF,2018-04-08 06:57:36,ZTF_Bot1,,1237668584362868845,3,0.0344412277787717,177.797250979714,16.5301472325934,0.062209,19.33101,18.35368,18.01493,17.77256,17.67977,0.05178466,0.01115428,0.01225065,0.01392897,0.04363006,0.018831
26023,SN 2018bae,223.20642,18.08021,SN Ia,0.07,,,ATLAS,ePESSTO,ATLAS,ATLAS18nnp,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,19.192,cyan-ATLAS,2018-04-19 13:17:45,ATLAS_Bot1,,1237667782850511704,3,0.176859565688911,223.205101151117,18.0828777492296,0.415347,24.09959,22.93159,21.9658,21.49997,21.89867,1.037774,0.1800497,0.1325036,0.1225581,0.67875,0.142973
26021,SN 2018bac,160.67567,25.99477,SN Ia,0.0372,,,ATLAS,ZTF,ATLAS,ATLAS18nly,ATLAS1 - ACAM1,P60 - SED-Machine,1,1,,18.161,cyan-ATLAS,2018-04-19 09:54:43,ATLAS_Bot1,,1237667323784396862,3,0.051164261918091,160.675995310999,25.995571039357,0.035022,18.9369,17.93352,17.54519,17.3444,17.13487,0.02547197,0.006479149,0.006594829,0.008367862,0.02105661,0.009875
26029,SN 2018bak,156.20021,-2.5099,SN Ia,0.088,,,GaiaAlerts,ePESSTO,GaiaAlerts,Gaia18baf,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,19.26,G-Gaia,2018-04-12 16:33:35,Gaia_Bot1,,1237650804269580488,3,0.0178809870092545,156.20013298964,-2.51018791419508,0.077954,18.57088,17.60365,17.21229,16.88783,16.76527,0.02653116,0.00622078,0.006089647,0.006370655,0.01976272,0.01463
26035,SN 2018baq,177.93967,57.79954,SN Ia,0.064,,,"ATLAS, ZTF",ZTF,ATLAS; ZTF,ATLAS18nqr,"ATLAS1 - ACAM1, P48 - ZTF-Cam",LT - SPRAT,1,1,,18.471,orange-ATLAS,2018-04-12 10:12:00,ATLAS_Bot1,,1237661353779396732,3,0.0788293604855762,177.937277583365,57.7998575367564,0.066971,18.38168,17.27355,16.86406,16.57997,16.45386,0.02588895,0.005630462,0.005404023,0.006061622,0.01599626,0.012555
26024,SN 2018baf,199.25658,-2.2769,SN Ia,0.12,SDSS J131701.56-021636.7,,SNHunt,ePESSTO,CRTS; SNHunt,,Other - Other,ESO-NTT - EFOSC2-NTT,1,1,,19.8,V-crts-CRTS,2018-04-23 06:19:31,Drake,,1237650761862087202,3,0.00477002192291432,199.256506909056,-2.27686859213349,0.090871,20.80694,19.64755,19.27127,18.98711,18.93688,0.1562497,0.02577763,0.0302905,0.03681701,0.1421401,0.034545
26013,SN 2018azu,109.48308,40.98552,SN Ia,0.023,,,"ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts,ATLAS18nlu,"ATLAS1 - ACAM1, Gaia - Gaia-photometric",P60 - SED-Machine,1,1,,17.632,orange-ATLAS,2018-04-12 06:53:16,ATLAS_Bot1,,1237673706650140827,6,0.113564900065595,109.483722653105,40.98734952411,0,20.87085,19.49697,19.17741,19.04782,19.11683,0.09855963,0.01282092,0.0135885,0.01731193,0.06145395,0
25972,SN 2018ayg,220.91271,18.87018,SN Ia,0.031,2MASX J14433925+1852124,0.030973,"ASAS-SN, ATLAS","Padova-Asiago, ePESSTO",ASAS-SN; ATLAS,ASASSN-18iw,"ASASSN-4 - Leavitt, ASASSN-3 - Paczynski, ATLAS1 - ACAM1","Ekar - AFOSC, ESO-NTT - EFOSC2-NTT",1,1,,18.1,g-Sloan,2018-04-21 06:28:48,Stanek,,1237667735597351217,3,0.048036013288498,220.913547985504,18.8700695672775,0.037441,17.65911,15.78699,14.94395,14.51243,14.197,0.01899797,0.002875382,0.002497826,0.002413267,0.004343119,0.010286
25970,SN 2018aye,269.41817,50.03881,SN Ia,0.017,SDSS J175740.70+500154.1,,"ASAS-SN, ATLAS",Padova-Asiago,ASAS-SN; ATLAS,ASASSN-18iu,"ASASSN-4 - Leavitt, ATLAS1 - ACAM1",Ekar - AFOSC,1,1,,18,g-Sloan,2018-04-21 07:26:24,Stanek,,1237656564367032368,3,0.0726970987884916,269.419939992749,50.0383908710816,0.1256,21.04362,20.35653,20.35509,20.15122,20.27344,0.360477,0.0760955,0.1197165,0.1450176,0.7734284,0.133296
