,id,ra,dec,transient_label,survey,host_label,offset,redshift,transient_mag,u,g,r,i,z
2355,22902875065238564597,185.57171,12.39703,SN,TNS,1,0.053455332485818,0.029164,16.5,17.27896,16.08727,15.509279999999999,15.21025,14.95711
2358,95354166078491225107,177.08121,38.74667,SN,TNS,1,0.0656413750341864,0.11253800000000001,18.6,21.74042,21.28806,21.36124,21.41473,22.57925
2362,4325093031877238512,323.50871,-0.74053,SN,TNS,1,0.0192937792569024,0.271803,22.2,24.5386,21.29117,19.94004,19.409660000000002,19.011770000000002
2368,38342654230812452562,359.87867,18.20267,SN,TNS,0,0.00339716129860205,0.0,17.4,22.29448,22.97695,21.91234,24.3618,22.8269
2378,59638489162592625009,35.92788,-0.826,SN,TNS,1,0.0289832285296203,0.103716,22.5,19.501160000000002,18.34081,17.77133,17.39946,17.187479999999997
2379,61864442443908313695,205.43208,40.877359999999996,SN,TNS,1,0.0794837825944675,0.33888,17.8,21.93765,21.19667,21.16978,20.7542,20.8329
2381,77304582279802467518,183.66117,12.22969,SN,TNS,1,0.0194143641605603,0.535037,17.9,22.98763,22.06352,21.87242,21.42715,21.28102
2394,77759712331836064111,37.18237,-8.90667,SN,TNS,1,0.0189477455329784,0.325353,22.2,22.86792,22.34098,21.67675,21.53517,21.45327
2403,79814885192684609592,218.687,48.67217,SN,TNS,0,0.0692738191961746,0.0,18.5,22.10149,23.66606,22.18235,24.3618,22.82689
2413,37049946274060307711,50.415459999999996,16.86739,SN,TNS,1,0.0152384225047543,0.103248,17.6,21.166179999999997,20.230339999999998,20.060389999999998,19.85797,19.6821
2418,15501675574152874967,16.19042,0.5139199999999999,SN,TNS,1,0.0400997512091361,0.244481,22.0,22.12583,20.477079999999997,19.22974,18.81643,18.423170000000002
2419,52119443482395991125,317.71008,0.20206,SN,TNS,1,0.0147377613543921,0.119905,18.2,20.603070000000002,19.68112,19.25689,19.030739999999998,18.92557
2431,28615565930434737651,339.13732999999996,25.75972,SN,TNS,0,0.0917783997566132,0.0,18.5,20.89299,20.57895,21.03274,24.11448,21.00325
2432,4781299183984202510,141.87283,3.92933,SN,TNS,0,0.0542604471228127,0.0,17.6,21.48239,21.2498,21.09635,21.41703,21.15254
2440,83199000166283493067,143.02675,8.44567,SN,TNS,0,0.0109343466884124,0.0,15.5,22.6505,21.76729,22.164360000000002,22.415210000000002,22.8269
2441,63630369626458572368,13.69558,-0.25085999999999997,SN,TNS,1,0.009764492157044379,0.24021399999999998,21.2,21.94079,21.122220000000002,20.640639999999998,20.492070000000002,19.94892
2447,54845903651537945796,28.324,9.38911,SN,TNS,1,0.0834243673075951,0.742846,19.2,24.37956,23.438670000000002,22.76783,21.65985,21.29087
2448,74652854853023900792,38.67658,-8.51108,SN,TNS,1,0.0160797371053548,0.284908,21.9,21.61264,20.44255,19.07506,18.54725,18.25177
2463,53975697087050341504,189.79625,0.72511,SN,TNS,1,0.0121220000285051,-9999.0,16.5,21.37041,21.24644,21.359939999999998,21.86954,22.10995
2464,52738770472544029271,32.14029,-3.95358,SN,TNS,1,0.0469940651229496,0.193476,21.5,19.96176,18.38725,17.36201,16.88352,16.644660000000002
2470,83583065700333867165,327.39912000000004,0.00106,SN,TNS,1,0.055051468737171,0.28072199999999997,21.7,22.271810000000002,20.87015,19.86429,19.49393,19.35076
2476,54552637313005196162,17.60996,-1.068,SN,TNS,1,0.0462010243379291,0.162224,22.8,20.09279,18.45143,17.41272,16.915960000000002,16.56689
2478,78061104960821759525,322.815,-1.057,SN,TNS,1,0.0210180305402769,0.32868200000000003,22.2,23.1276,21.62218,20.38074,19.843629999999997,19.651670000000003
2480,44823412509688699652,353.85454,7.112889999999999,SN,TNS,1,0.0110671371324398,0.178478,17.7,22.78931,21.56311,21.02019,20.68212,20.23798
2497,84071187103191050685,6.34046,17.86342,SN,TNS,0,0.0412860752026927,0.0,20.2,24.40492,24.486439999999998,22.6958,20.832729999999998,22.47653
2500,59410205788244714206,1.8065799999999999,0.34897,SN,TNS,1,0.00866448105775028,0.351555,22.6,24.22157,22.08426,21.65178,21.65059,20.68797
2503,64685729955429917226,206.93900000000002,38.305640000000004,SN,TNS,1,0.0470553397059443,0.8602209999999999,15.2,19.04135,18.592029999999998,18.71284,19.5093,18.9785
2507,15434147277375874604,337.63117,-0.50267,SN,TNS,1,0.016033372546466,0.32595999999999997,21.9,22.11159,20.7303,19.20135,18.58394,18.13157
2509,94292830250359775406,6.043080000000001,0.7750600000000001,SN,TNS,1,0.0121939034186128,0.785818,21.6,22.59495,23.08812,21.993489999999998,21.88608,22.042479999999998
2513,12047076253752785134,148.43908000000002,23.34308,AGN,TNS,1,0.0247918146642508,0.350881,,21.18727,20.47358,19.47765,19.08299,18.75283
2516,36944872648262453845,250.12012000000001,41.235859999999995,SN,TNS,1,0.0896634232469442,0.26363600000000004,21.9,20.350479999999997,19.41059,18.67289,18.359,17.98154
2517,66338216724591963689,341.56729,0.41589,SN,TNS,1,0.0331786023491528,0.138676,21.6,20.82731,19.36705,18.52571,18.08435,17.80059
2528,61906065539506506322,348.83296,-0.56258,SN,TNS,0,0.0079816075085463,0.0,21.3,23.37331,23.95826,22.85535,22.873739999999998,22.173939999999998
2535,79533569132703289539,327.28254,0.44422,SN,TNS,0,0.0369849761443075,0.0,16.0,24.370520000000003,23.40822,23.460379999999997,22.98465,22.82691
2538,97258193578925134938,246.83862000000002,39.111999999999995,SN,TNS,0,0.0654606854213864,0.0,18.5,23.09181,23.43371,23.4683,24.3618,22.82689
2542,1676595294758725904,154.74312,46.45431,SN,TNS,1,0.0636611629562666,0.02975,18.0,16.87012,15.75642,15.25508,14.98354,14.75415
2546,39828207172655243317,172.43333,22.12753,SN,TNS,0,0.0177664364290335,0.0,17.3,19.83869,19.544,19.53289,19.56916,19.56144
2564,45628373017742468564,92.13016999999999,64.72364,SN,TNS,1,0.0920513617067512,-9999.0,15.0,16.234479999999998,14.19542,13.302439999999999,12.840530000000001,12.44103
2565,64459045850705213049,176.84962,6.64633,SN,TNS,1,0.0294226731398537,0.10952200000000001,19.3,20.75967,19.537860000000002,19.05996,18.802410000000002,18.7774
2567,27913932491041121819,179.38321000000002,-1.25378,SN,TNS,1,0.0608353236272469,0.034905,19.3,16.57239,15.2285,14.53098,14.16019,13.858410000000001
2569,15981799718200677545,11.63417,0.83825,SN,TNS,1,0.0126433552117371,0.161599,20.9,20.53465,19.07925,18.17933,17.69003,17.40148
2575,5513769047851911653,351.715,9.33267,SN,TNS,1,0.0333040018780363,0.14713299999999999,19.4,21.05963,20.309620000000002,20.04564,19.91565,19.87578
2579,93402374845107676370,196.799,28.64617,SN,TNS,1,0.0288810858604187,0.077676,19.9,20.45075,19.63233,19.38506,19.21539,19.15619
2592,27890650762357036129,169.4515,19.15236,SN,TNS,0,0.0395849474971751,0.0,17.6,24.636129999999998,24.29656,22.31186,20.75594,19.83191
2605,48283224778395135065,330.89432999999997,15.10294,SN,TNS,1,0.0713120485470968,0.312513,16.6,23.5469,21.53745,20.60557,20.2234,20.041439999999998
2607,37620671938986444367,7.30037,33.10819,SN,TNS,1,0.00261680189074999,0.46543199999999996,17.7,24.19689,22.60655,22.54194,23.59701,21.85746
2608,28799930988245804813,122.29637,57.687219999999996,SN,TNS,0,0.0741714225297909,0.0,16.2,22.51042,25.11438,24.62856,22.2843,22.82691
2611,90770359868756848645,52.34192,-1.09469,SN,TNS,1,0.0422280018044342,0.38052199999999997,22.9,22.56355,22.30389,21.75305,22.20642,21.177570000000003
2612,45251582074636657496,319.75079,-16.28686,SN,TNS,1,0.0590353132695787,0.091546,19.6,21.78295,19.58302,18.98085,18.59542,18.29828
2615,71890333548214297971,17.49379,32.37992,SN,TNS,0,0.0166507387509053,0.0,17.1,23.1696,23.25047,23.1925,22.72813,22.67558
2616,43928013931520692829,199.05175,30.94458,SN,TNS,1,0.0107758851101813,0.631728,15.8,16.61297,15.740229999999999,16.24604,17.88373,24.80702
2618,65738332680085333465,41.786120000000004,0.7751399999999999,SN,TNS,1,0.0244496032610402,0.197373,20.3,20.99396,19.96959,19.20322,18.7513,18.525879999999997
2621,28501566013015806263,179.44062,32.29697,SN,TNS,1,0.0954801074861873,0.286661,16.8,20.0044,19.60546,19.451620000000002,19.5858,19.52063
2623,58834123480004289956,334.95942,0.024390000000000002,SN,TNS,0,0.0849081801148566,0.0,22.1,19.26083,18.82989,18.437279999999998,18.29341,18.3941
2635,35332417913834246750,9.5835,-0.29496999999999995,SN,TNS,1,0.00566570974118512,0.1239,19.1,21.304000000000002,20.29713,19.973879999999998,19.78799,19.75264
2638,8496243917834842066,146.61946,45.75131,SN,TNS,1,0.0792299888165161,0.023986,17.5,16.020220000000002,14.17429,13.39289,12.99504,12.7411
2643,27061591413032103694,183.40671,16.121170000000003,SN,TNS,0,0.0133032864232069,0.0,17.2,21.448,21.39436,21.98998,22.707710000000002,22.01786
2649,53514417711092511877,134.25404,13.199860000000001,SN,TNS,1,0.0543956478292035,0.030930000000000003,17.1,15.742220000000001,14.258729999999998,13.557429999999998,13.156089999999999,12.90064
2655,65986384616062127831,3.4029199999999995,-10.14,SN,TNS,1,0.0593060646775266,0.383681,22.6,23.60614,25.729110000000002,22.087979999999998,22.14752,21.35815
2656,56786277108808400426,125.31336999999999,1.15703,SN,TNS,1,0.0849177707651422,0.053496,19.4,18.582,16.86958,16.13004,15.778960000000001,15.54481
2678,90610063725361684749,2.52562,-0.43838999999999995,SN,TNS,0,0.00615653954557283,0.0,20.0,20.983060000000002,19.118129999999997,18.2594,18.19305,18.38756
2679,93617664587754382369,222.91896,40.61036,SN,TNS,1,0.00423158129169727,0.252626,18.4,24.28341,22.69705,22.14503,22.24946,22.11244
2684,89944962624784527322,27.092579999999998,11.52622,SN,TNS,0,0.0132376916093268,0.0,16.9,24.63464,25.11437,24.802020000000002,22.13684,22.82689
2696,2999194817158638754,32.1045,14.347999999999999,SN,TNS,1,0.0972889235791688,-9999.0,17.7,15.2139,13.6694,12.82349,12.36607,11.96359
2697,79323543750168705527,54.87311999999999,-13.1155,SN,TNS,0,0.0316917167123228,0.0,16.5,23.482960000000002,23.44359,20.99969,20.83057,20.6253
2698,69764937552599013330,19.84458,-3.6055,SN,TNS,1,0.00626294218255501,0.034012,19.0,16.86832,15.51835,14.94405,14.61381,14.37855
2711,17556023237159588259,40.055,4.91481,SN,TNS,0,0.0902214010221655,0.0,19.6,24.77755,24.45841,23.89873,24.26045,21.47561
2714,567775536989606565,190.27158,50.38228,SN,TNS,0,0.0935722651276917,0.0,16.7,22.320999999999998,22.23302,22.72777,24.3618,22.82691
2717,83925790484443372590,334.87,29.38458,SN,TNS,1,0.0407988345694554,0.36291999999999996,17.0,20.90577,20.808020000000003,19.60363,19.52887,20.15204
2718,19583722183322066360,39.495,-1.0278100000000001,SN,TNS,1,0.0289946273451864,0.139653,19.4,20.6763,18.924870000000002,17.8411,17.23029,16.807679999999998
2724,86589257513368182127,6.84342,24.18308,SN,TNS,1,0.0683894585060845,0.027852999999999996,17.7,17.54441,16.55861,16.22429,16.034489999999998,15.897929999999999
2725,36865245911415545937,24.40537,0.04161,SN,TNS,1,0.0524099822314643,0.005507,18.8,21.1842,20.792279999999998,20.70873,20.91135,21.05582
2729,61627622528102705275,150.01217,-0.39186,SN,TNS,1,0.0116773310587597,0.729938,23.6,22.90361,23.16643,22.53161,21.88822,21.61908
2731,98724739558360882831,354.49832999999995,0.6421100000000001,SN,TNS,1,0.00487620587292218,0.5288510000000001,21.6,24.43531,23.65519,23.09866,22.018320000000003,22.34654
2733,30967723897652868121,17.02571,0.039060000000000004,SN,TNS,1,0.0011889066108052401,0.5416569999999999,22.5,22.46303,24.737370000000002,21.77417,21.76569,20.76389
2734,27119332560844473576,346.23658,19.55133,SN,TNS,0,0.0761427140307075,0.0,18.7,21.78343,22.05852,21.67481,23.75648,21.16581
2736,37410219065204716650,40.00858,-1.62081,SN,TNS,0,0.0298545081826495,0.0,21.7,25.6511,24.61598,22.890060000000002,21.506420000000002,21.26829
2739,89288259897765064320,212.79792,-12.04358,SN,TNS,1,0.0174779166735184,0.388913,21.2,26.78462,22.299970000000002,20.815739999999998,20.18384,20.3746
2751,67127386247982615414,32.77879,-4.37739,SN,TNS,1,0.0416778948069503,0.374133,23.7,22.83314,22.331960000000002,21.20135,20.87687,20.31606
2753,52018259082408347720,233.12192000000002,1.62428,SN,TNS,0,0.019712493142729,0.0,18.5,20.126360000000002,19.71765,19.5675,19.23936,19.315939999999998
2758,8510213675716160960,325.59857999999997,12.49747,SN,TNS,0,0.0726240828485549,0.0,18.6,22.30077,23.578139999999998,23.48004,24.3618,22.8269
2761,39131457149614457314,224.99567000000002,1.8904400000000001,SN,TNS,0,0.0966310327830387,0.0,17.1,24.63466,22.09722,20.97514,20.70216,20.14348
2767,14859534868261028662,32.47508,-5.47161,SN,TNS,1,0.00725646609594388,0.567752,23.3,23.81289,22.89969,22.14984,21.63867,20.898410000000002
2768,30232493386965712360,37.57342,1.0656700000000001,SN,TNS,1,0.0424244232098025,0.667425,25.1,23.96327,23.46814,22.28169,21.32,20.85793
2770,59024682817125459142,191.38083,54.73806,SN,TNS,1,0.0754507313288467,0.024321000000000002,14.8,16.50017,14.72458,13.73746,13.215629999999999,12.75493
2772,90191508415354058757,213.991566233308,52.052917675344105,SN,OldPS,0,0.0282482370345231,0.0,20.3978,23.291629999999998,22.36937,22.75868,22.405829999999998,22.13118
2782,52076785507060364032,26.85871,-0.03533,SN,TNS,1,0.0512244006340494,0.452808,23.3,21.35888,21.13121,20.07904,19.91134,20.07849
2788,61681702655518304769,201.97312,28.50811,SN,TNS,1,0.0636635694744701,0.028579000000000004,16.9,16.329620000000002,14.443589999999999,13.61539,13.21151,12.90784
2789,41352695137288137210,333.966936273419,-0.825243709842659,SN,OldPS,1,0.0176460237454603,0.16236199999999998,22.6552,22.027739999999998,19.99427,18.81889,18.19121,17.70561
2802,28651403619624635334,23.49771,0.07092000000000001,SN,TNS,1,0.0115563509317789,0.28431100000000004,22.2,22.629260000000002,20.47556,18.96301,18.3652,17.90204
2803,9677440419040006148,353.17633,0.09117,SN,TNS,1,0.0278996286036192,0.328977,21.4,23.317520000000002,22.717779999999998,21.83964,21.84076,20.75018
2811,63858546998803380095,326.07242,-0.24208000000000002,SN,TNS,1,0.0134663284319039,0.110698,19.1,21.313570000000002,20.02544,19.53193,19.19765,19.06873
2812,74223956212211290559,171.50758000000002,1.9841099999999998,SN,TNS,1,0.055560594221091,0.136743,16.5,21.09724,20.520020000000002,20.37247,20.37024,20.72839
2814,79241981594696915867,311.41387000000003,-4.951309999999999,SN,TNS,1,0.0845104102399068,0.22916199999999998,17.4,22.89695,21.693070000000002,21.677670000000003,21.4551,21.67354
2822,97578612498792736020,244.12658,35.70839,SN,TNS,1,0.0704900753658607,0.027510000000000003,16.0,16.51897,15.05892,14.47047,14.152829999999998,13.91976
2823,34387672857582490817,130.291515653562,44.4353207274823,OTHER,OldPS,1,0.016001706941036004,0.160281,23.7006,20.54484,19.23252,18.46947,18.06081,17.8146
2833,84114588401408429528,347.0195,28.56836,SN,TNS,0,0.0101483567057769,0.0,18.2,22.74439,22.16234,22.38926,22.14576,21.49181
2835,82200368501891214323,321.47612000000004,0.41489,SN,TNS,0,0.06840299411385099,0.0,20.1,21.59286,20.899820000000002,20.737270000000002,20.76325,21.111720000000002
2837,84259051462983478301,130.23066708265802,44.9446982447938,SN,OldPS,1,0.0101106359919174,0.176946,23.4472,21.235429999999997,20.44762,19.9781,19.68199,19.43037
2847,82007987188913317544,159.60583,47.709109999999995,SN,TNS,1,0.0805475471035163,0.012736,17.1,17.33504,16.55762,16.31091,16.24128,16.157
2850,12489921570149076655,244.00679636944903,54.97538559818243,SN,OldPS,1,0.0307729250764378,0.131725,22.5373,20.50049,19.28081,18.59478,18.16984,17.92521
2852,24050834626658426128,198.45717,6.9588600000000005,SN,TNS,1,0.00935801533420642,-9999.0,18.9,28.56946,29.964879999999997,19.06747,18.13055,27.24786
2856,32937950521172328850,185.33770702303502,46.97080102854879,SN,OldPS,1,0.0494109828134079,0.615694,22.0131,23.062089999999998,22.75542,21.510270000000002,21.42833,21.70739
2862,20308911638140083564,36.067595654761,-3.91602552131751,SN,OldPS,1,0.0518834796693512,0.24473899999999998,23.1153,21.65636,20.62576,19.85053,19.45497,19.14087
2863,38457404344408681669,24.72167,0.9848100000000001,SN,TNS,1,0.0499944250124539,0.13228099999999998,20.5,21.15431,19.13481,18.2374,17.666929999999997,17.319029999999998
2870,32204429838415338583,195.66291999999999,50.444309999999994,SN,TNS,1,0.0249334636158163,0.28205399999999997,16.5,22.025879999999997,21.05684,21.16994,21.114829999999998,21.32301
2876,51332204423968670941,29.978579999999997,23.63964,SN,TNS,0,0.0809499916818604,0.0,18.0,23.53272,22.50372,21.87339,21.8998,21.067439999999998
2884,64549626052612187214,244.6629701749289,55.68420026140078,SN,OldPS,1,0.0225882881292498,0.266894,21.6427,25.08522,20.058870000000002,18.63128,18.09945,17.785870000000003
2890,37716733865687721080,186.544521504452,47.8670165549661,SN,OldPS,1,0.0296725166447867,0.42184499999999997,22.6751,23.52732,22.104979999999998,21.26301,20.81408,21.880760000000002
2893,47450213213757150031,1.70442,8.630139999999999,SN,TNS,1,0.0339471704738444,-9999.0,16.8,24.30197,23.55544,24.80203,24.361810000000002,22.82691
2898,45117723071439390593,221.03667000000002,58.892109999999995,AGN,TNS,0,0.009019282019491641,0.0,,19.49781,19.16377,19.0597,19.20575,18.99788
2899,88431091047385672267,119.16779,44.87203,SN,TNS,0,0.0289948787996362,0.0,18.0,22.3322,22.56681,24.77501,24.3618,22.82689
2901,18232152168039939536,178.41562,47.86289,SN,TNS,0,0.0336864028051017,0.0,14.3,20.58428,20.60884,21.71,24.3618,22.82691
2904,20696542200175104657,164.34075,-3.42306,SN,TNS,1,0.0480675965613967,-9999.0,22.7,22.01533,22.74902,21.57209,21.50958,22.45185
2908,65256931237465868872,353.26517,5.53986,AGN,TNS,0,0.0226703727990121,0.0,,19.57315,19.11212,19.16734,18.86798,18.88358
2909,50237711095337301550,0.77717,-1.9116099999999998,SN,TNS,0,0.0607906821761313,0.0,17.8,21.52778,20.50374,20.1683,20.04133,19.86557
2911,80273454978759495514,351.368911068264,-0.615214104648989,OTHER,OldPS,1,0.00469491307731825,0.157727,21.4551,22.01355,20.678539999999998,20.13951,19.9665,19.6676
2912,44533982217990548338,164.33962,-3.2471900000000002,SN,TNS,1,0.09872686828541499,0.453114,22.9,22.60022,21.934420000000003,21.16508,20.73464,20.29273
2921,15215135743526523224,218.68282999999997,54.74069,AGN,TNS,0,0.00226475490744728,0.0,,20.2307,19.96915,19.80197,19.69063,19.59787
2923,96153432977646218712,179.62325,27.529190000000003,SN,TNS,1,0.0776919281906763,0.05241900000000001,16.9,21.19063,20.60625,20.579079999999998,20.86713,21.2809
2926,7907481110197144813,198.31425,46.33356,AGN,TNS,0,0.00836479051971757,0.0,,20.21814,20.01255,19.93915,19.86846,19.78505
2927,19902248266757828767,171.16717,38.7675,SN,TNS,1,0.010607502834480998,-9999.0,16.3,17.93524,17.68587,17.692339999999998,24.37368,22.86496
2939,24025961605413429555,130.627935039615,42.9542624560315,SN,OldPS,1,0.0101304055267198,0.377132,22.9159,24.14164,22.780279999999998,22.03054,21.71986,20.882929999999998
2947,39479867910906307300,165.92492,28.903809999999996,SN,TNS,0,0.0102123645744547,0.0,16.5,22.07141,23.00891,23.3201,24.3618,22.86514
2965,37205457539738802358,36.35558354800567,-3.5962238484841342,SN,OldPS,1,0.0245261725679183,0.35738600000000004,21.4414,21.92875,20.965329999999998,19.87707,19.39264,18.98791
2966,45574707170528728150,239.35246,41.90056,SN,TNS,0,0.0894234350991086,0.0,19.2,22.17499,21.774720000000002,21.580170000000003,21.54938,21.47374
2968,73155808394845688434,344.01492,13.625279999999998,SN,TNS,1,0.00144475201019691,0.344412,18.7,23.45849,23.90924,22.65624,23.4568,21.2661
2969,11784685626493616186,212.23578999999998,-0.09742,SN,TNS,1,0.0390928397789116,0.371963,21.9,22.83309,21.87741,20.67683,20.22847,19.96951
2972,85324499041194484614,232.75737,50.29661,AGN,TNS,0,0.009829390497089129,0.0,,19.264429999999997,19.18261,18.9232,18.9166,18.93631
2973,19970188413397495294,334.8002448102481,1.160195243345569,SN,OldPS,1,0.07743899772534402,0.235158,21.6392,20.68696,19.482110000000002,18.37548,17.8381,17.40914
2974,24571959002171369175,38.54317,-0.88839,SN,TNS,1,0.0653606646390355,0.165376,18.3,20.85357,20.03165,19.538729999999997,19.24329,19.1219
2975,80648739804048771850,151.320208387607,1.67763918918142,SN,OldPS,1,0.0101149610499092,0.5830930000000001,21.5736,25.987920000000003,22.33651,22.28275,21.91169,20.82143
2977,37708321664230247497,231.31229,50.577420000000004,AGN,TNS,0,0.0221251043522518,0.0,,21.0351,20.35037,20.29045,19.95523,19.96549
2982,50728210037315333787,148.560495673925,1.6814259033041299,SN,OldPS,1,0.0392582533920837,0.134698,21.6465,19.74587,18.49674,17.76209,17.3051,17.051579999999998
2984,68215604329225766873,230.77629,29.658859999999997,SN,TNS,1,0.0572495165438958,0.547665,24.3,23.699289999999998,24.31155,21.9568,20.93206,20.42551
2985,99443017536161816065,223.05292000000003,27.90617,SN,TNS,1,0.0240991835572792,0.141799,19.3,22.206570000000003,20.40905,19.601670000000002,19.199279999999998,18.85502
2989,33009203224136431098,187.92521000000002,3.9466099999999997,SN,TNS,1,0.0523694774187237,0.23140500000000003,11.6,22.29906,21.73503,20.38876,20.5337,20.42974
3000,6457097645716372518,242.367957121338,53.673295565832206,AGN,OldPS,1,0.00540680525771988,0.46513699999999997,22.2816,22.8517,21.93861,21.07295,20.5936,20.42458
3003,87918857053871873363,24.98517,-0.75033,SN,TNS,1,0.0202874882357842,0.559582,21.4,22.90171,22.71341,21.996979999999997,21.58795,21.495720000000002
3011,95669437027617986766,17.88137,-0.9605799999999999,SN,TNS,1,0.014751852777493,0.454779,22.8,24.80752,23.78944,22.49086,21.813370000000003,21.8806
3013,33104798911507151296,148.915209398328,2.71420264073492,AGN,OldPS,0,0.0276996285400942,0.0,23.1168,19.75986,19.172729999999998,18.98461,19.04424,19.08261
3020,66115986894918707386,15.050580236162189,6.177001466547247,AGN,OldPS,0,0.00144171937808903,0.0,19.1869,21.54205,21.395979999999998,20.79458,20.66013,20.64242
3027,46202286711835754743,16.595891500235215,-0.2490097712448143,OTHER,OldPS,0,0.0020466019427960802,0.0,18.6036,18.57222,18.14339,18.37987,18.52179,18.57766
3031,15912413859977333424,163.320282193908,57.59707964102451,AGN,OldPS,0,0.0257575574714335,0.0,20.9639,19.79709,19.6236,19.08472,18.959,18.96208
3038,80674373725194836873,149.717385150067,2.8661121517276205,AGN,OldPS,0,0.0276682616371123,0.0,22.2063,19.59015,19.515520000000002,19.28894,19.13484,19.038529999999998
3039,42595833543700369350,359.86242000000004,-0.93794,SN,TNS,1,0.0127523760804422,0.32116300000000003,21.6,21.37821,20.61908,19.66274,19.20726,18.95656
3041,68832219794713553359,25.199184537842346,0.8088671308541978,AGN,OldPS,0,0.0015580170529106599,0.0,19.3581,20.14646,20.01909,19.78867,19.66837,19.660529999999998
3046,95585510494784851691,150.276613172845,3.05290007879475,AGN,OldPS,0,0.00947200495970959,0.0,20.1185,19.715889999999998,19.17005,19.25421,19.052889999999998,19.042170000000002
3049,68207968040110127309,27.600680854540467,-0.9451132032897792,AGN,OldPS,0,0.0037944578451261897,0.0,20.2715,22.676070000000003,21.63554,21.39795,21.290329999999997,20.85096
3050,78651400839153051029,176.52575,47.482079999999996,SN,TNS,0,0.0447318486097909,0.0,15.2,21.9109,21.22851,21.67769,24.3618,22.8269
3052,87496069169034203871,219.45867,30.483940000000004,SN,TNS,1,0.0927571029693663,0.042949,17.2,16.72259,15.688620000000002,15.18397,14.870429999999999,14.65405
3054,46184447611750432684,131.580108370067,44.073011027339405,SN,OldPS,1,0.04746046654577701,0.18868800000000002,,20.3364,19.456889999999998,18.7337,18.28721,18.02107
3068,38941293708130446656,37.14186673201203,24.164672368392118,SN,OldPS,1,0.00837945443314194,0.069073,17.7423,20.83643,19.782989999999998,19.41489,19.24458,19.32418
3069,2617135175502261301,184.700284415735,45.867784908250705,AGN,OldPS,0,0.0267590809625362,0.0,23.5012,19.34019,19.08899,19.00154,18.8325,18.95925
3075,62922054848147149461,336.94137,6.92908,SN,TNS,1,0.0931205366289118,0.116499,20.0,21.57293,19.085620000000002,18.261870000000002,17.7234,17.66253
3076,97353252468251108256,186.47977021311797,47.6014217973728,SN,OldPS,1,0.0572933115249746,0.061622,23.3763,18.501520000000003,17.35085,16.98519,16.69154,16.55248
3078,26316467393567565609,37.8590615691456,-6.2645876704121735,AGN,OldPS,0,0.004931833887441089,0.0,19.4275,20.503529999999998,19.966079999999998,20.17387,20.00921,20.03262
3082,60766441930955089631,39.141202472328025,72.52035969880875,OTHER,OldPS,0,0.00405458263743451,0.0,17.6148,25.63735,25.2792,23.569229999999997,21.96879,20.142310000000002
3083,65188317143930361247,28.475920000000002,0.2585,SN,TNS,1,0.0310744011105179,0.454111,22.4,22.9185,22.752779999999998,21.423779999999997,21.23611,20.82805
3085,399472055438052845,130.609173089982,45.58235012794471,OTHER,OldPS,1,0.0063746777831364,0.41881,24.1322,23.860229999999998,22.58124,21.77405,21.86352,21.60142
3086,38390731987116691585,195.17417,2.49606,SN,TNS,1,0.0739558050097729,-9999.0,17.5,24.63468,25.1144,24.80205,17.60756,22.82692
3088,15520925034616069341,45.80442755920704,0.9055860843272902,OTHER,OldPS,0,0.00223251957827801,0.0,12.6458,22.97794,20.043770000000002,17.97096,15.13896,13.7071
3089,5165311767292497583,48.19913,0.75331,SN,TNS,1,0.0759868662091069,0.361119,22.5,25.140439999999998,22.14348,21.11579,20.58158,20.38092
3091,91581935209631899782,120.90425,6.17053,SN,TNS,1,0.0640933462135925,0.409445,22.8,22.16393,21.71565,21.04551,20.81042,21.18811
3092,33392476835019503784,174.433,22.00956,SN,TNS,1,0.0712229340326614,0.027582,16.5,16.376920000000002,14.469339999999999,13.68036,13.25646,12.96383
3093,22849131323697477861,149.74904857431298,3.15758649851612,SN,OldPS,1,0.0323752553754168,0.223635,22.7552,20.87011,20.00062,19.25955,18.947789999999998,18.843239999999998
3094,17014323528258181434,48.17028739500625,18.611442979435026,AGN,OldPS,1,0.00450628610413984,0.662047,19.7695,22.150170000000003,21.47938,21.31281,20.968220000000002,20.44316
3103,3750607211485276893,69.85049305040775,-5.534769934705949,OTHER,OldPS,0,0.00395221673491963,0.0,22.3123,21.757479999999997,21.45157,21.23477,21.084239999999998,20.47609
3109,16973728603323373505,242.55333,39.78683,SN,TNS,1,0.0477135071463324,0.354821,22.0,24.55197,23.61681,21.57977,21.04535,21.17294
3110,64558916468698251031,253.24221,2.39736,SN,TNS,1,0.0222380263505077,-9999.0,17.4,20.67035,19.008670000000002,24.80208,24.36185,17.88596
3113,78331150206142280352,110.11754407200144,66.52274958544129,OTHER,OldPS,0,0.00161620357590908,0.0,15.562000000000001,16.66304,17.16047,16.27508,16.521420000000003,15.0731
3115,50842532090201624096,184.37458701608102,47.5485083996254,SN,OldPS,1,0.0229713905854362,0.160484,21.2099,21.33125,20.226770000000002,19.642689999999998,19.38469,19.35041
3118,99840918488876221412,215.59471000000002,-0.39008000000000004,SN,TNS,0,0.0021888325197099,0.0,15.7,21.430670000000003,21.05406,20.858060000000002,20.70867,22.8269
3121,64278005930079108571,113.44279307001949,26.323990151515808,OTHER,OldPS,0,0.00169394078262288,0.0,18.195,20.8422,20.55271,19.91486,18.9612,18.29342
