"ID","Name","RA","DEC","Type","Redshift","Host Name","Host Redshift","Discovering Group/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag","Discovery Mag Filter","Discovery Date (UT)","Sender","Ext. catalog/s"
"14114","AT 2016fap","03:19:19.50","+14:33:32.80","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bap","Gaia - Gaia-photometric","","1","1","","18.74","G-Gaia","2016-08-11 20:34:04","Gaia_Bot1",""
"14113","AT 2016fao","19:50:54.50","+23:33:18.50","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bao","Gaia - Gaia-photometric","","1","1","","19.52","G-Gaia","2016-08-10 02:41:16","Gaia_Bot1",""
"14112","AT 2016fan","23:16:07.11","+37:23:49.04","","","","","Pan-STARRS1","","Pan-STARRS1","PS16eik","PS1 - GPC1","","1","1","","19.71","r-Sloan","2016-09-12 08:58:33","PS1_Bot1",""
"14111","AT 2016fam","19:05:58.90","+20:31:05.60","","","","","GaiaAlerts","","GaiaAlerts","Gaia16ban","Gaia - Gaia-photometric","","1","1","","17.38","G-Gaia","2016-08-12 06:46:04","Gaia_Bot1",""
"14110","AT 2016fal","07:27:24.20","-24:46:04.00","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bal","Gaia - Gaia-photometric","","1","1","","18.58","G-Gaia","2016-08-13 09:41:45","Gaia_Bot1",""
"14109","SN 2016fak","00:05:11.20","+27:37:28.70","SN II","0.03","","","GaiaAlerts, iPTF","iPTF","GaiaAlerts; iPTF","Gaia16bak","Gaia - Gaia-photometric, P48 - CFH12k","P60 - SED-Machine","1","1","","18.51","G-Gaia","2016-08-13 07:53:45","Gaia_Bot1",""
"14108","AT 2016faj","23:56:53.26","+14:57:32.17","","","","","Pan-STARRS1","","Pan-STARRS1","PS16dts","PS1 - GPC1","","1","1","","20.79","r-Sloan","2016-08-13 10:49:26","PS1_Bot1",""
"14107","AT 2016fai","22:02:00.16","+00:54:35.89","","","","","Pan-STARRS1","","Pan-STARRS1","PS16dtq","PS1 - GPC1","","1","1","","20.05","r-Sloan","2016-08-13 09:50:24","PS1_Bot1",""
"14106","AT 2016fah","23:36:14.66","+09:13:38.31","","","","","Pan-STARRS1","","Pan-STARRS1","PS16dtr","PS1 - GPC1","","1","1","","19.09","r-Sloan","2016-08-13 10:43:40","PS1_Bot1",""
"14105","AT 2016fag","01:27:11.96","+10:36:59.22","","","","","Pan-STARRS1","","Pan-STARRS1","PS16dte","PS1 - GPC1","","1","1","","21.53","w-PS1","2016-08-10 12:24:28","PS1_Bot1",""
"14104","AT 2016faf","01:55:05.09","+10:47:00.55","","","","","Pan-STARRS1","","Pan-STARRS1","PS16dtf","PS1 - GPC1","","1","1","","20.33","w-PS1","2016-08-10 12:27:21","PS1_Bot1",""
"14103","AT 2016fae","00:59:01.83","+15:13:38.72","","","","","Pan-STARRS1","","Pan-STARRS1","PS16dtc","PS1 - GPC1","","1","1","","20.6","w-PS1","2016-08-10 12:14:24","PS1_Bot1",""
