"ID","Name","RA","DEC","Type","Redshift","Host Name","Host Redshift","Discovering Group/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag","Discovery Mag Filter","Discovery Date (UT)","Sender","Ext. catalog/s"
"15641","AT 2016hgk","18:11:21.10","-31:47:36.89","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bnv","Gaia - Gaia-photometric","","1","1","","17.44","G-Gaia","2016-10-16 04:20:38","Gaia_Bot1",""
"15640","AT 2016hgj","18:19:29.22","-31:30:40.57","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bnu","Gaia - Gaia-photometric","","1","1","","18.67","G-Gaia","2016-10-15 22:22:04","Gaia_Bot1",""
"15639","AT 2016hgi","06:35:41.55","+27:44:47.54","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bnt","Gaia - Gaia-photometric","","1","1","","18.38","G-Gaia","2016-10-15 19:32:09","Gaia_Bot1",""
"15638","AT 2016hgh","06:44:53.71","+23:54:44.68","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bns","Gaia - Gaia-photometric","","1","1","","18.73","G-Gaia","2016-10-16 01:36:28","Gaia_Bot1",""
"15637","AT 2016hgg","08:15:40.30","-04:21:52.09","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bnr","Gaia - Gaia-photometric","","1","1","","18.06","G-Gaia","2016-09-25 20:05:16","Gaia_Bot1",""
"15636","SN 2016hgf","04:51:45.97","+44:36:03.06","SN IIn","0.017179","","","GaiaAlerts","PTSS","GaiaAlerts","Gaia16bnq","Gaia - Gaia-photometric","BAO-2.16m - Cassegrain","1","1","","17.84","G-Gaia","2016-10-16 08:55:40","Gaia_Bot1",""
"15635","AT 2016hge","03:03:32.57","+00:14:22.10","","","","","Pan-STARRS1","","Pan-STARRS1","PS16eph","PS1 - GPC1","","1","1","","20.25","w-PS1","2016-10-09 11:54:14","PS1_Bot1",""
"15634","SN 2016hgd","09:59:07.46","+50:59:05.62","SN Ia","0.026","","","ATLAS, GaiaAlerts","ASAS-SN","ATLAS; GaiaAlerts","ATLAS16dmf","ATLAS1 - ACAM1, Gaia - Gaia-photometric","MDM-2.4 - OSMOS","1","1","","17.74","orange-ATLAS","2016-10-13 15:04:19","ATLAS_Bot1",""
"15633","AT 2016hgc","07:10:14.93","+19:56:24.86","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bnp","Gaia - Gaia-photometric","","1","1","","19.09","G-Gaia","2016-09-17 21:37:26","Gaia_Bot1",""
"15632","AT 2016hgb","00:43:36.61","+41:56:32.15","Nova","0","","","ATLAS","iPTF","ATLAS","ATLAS16dlz","ATLAS1 - ACAM1","P60 - SED-Machine","1","1","","17.67","orange-ATLAS","2016-10-16 12:30:14","ATLAS_Bot1",""
"15631","AT 2016hga","18:30:42.21","-37:04:16.93","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bnn","Gaia - Gaia-photometric","","1","1","","16.93","G-Gaia","2016-10-14 10:19:12","Gaia_Bot1",""
"15629","AT 2016hfy","03:58:36.17","+34:28:38.82","","","","","Pan-STARRS1","","Pan-STARRS1","PS16epc","PS1 - GPC1","","1","1","","20.22","i-Sloan","2016-10-14 12:12:57","PS1_Bot1",""
"15628","AT 2016hfx","05:07:27.79","-13:24:14.94","","","","","Pan-STARRS1","","Pan-STARRS1","PS16epd","PS1 - GPC1","","1","1","","18.79","i-Sloan","2016-10-15 13:23:31","PS1_Bot1",""
"15627","SN 2016hfw","04:40:06.52","+06:20:43.24","SN II","0.035","","","Pan-STARRS1","PESSTO","Pan-STARRS1","PS16epa","PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","19.73","i-Sloan","2016-10-13 12:59:02","PS1_Bot1",""
"15626","AT 2016hfv","18:20:57.87","+49:00:18.00","","","","","Pan-STARRS1","","Pan-STARRS1","PS16epb","PS1 - GPC1","","1","1","","18.75","i-Sloan","2016-10-14 05:25:26","PS1_Bot1",""
"15625","AT 2016hfu","19:35:38.68","+79:42:58.96","","","","","Pan-STARRS1","","Pan-STARRS1","PS16eoy","PS1 - GPC1","","1","1","","19.55","i-Sloan","2016-10-12 05:32:38","PS1_Bot1",""
"15624","AT 2016hft","03:17:31.74","+07:49:33.42","","","","","Pan-STARRS1","","Pan-STARRS1","PS16eow","PS1 - GPC1","","1","1","","20.59","w-PS1","2016-10-12 13:47:59","PS1_Bot1",""
"15623","AT 2016hfs","19:32:30.76","+62:15:54.75","","","","","Pan-STARRS1","","Pan-STARRS1","PS16eox","PS1 - GPC1","","1","1","","19.98","i-Sloan","2016-10-12 05:19:40","PS1_Bot1",""
"15622","AT 2016hfr","03:16:22.17","-00:21:49.23","","","","","Pan-STARRS1","","Pan-STARRS1","PS16eou","PS1 - GPC1","","1","1","","20.53","w-PS1","2016-10-09 12:00:00","PS1_Bot1",""
"15621","AT 2016hfq","20:58:01.74","+08:29:54.35","","","","","Pan-STARRS1","","Pan-STARRS1","PS16epf","PS1 - GPC1","","1","1","","18.49","i-Sloan","2016-10-15 05:48:28","PS1_Bot1",""
