"ID","Name","RA","DEC","Type","Redshift","Host Name","Host Redshift","Discovering Group/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag","Discovery Mag Filter","Discovery Date (UT)","Sender","Ext. catalog/s"
"584"," 1983C","00:00:00.00","+00:00:00.00","","","Anon.           ","","","","","","","","0","1","","19","","1983-01-12 00:00:00","",""
"583"," 1983B","00:00:00.00","+00:00:00.00","","","Anon.           ","","","","","","","","0","1","","17","","1983-02-04 00:00:00","",""
"580"," 1983A","12:52:37.69","-39:01:58.01","","","ESO 323-G25     ","","","","","","","","0","1","","17.5","","1983-01-13 00:00:00","",""
"554"," 1982aa","16:05:12.79","+20:32:38.29","","","NGC 6052        ","","","","","","","","0","1","","0","","0000-00-00 00:00:00","",""
"579"," 1982Z","07:35:38.07","-47:16:47.50","","","Anon.           ","","","","","","","","0","1","","19","","1982-02-12 00:00:00","",""
"578"," 1982Y","00:00:00.00","+00:00:00.00","","","UGC 5449        ","","","","","","","","0","1","","17","","0000-00-00 00:00:00","",""
"577"," 1982X","00:00:00.00","+00:00:00.00","","","UGC 4778        ","","","","","","","","0","1","","16.5","","0000-00-00 00:00:00","",""
"576","SN 1982W","14:07:09.05","+55:01:07.79","SN I","","NGC 5485        ","","","","","","","","0","1","","15","","1982-12-14 00:00:00","",""
"575"," 1982V","02:40:18.89","+32:15:59.51","","","UGC 2156        ","","","","","","","","0","1","","15.2","","1982-11-22 00:00:00","",""
"574"," 1982U","00:00:00.00","+00:00:00.00","","","ESO 308-G16     ","","","","","","","","0","1","","16","","1982-11-11 00:00:00","",""
"573"," 1982T","00:00:00.00","+00:00:00.00","","","Anon.           ","","","","","","","","0","1","","17","","1982-10-19 00:00:00","",""
"572"," 1982S","00:00:00.00","+00:00:00.00","","","Anon.           ","","","","","","","","0","1","","18.5","","1982-10-19 00:00:00","",""
"571","SN 1982R","03:02:39.51","-22:51:01.40","SN I","","NGC 1187        ","","","","","","","","0","1","","14.4","","1982-10-24 00:00:00","",""
"570"," 1982Q","00:00:00.00","+00:00:00.00","","","Anon.           ","","","","","","","","0","1","","19","","1982-09-17 00:00:00","",""
"569"," 1982P","00:00:00.00","+00:00:00.00","","","Anon.           ","","","","","","","","0","1","","18","","1982-08-18 00:00:00","",""
"568"," 1982O","00:00:00.00","+00:00:00.00","","","NGC 521         ","","","","","","","","0","1","","15","","1982-08-19 00:00:00","",""
"567"," 1982N","00:00:00.00","+00:00:00.00","","","Anon.           ","","","","","","","","0","1","","17","","1982-08-18 00:00:00","",""
"566"," 1982M","00:00:00.00","+00:00:00.00","","","Anon.           ","","","","","","","","0","1","","19.5","","1982-07-21 00:00:00","",""
"565","SN 1982L","00:00:00.00","+00:00:00.00","SN II","","NGC 7713        ","","","","","","","","0","1","","16","","1982-07-21 00:00:00","",""
"564"," 1982K","00:00:00.00","+00:00:00.00","","","Anon.           ","","","","","","","","0","1","","18.5","","0000-00-00 00:00:00","",""
"563"," 1982J","00:00:00.00","+00:00:00.00","","","Anon.           ","","","","","","","","0","1","","16.5","","1982-06-22 00:00:00","",""
"562"," 1982I","00:00:00.00","+00:00:00.00","","","Anon.           ","","","","","","","","0","1","","18.5","","1982-06-21 00:00:00","",""
"561"," 1982H","00:00:00.00","+00:00:00.00","","","Anon.           ","","","","","","","","0","1","","18","","1982-05-30 00:00:00","",""
"560"," 1982G","00:00:00.00","+00:00:00.00","","","Anon.           ","","","","","","","","0","1","","18","","1982-04-16 00:00:00","",""
"559"," 1982F","00:00:00.00","+00:00:00.00","","","NGC 4490        ","","","","","","","","0","1","","16","","1982-03-29 00:00:00","",""
"558"," 1982E","00:00:00.00","+00:00:00.00","","","NGC 1332        ","","","","","","","","0","1","","14","","1982-03-29 00:00:00","",""
"557"," 1982D","00:00:00.00","+00:00:00.00","","","NGC 5679        ","","","","","","","","0","1","","18","","1982-03-23 00:00:00","",""
"556"," 1982C","00:00:00.00","+00:00:00.00","","","NGC 4185        ","","","","","","","","0","1","","17.5","","1982-03-22 00:00:00","",""
"555","SN 1982B","00:00:00.00","+00:00:00.00","SN Ia","","NGC 2268        ","","","","","","","","0","1","","14","","1982-02-12 00:00:00","",""
