"ID","Name","RA","DEC","Type","Redshift","Host Name","Host Redshift","Discovering Group/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag","Discovery Mag Filter","Discovery Date (UT)","Sender","Ext. catalog/s"
"3534","SN 2006ce","02:22:54.63","-21:14:29.40","SN Ia","","NGC 908         ","","","","","","","","0","1","","12.4","","2006-05-10 00:00:00","",""
"3533","SN 2006cd","16:05:22.06","+17:45:05.51","SN IIP","","IC 1179         ","","","","","","","","0","1","","18.3","","2006-05-08 00:00:00","",""
"3532","SN 2006cc","16:09:56.47","+43:07:35.90","SN Ia","","UGC 10244       ","","","","","","","","0","1","","18.3","","2006-05-06 00:00:00","",""
"3531","SN 2006cb","14:16:31.80","+39:35:15.90","SN Ib","","NGC 5541        ","","","","","","","","0","1","","17.5","","2006-05-05 00:00:00","",""
"3530","SN 2006ca","18:22:54.15","+12:26:03.19","SN II","","UGC 11214       ","","","","","","","","0","1","","16.4","","2006-05-04 00:00:00","",""
"3528","SN 2006bz","13:00:43.38","+27:57:41.80","SN Ia","","Anon.           ","","","","","","","","0","1","","17.5","","2006-05-04 00:00:00","",""
"3527","SN 2006by","13:26:09.12","+35:55:58.01","SN II","","NGC 5149        ","","","","","","","","0","1","","18.2","","2006-05-03 00:00:00","",""
"3526","SN 2006bx","10:05:14.16","+21:28:32.02","SN II","","Anon.           ","","","","","","","","0","1","","18.1","","2006-05-01 00:00:00","",""
"3525","SN 2006bw","14:33:56.73","+03:47:55.79","SN Ia","","Anon.           ","","","","","","","","0","1","","16.6","","2006-04-27 00:00:00","",""
"3524","SN 2006bv","12:41:01.55","+63:31:11.60","SN IIn","","UGC 7848        ","","","","","","","","0","1","","17.8","","2006-04-28 00:00:00","",""
"3523","SN 2006bu","13:52:47.81","+05:18:49.39","SN Ia","","Anon.           ","","","","","","","","0","1","","18.1","","2006-04-27 00:00:00","",""
"3522","SN 2006bt","15:56:30.53","+20:02:45.60","SN Ia","","Anon.           ","","","","","","","","0","1","","17.5","","2006-04-26 00:00:00","",""
"3521","SN 2006bs","10:26:53.61","-03:42:51.01","SN II","","MCG +00-27-14   ","","","","","","","","0","1","","17.7","","2006-04-19 00:00:00","",""
"3520","SN 2006br","13:30:01.80","+13:24:56.81","SN Ia","","NGC 5185        ","","","","","","","","0","1","","17.8","","2006-04-25 00:00:00","",""
"3519","SN 2006bq","18:39:58.88","+39:58:56.78","SN Ia","","NGC 6685        ","","","","","","","","0","1","","15.8","","2006-04-23 00:00:00","",""
"3518","SN 2006bp","11:53:55.74","+52:21:09.40","SN II","","NGC 3953        ","","","","","","","","0","1","","16.7","","2006-04-09 00:00:00","",""
"3517","SN 2006bo","20:30:41.90","+09:11:40.81","SN IIn","","UGC 11578       ","","","","","","","","0","1","","17.6","","2006-04-05 00:00:00","",""
"3516","SN 2006bn","20:00:15.75","-38:34:18.30","SN Ia","","IC 4926         ","","","","","","","","0","1","","18.4","","2006-04-05 00:00:00","",""
"3515","SN 2006bm","11:18:21.41","+28:12:43.49","SN Ia","","Anon.           ","","","","","","","","0","1","","18.1","","2006-04-05 00:00:00","",""
