"ID","Name","RA","DEC","Type","Redshift","Host Name","Host Redshift","Discovering Group/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag","Discovery Mag Filter","Discovery Date (UT)","Sender","Ext. catalog/s"
"6543","SN 2015D","13:12:41.16","+12:36:01.80","SN IIP","","NGC 5020        ","","","","","","","","0","1","","17.5","","2015-01-18 00:00:00","",""
"6542","SN 2015C","13:18:30.47","-14:36:44.60","SN IIP","","IC 4221         ","","","","","","","","0","1","","16.4","","2015-01-07 00:00:00","",""
"6536","SN 2015B","12:54:35.53","-12:34:18.59","SN Ia","","NGC 4782        ","","","","","","","","0","1","","15","","2015-01-05 00:00:00","",""
"6509","SN 2015A","09:41:15.55","+35:53:17.41","SN Ia","","NGC 2955        ","","","","","","","","0","1","","16.6","","2015-01-09 00:00:00","",""
"23958","AT 2014fr","14:32:13.97","-01:52:45.98","","","SDSS J143214.11-015243.4","0.05398","","","","","Other - Other","","1","1","","21.127","r-Sloan","2014-06-21 02:18:08","Cornen",""
"23812","AT 2014fq","14:33:38.08","+00:17:32.67","","","SDSS J143337.84+001732.5","0.12529","","","","","Other - Other","","1","1","","20.94","r-Sloan","2014-06-21 23:23:29","Cornen",""
"23787","AT 2014fp","14:09:04.18","-00:05:23.60","","","SDSS J140904.03-000520.9","","","","","","Other - Other","","1","1","","20.75","i-Sloan","2014-03-12 04:50:56","Cornen",""
"23733","AT 2014fo","14:44:52.40","+00:22:00.48","","","2MASX J14445214+0021568","0.037","","","","","Other - Other","","1","1","","19.92","r-Sloan","2014-05-07 05:42:55","Cornen",""
"23732","AT 2014fn","14:40:02.69","-01:31:41.16","","","2dFGRS N281Z200","0.080166","","","","","Other - Other","","1","1","","19.78","r-Sloan","2014-03-26 07:32:28","Cornen",""
"23468","SN 2014fm","02:45:41.38","-08:12:30.10","SN Ia","0.03","NGC1082","","ISSP","Padova-Asiago","ISSP","","Other - Other","Ekar - AFOSC","1","1","","18.14","Clear-","2014-10-24 23:18:15","Leonini",""
"21349","SN 2014ey","15:04:29.97","+02:19:51.25","SN Iax[02cx-like]","0.03197","DSS J150429.75+021949.3","0.03197","iPTF","iPTF","iPTF","iPTF14ans","P48 - CFH12k","P200 - DBSP","1","1","","20.35","R-PTF","2014-04-24 05:40:05","Yaron",""
"17254","AT 2014ev","08:35:16.68","+48:19:01.10","","","","","TNTS","","TNTS","","BAO-0.6m - BATC","","1","1","","18.4","Clear-","2014-12-25 17:02:24","Li",""
"17253","AT 2014eu","07:28:55.97","+56:11:46.20","","","MCG +9-13-2","","TNTS","","TNTS","","BAO-0.6m - BATC","","1","1","","15.1","Clear-","2014-11-17 21:07:12","Li",""
"17051","AT 2014et","15:13:14.42","+04:17:09.60","","","IC 1105","","","","","AFJ_001","CTIO-4m - RC-Spec-4m","","1","1","","19.5","Other-","2014-08-13 00:23:20","Jonkeren",""
"16559","SN 2014es","09:20:46.91","-08:03:34.00","SN IIn","0.0196","MCG -1-24-12 ","0.019644","","TNTS","TNTS","","Other - Other","BAO-2.16m - Phot-spec","1","1","","16","Clear-","2014-11-20 10:48:00","Wang",""
"15893","AT 2014er","06:40:50.59","+09:15:45.30","","","NGC 2264","","","","","","Other - Other","","1","1","2016-11-02","11.8","L-","2014-10-28 00:49:19","Ambroziak",""
"12138","SN 2014ek","23:56:06.55","+29:22:42.30","SN Iax[02cx-like]","0.023","UGC 12850","0.023","TNTS","TNTS","TNTS","","BAO-0.6m - BATC","Lijiang-2.4m - YFOSC","1","1","","18.5","Clear-","2014-10-18 13:12:00","Wang",""
"10948","AT 2014ej","23:16:09.79","-42:34:57.50","","","NGC 7552","","BOSS","","BOSS","","Other - Other","","1","1","","17.3","Clear-","2014-09-24 11:02:24","Marples",""
"6487","SN 2014ei","05:03:16.39","-02:56:11.00","SN Ib","","MCG -01-13-50   ","","","","","","","","0","1","","17.8","","2014-11-05 00:00:00","",""
"6486","SN 2014eh","20:25:03.86","-24:49:13.30","SN Ic","","NGC 6907        ","","","","","","","","0","1","","16","","2014-11-03 00:00:00","",""
"6485","SN 2014eg","02:45:09.27","-55:44:16.91","SN Ia","","ESO 154-G10     ","","","","","","","","0","1","","17.3","","2014-11-16 00:00:00","",""
"6484","SN 2014ef","00:56:39.65","-09:54:02.81","SN Ib/c","","NGC 309         ","","","","","","","","0","1","","17.9","","2014-12-13 00:00:00","",""
"6483","SN 2014ee","07:59:11.78","+32:54:39.89","SN IIn","","UGC 4132        ","","","","","","","","0","1","","17.3","","2014-11-12 00:00:00","",""
"6482","SN 2014ed","09:29:13.75","+22:34:36.41","SN Ia","","Anon.           ","","","","","","","","0","1","","19.5","","2014-11-21 00:00:00","",""
"6481","SN 2014ec","11:02:35.20","+50:35:09.38","SN II","","UGC 6109        ","","","","","","","","0","1","","17.2","","2014-11-20 00:00:00","",""
"6480","SN 2014eb","09:52:55.58","+42:50:51.11","SN IIP","","UGC 5295        ","","","","","","","","0","1","","17.3","","2014-12-08 00:00:00","",""
"6479","SN 2014ea","10:48:32.31","+26:35:17.92","SN Ia","","UGC 5912        ","","","","","","","","0","1","","17.4","","2014-12-15 00:00:00","",""
"6477","SN 2014dz","03:28:14.19","+38:01:11.10","SN Ia","0.018","Anon.           ","","","DAO_OTS","","","","Other - Other, Plaskett Telescope - Plaskett","0","1","","17.3","","2014-12-20 00:00:00","",""
"6476","SN 2014dy","02:48:57.86","-00:45:38.48","SN Ia","","Anon.           ","","","","","","","","0","1","","18.8","","2014-12-19 00:00:00","",""
"6475","SN 2014dx","08:29:38.20","-17:17:47.29","SN Ia","","Anon.           ","","","","","","","","0","1","","16.4","","2014-12-25 00:00:00","",""
"6474","SN 2014dw","11:10:48.41","-37:27:02.20","SN II","","NGC 3568        ","","","","","","","","0","1","","15.5","","2014-11-06 00:00:00","",""
"6473","SN 2014dv","07:58:30.10","-14:21:15.01","SN Ia","","NGC 2501        ","","","","","","","","0","1","","16","","2014-11-17 00:00:00","",""
"6472","SN 2014du","02:26:23.31","+27:39:34.81","SN Ia","","Anon.           ","","","","","","","","0","1","","17.4","","2014-10-31 00:00:00","",""
"6471","SN 2014dt","12:21:57.57","+04:28:18.52","SN Ia-pec","","NGC 4303        ","","","","","","","","0","1","","13.6","","2014-10-29 00:00:00","",""
"6470","SN 2014ds","08:11:16.45","+25:10:47.39","SN IIb","","NGC 2536        ","","","","","","","","0","1","","16.3","","2014-10-11 00:00:00","",""
"6469","SN 2014dr","03:22:46.39","+00:09:20.70","SN II","","UGC 2705        ","","","","","","","","0","1","","16.6","","2014-10-14 00:00:00","",""
"6468","SN 2014dq","22:23:16.09","-28:58:31.80","SN II","","ESO 467-G51     ","","","","","","","","0","1","","16.9","","2014-10-19 00:00:00","",""
"6467","SN 2014dp","08:19:37.98","-22:34:14.70","SN Ib","","ESO 562-G3      ","","","","","","","","0","1","","16.8","","2014-09-28 00:00:00","",""
"6466","SN 2014do","08:17:43.39","-30:07:21.11","SN II","","ESO 431-G2      ","","","","","","","","0","1","","16","","2014-09-28 00:00:00","",""
"6465","SN 2014dn","04:17:54.27","-56:36:45.22","SN Ia-pec","","IC 2060         ","","","","","","","","0","1","","17.1","","2014-09-24 00:00:00","",""
"6464","SN 2014dm","04:08:07.13","-08:49:37.20","SN Ia","","NGC 1516A       ","","","","","","","","0","1","","16.5","","2014-09-27 00:00:00","",""
"6463","SN 2014dl","16:29:46.09","+08:38:30.59","SN Ia-pec","","UGC 10414       ","","","","","","","","0","1","","16.5","","2014-09-25 00:00:00","",""
"6462","SN 2014dk","00:28:11.96","+07:09:43.88","SN Ia","","Anon.           ","","","","","","","","0","1","","17","","2014-09-25 00:00:00","",""
"6461","SN 2014dj","00:57:40.18","+43:47:34.19","SN Ic","","NGC 317B        ","","","","","","","","0","1","","17","","2014-09-24 00:00:00","",""
"6460","SN 2014di","01:30:03.40","-42:41:48.70","SN II","","ESO 244-31      ","","","","","","","","0","1","","18.1","","2014-09-21 00:00:00","",""
"6459","SN 2014dh","20:56:32.41","-00:32:47.11","SN Ia","","Anon.           ","","","","","","","","0","1","","18.5","","2014-09-16 00:00:00","",""
"6458","SN 2014dg","03:48:19.78","+70:07:54.52","SN Ia","","UGC 2855        ","","","","","","","","0","1","","15.4","","2014-09-11 00:00:00","",""
"6457","SN 2014df","03:44:23.99","-44:40:08.11","SN Ib","","NGC 1448        ","","","","","","","","0","1","","14","","2014-06-03 00:00:00","",""
"6456","SN 2014de","03:08:31.74","+14:25:30.29","SN Ia","","Anon.           ","","","","","","","","0","1","","17.2","","2014-08-28 00:00:00","",""
"6455","SN 2014dd","03:03:36.27","+46:56:52.01","SN Ia","","UGC 2504        ","","","","","","","","0","1","","17.3","","2014-08-29 00:00:00","",""
"6454","SN 2014dc","03:30:55.11","-47:58:51.10","SN IIP","","IC 1949         ","","","","","","","","0","1","","17","","2014-09-04 00:00:00","",""
"6453","SN 2014db","04:13:38.46","+25:28:46.20","SN IIP","","UGC 2988        ","","","","","","","","0","1","","17.1","","2014-08-27 00:00:00","",""
"6452","SN 2014da","00:29:15.12","+02:51:57.60","SN Ia","","NGC 128         ","","","","","","","","0","1","","16.2","","2014-08-07 00:00:00","",""
"6450","SN 2014cz","00:32:14.54","-41:22:55.88","SN Ia","","ESO 294-G21     ","","","","","","","","0","1","","17.2","","2014-09-02 00:00:00","",""
"6449","SN 2014cy","23:44:16.03","+10:46:12.50","SN II","","NGC 7742        ","","","","","","","","0","1","","16.2","","2014-08-31 00:00:00","",""
"6448","SN 2014cx","00:59:47.83","-07:34:18.59","SN II","","NGC 337         ","","","","","","","","0","1","","15.6","","2014-09-02 00:00:00","",""
"6447","SN 2014cw","22:15:26.55","-10:28:34.61","SN II","","Anon.           ","","","","","","","","0","1","","16.9","","2014-08-29 00:00:00","",""
"6446","SN 2014cv","15:59:03.59","+51:18:18.00","SN IIP","","UGC 10123       ","","","","","","","","0","1","","20","","2014-05-31 00:00:00","",""
"6445","SN 2014cu","21:50:47.15","-73:55:33.38","SN II","","Anon.           ","","","","","","","","0","1","","18.1","","2014-06-22 00:00:00","",""
"6444","SN 2014ct","09:59:25.16","-00:15:19.19","SN Ia","","Anon.           ","","","","","","","","0","1","","18.7","","2014-06-01 00:00:00","",""
"6443","SN 2014cs","21:35:53.36","-62:05:39.80","SN Ia","","Anon.           ","","","","","","","","0","1","","17.1","","2014-06-22 00:00:00","",""
"6442","SN 2014cr","19:37:06.13","-42:17:50.50","SN Ia-pec","","NGC 6806        ","","","","","","","","0","1","","17.8","","2014-06-27 00:00:00","",""
"6441","SN 2014cq","09:23:29.55","-63:40:28.31","SN IIb","","Anon.           ","","","","","","","","0","1","","16.8","","2014-06-20 00:00:00","",""
"6440","SN 2014cp","02:25:30.46","-25:37:37.99","SN Ic","","Anon.           ","","","","","","","","0","1","","15.7","","2014-06-23 00:00:00","",""
"6439","SN 2014co","01:10:36.22","-30:13:37.60","SN II","","NGC 418         ","","","","","","","","0","1","","16.8","","2014-06-21 00:00:00","",""
"6438","SN 2014cn","12:09:11.54","+29:10:20.89","SN IIP","","NGC 4134        ","","","","","","","","0","1","","17.6","","2014-04-24 00:00:00","",""
"6437","SN 2014cm","18:08:30.60","-52:04:11.39","SN II","","Anon.           ","","","","","","","","0","1","","18","","2014-05-30 00:00:00","",""
"6436","SN 2014cl","02:16:09.10","-11:56:02.62","SN IIb","","IC 217          ","","","","","","","","0","1","","17.5","","2014-06-16 00:00:00","",""
"6435","SN 2014ck","22:45:38.88","+73:09:42.70","SN Ia-pec","","UGC 12182       ","","","","","","","","0","1","","16.4","","2014-06-29 00:00:00","",""
"6434","SN 2014cj","06:36:30.00","-66:43:54.01","SN Ia","","ESO 87-G31      ","","","","","","","","0","1","","17","","2014-08-13 00:00:00","",""
"6433","SN 2014ci","22:34:04.80","+68:26:24.00","SN Ia","","Anon.           ","","","","","","","","0","1","","17.2","","2014-07-16 00:00:00","",""
"6432","SN 2014ch","15:58:31.10","+12:51:59.62","SN Ia","","Anon.           ","","","","","","","","0","1","","17.4","","2014-05-30 00:00:00","",""
"6431","SN 2014cg","20:04:34.85","+12:44:16.80","SN Ia","","UGC 11512       ","","","","","","","","0","1","","17.8","","2014-07-18 00:00:00","",""
"6430","SN 2014cf","23:01:52.97","+14:24:50.51","SN IIP","","Anon.           ","","","","","","","","0","1","","18.8","","2014-08-07 00:00:00","",""
"6429","SN 2014ce","23:27:40.86","+23:35:21.41","SN II","","NGC 7673        ","","","","","","","","0","1","","17","","2014-08-09 00:00:00","",""
"6428","SN 2014cd","04:23:47.19","-51:36:02.92","SN Ia","","NGC 1578        ","","","","","","","","0","1","","15.9","","2014-08-09 00:00:00","",""
"6427","SN 2014cc","06:33:57.76","-34:48:27.61","SN Ia","","NGC 2255        ","","","","","","","","0","1","","15.9","","2014-08-09 00:00:00","",""
"6426","SN 2014cb","14:50:49.90","-13:31:03.68","SN Ia","","Anon.           ","","","","","","","","0","1","","16.4","","2014-08-18 00:00:00","",""
"6425","SN 2014ca","16:53:20.94","-72:30:51.98","SN II","","Anon.           ","","","","","","","","0","1","","17.3","","2014-05-10 00:00:00","",""
"6423","SN 2014bz","13:56:04.19","-43:35:09.89","SN Ia","","Anon.           ","","","","","","","","0","1","","16.9","","2014-05-06 00:00:00","",""
"6422","SN 2014by","14:27:48.57","+11:33:42.41","SN Ia","","UGC 9267        ","","","","","","","","0","1","","15.8","","2014-07-15 00:00:00","",""
"6421","SN 2014bx","19:43:53.25","-70:37:52.00","SN Ia","","NGC 6808        ","","","","","","","","0","1","","15.8","","2014-07-20 00:00:00","",""
"6420","SN 2014bw","16:55:44.77","+26:15:28.58","SN IIn","","Anon.           ","","","","","","","","0","1","","16.9","","2014-06-10 00:00:00","",""
"6419","SN 2014bv","12:24:30.98","+75:32:08.59","SN Ia","","NGC 4386        ","","","","","","","","0","1","","16","","2014-06-18 00:00:00","",""
"6418","SN 2014bu","01:20:58.45","+21:59:59.78","SN IIP","","NGC 694         ","","","","","","","","0","1","","15.5","","2014-06-17 00:00:00","",""
"6417","SN 2014bt","21:43:11.13","-38:58:05.81","SN Ib/c","","IC 5128         ","","","","","","","","0","1","","16.2","","2014-05-31 00:00:00","",""
"6416","SN 2014bs","13:42:09.72","+04:15:44.71","SN Ia","0.023","NGC 5270        ","","","DAO_OTS","","","","Plaskett Telescope - Plaskett","0","1","","18.9","","2014-05-30 00:00:00","",""
"6415","SN 2014br","22:59:50.69","-61:33:22.21","SN Ib/c","","ESO 147-G17     ","","","","","","","","0","1","","16.5","","2014-05-05 00:00:00","",""
"6414","SN 2014bq","16:07:25.38","+36:47:35.70","SN Ia","","Anon.           ","","","","","","","","0","1","","17.8","","2014-06-03 00:00:00","",""
"6413","SN 2014bp","15:36:31.24","+46:54:14.18","SN Ia","","Anon.           ","","","","","","","","0","1","","18.1","","2014-06-05 00:00:00","",""
"6412","SN 2014bo","16:27:46.15","+41:44:23.71","SN Ia","","Anon.           ","","","","","","","","0","1","","19.3","","2014-05-19 00:00:00","",""
"6411","SN 2014bn","21:15:13.30","+02:11:22.42","SN Ia","","IC 1370         ","","","","","","","","0","1","","17.6","","2014-06-08 00:00:00","",""
"6410","SN 2014bm","17:42:32.16","+67:35:41.78","SN Ia","","NGC 6456        ","","","","","","","","0","1","","17.4","","2014-06-06 00:00:00","",""
"6409","SN 2014bl","13:25:38.81","+25:57:33.91","SN Ic","","Anon.           ","","","","","","","","0","1","","18.3","","2014-05-20 00:00:00","",""
"6408","SN 2014bk","13:54:02.42","+20:00:24.30","SN Ibn","","Anon.           ","","","","","","","","0","1","","17.9","","2014-05-28 00:00:00","",""
"6407","SN 2014bj","19:22:39.15","+43:53:26.92","SN Ia","0.043","Anon.           ","","","DAO_OTS","","","","Plaskett Telescope - Plaskett","0","1","","17.5","","2014-05-22 00:00:00","",""
"6406","SN 2014bi","12:06:02.99","+47:29:33.50","SN IIP","","NGC 4096        ","","","","","","","","0","1","","18.2","","2014-05-31 00:00:00","",""
"6405","SN 2014bh","12:24:56.68","+21:21:41.00","SN Ia","","Anon.           ","","","","","","","","0","1","","17.4","","2014-05-22 00:00:00","",""
"6404","SN 2014bg","14:35:45.90","+24:43:17.90","SN Ia","","UGC 9396        ","","","","","","","","0","1","","17","","2014-06-05 00:00:00","",""
"6403","SN 2014bf","15:57:35.23","+18:01:47.60","SN IIP","","MCG +03-41-7    ","","","","","","","","0","1","","17.4","","2014-05-22 00:00:00","",""
"6402","SN 2014be","16:09:35.12","+42:26:30.41","SN Ia","","Anon.           ","","","","","","","","0","1","","18.6","","2014-05-07 00:00:00","",""
"6401","SN 2014bd","14:50:48.07","+09:22:48.29","SN IIP","","Anon.           ","","","","","","","","0","1","","20","","2014-04-23 00:00:00","",""
"6400","SN 2014bc","12:18:57.71","+47:18:11.30","SN II","","NGC 4258        ","","","","","","","","0","1","","14.8","","2014-05-19 00:00:00","",""
"6399","SN 2014bb","13:32:49.11","+41:52:15.10","SN Ia-pec","","NGC 5214        ","","","","","","","","0","1","","16.5","","2014-05-09 00:00:00","",""
"6398","SN 2014ba","22:55:01.97","-39:39:34.49","SN Ia-pec","","NGC 7410        ","","","","","","","","0","1","","14.7","","2014-05-07 00:00:00","",""
"6396","SN 2014az","23:32:22.84","+15:51:10.58","SN IIP","","NGC 7691        ","","","","","","","","0","1","","16.3","","2014-04-30 00:00:00","",""
"6395","SN 2014ay","17:55:05.43","+18:15:26.39","SN II","","UGC 11037       ","","","","","","","","0","1","","16.7","","2014-05-04 00:00:00","",""
"6394","SN 2014ax","16:16:18.16","+64:06:06.30","SN IIP","","UGC 10318       ","","","","","","","","0","1","","17.6","","2014-05-03 00:00:00","",""
"6393","SN 2014aw","16:10:23.61","+47:04:40.30","SN Ia","","Anon.           ","","","","","","","","0","1","","16.5","","2014-04-25 00:00:00","",""
"6392","SN 2014av","09:00:20.02","+52:29:28.00","SN Ibn","","UGC 4713        ","","","","","","","","0","1","","16.2","","2014-04-19 00:00:00","",""
"6391","SN 2014au","14:19:28.92","-05:37:36.08","SN IIP","","Anon.           ","","","","","","","","0","1","","20.2","","2014-04-20 00:00:00","",""
"6390","SN 2014at","21:46:14.82","-46:31:21.11","SN Ia","","NGC 7119        ","","","","","","","","0","1","","16.3","","2014-04-20 00:00:00","",""
"6389","SN 2014as","14:00:54.49","+40:58:59.59","SN Ic","","NGC 5410        ","","","","","","","","0","1","","17.3","","2014-04-18 00:00:00","",""
"6388","SN 2014ar","11:40:58.90","-44:29:05.71","SN Ic","","ESO 266-G15     ","","","","","","","","0","1","","17.6","","2014-04-18 00:00:00","",""
"6387","SN 2014aq","11:12:34.72","+12:04:24.82","SN Ia","","Anon.           ","","","","","","","","0","1","","17.7","","2014-04-14 00:00:00","",""
"6386","SN 2014ap","11:30:13.37","+24:10:07.21","SN Ia","","Anon.           ","","","","","","","","0","1","","16.5","","2014-03-20 00:00:00","",""
"6385","SN 2014ao","08:34:33.32","-02:32:36.10","SN Ia","","NGC 2615        ","","","","","","","","0","1","","15.5","","2014-04-17 00:00:00","",""
"6384","SN 2014an","14:51:42.93","+08:34:12.50","SN Ia","","Anon.           ","","","","","","","","0","1","","18.6","","2014-03-31 00:00:00","",""
"6383","SN 2014am","15:23:18.48","+18:17:33.29","SN Ia","","Anon.           ","","","","","","","","0","1","","17.4","","2014-03-26 00:00:00","",""
"6382","SN 2014al","16:26:55.28","+33:38:24.40","SN Ia","","Anon.           ","","","","","","","","0","1","","16.8","","2014-03-28 00:00:00","",""
"6381","SN 2014ak","07:48:44.10","+54:36:40.50","SN Ia","","NGC 2446        ","","","","","","","","0","1","","17.9","","2014-03-26 00:00:00","",""
"6380","SN 2014aj","05:11:43.96","+67:29:29.40","SN Ia","","UGC 3252        ","","","","","","","","0","1","","17.3","","2014-03-24 00:00:00","",""
"6379","SN 2014ai","09:19:44.17","+33:45:49.61","SN Ia","","NGC 2832        ","","","","","","","","0","1","","18.1","","2014-03-21 00:00:00","",""
"6378","SN 2014ah","11:55:30.83","+11:55:26.29","SN Ia","","MCG +02-30-44   ","","","","","","","","0","1","","15.4","","2014-03-12 00:00:00","",""
"6377","SN 2014ag","16:30:40.68","+44:30:34.70","SN Ia","","MCG +07-34-101  ","","","","","","","","0","1","","15.5","","2014-03-11 00:00:00","",""
"6376","SN 2014af","08:47:21.16","+73:13:13.69","SN IIP","","Anon.           ","","","","","","","","0","1","","15.9","","2014-02-07 00:00:00","",""
"6375","SN 2014ae","11:19:20.95","+72:48:57.31","SN Ia","","MCG +12-11-15   ","","","","","","","","0","1","","15.4","","2014-03-03 00:00:00","",""
"6374","SN 2014ad","11:57:44.44","-10:10:15.71","SN I","","Anon.           ","","","","","","","","0","1","","15.7","","2014-03-12 00:00:00","",""
"6373","SN 2014ac","15:04:40.09","+12:37:54.01","SN Ia","","NGC 5837        ","","","","","","","","0","1","","16.6","","2014-03-09 00:00:00","",""
"6372","SN 2014ab","13:48:05.99","+07:23:16.40","SN IIn","","Anon.           ","","","","","","","","0","1","","16.4","","2014-03-09 00:00:00","",""
"6371","SN 2014aa","11:45:03.58","+19:58:25.39","SN Ia","","NGC 3861        ","","","","","","","","0","1","","15.7","","2014-03-07 00:00:00","",""
"6508","SN 2014Z","01:44:07.99","-61:07:07.39","SN Ia","","ESO 114-G4      ","","","","","","","","0","1","","15.2","","2014-03-06 00:00:00","",""
"6507","SN 2014Y","07:23:33.39","+54:26:30.19","SN IIn","","Anon.           ","","","","","","","","0","1","","18.3","","2014-03-02 00:00:00","",""
"6506","SN 2014X","12:10:40.22","-34:03:40.72","SN Ia","","ESO 379-G31     ","","","","","","","","0","1","","16.8","","2014-03-01 00:00:00","",""
"6505","SN 2014W","11:54:42.29","+44:01:18.08","SN Ia","","Anon.           ","","","","","","","","0","1","","17.5","","2014-01-25 00:00:00","",""
"6504","SN 2014V","11:49:06.20","-09:43:33.71","SN II","","NGC 3905        ","","","","","","","","0","1","","18.4","","2014-02-21 00:00:00","",""
"6503","SN 2014U","11:44:52.16","+19:27:17.78","SN II","","NGC 3859        ","","","","","","","","0","1","","18.9","","2014-02-23 00:00:00","",""
"6502","SN 2014T","14:36:04.98","+02:20:34.19","SN IIn","","Anon.           ","","","","","","","","0","1","","18.7","","2014-02-22 00:00:00","",""
"6501","SN 2014S","10:40:24.98","+53:57:58.61","SN II","","Anon.           ","","","","","","","","0","1","","18.8","","2014-02-21 00:00:00","",""
"6500","SN 2014R","09:30:12.30","+55:51:13.50","SN Ia-pec","","UGC 5055        ","","","","","","","","0","1","","16.8","","2014-02-08 00:00:00","",""
"6499","SN 2014Q","08:18:50.20","+57:06:02.92","SN Ia","","Anon.           ","","","","","","","","0","1","","19.2","","2014-01-29 00:00:00","",""
"6498","SN 2014P","10:54:04.00","-45:48:43.60","SN IIn","","ESO 264-G49     ","","","","","","","","0","1","","17.8","","2014-02-02 00:00:00","",""
"6497","SN 2014O","10:06:47.53","-47:41:28.50","SN IIP","","ESO 263-G4      ","","","","","","","","0","1","","16","","2014-02-02 00:00:00","",""
"6496","SN 2014N","02:30:58.91","-44:25:22.30","SN IIP","","ESO 246-G22     ","","","","","","","","0","1","","18.5","","2014-01-27 00:00:00","",""
"6495","SN 2014M","15:15:17.21","+75:29:09.49","SN Ia","","Anon.           ","","","","","","","","0","1","","17","","2014-01-18 00:00:00","",""
"6494","SN 2014L","12:18:48.68","+14:24:43.49","SN Ic","","NGC 4254        ","","","","","","","","0","1","","17.2","","2014-01-26 00:00:00","",""
"6493","SN 2014K","08:51:08.15","+71:50:33.90","SN Ia","","Anon.           ","","","","","","","","0","1","","15.4","","2014-01-22 00:00:00","",""
"6492","SN 2014J","09:55:42.14","+69:40:26.00","SN Ia","","NGC 3034        ","","","","","","","","0","1","","10.5","","2014-01-21 00:00:00","",""
"6491","SN 2014I","05:42:19.80","-25:32:39.91","SN Ia","","Anon.           ","","","","","","","","0","1","","17","","2014-01-17 00:00:00","",""
"6490","SN 2014H","03:37:01.48","+32:05:01.72","SN Ia","","Anon.           ","","","","","","","","0","1","","16.8","","2014-01-14 00:00:00","",""
"6489","SN 2014G","10:54:34.13","+54:17:56.90","SN IIn","","NGC 3448        ","","","","","","","","0","1","","15.6","","2014-01-14 00:00:00","",""
"6488","SN 2014F","18:30:31.79","+67:59:29.69","SN II","","NGC 6667        ","","","","","","","","0","1","","16.8","","2014-01-11 00:00:00","",""
"6478","SN 2014E","12:03:31.24","+02:02:35.70","SN Ia","","UGC 7034        ","","","","","","","","0","1","","16.4","","2014-01-07 00:00:00","",""
