ID,Name,RA,DEC,Type,Redshift,Host Name,Host Redshift,Discovering Group/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag,Discovery Mag Filter,Discovery Date (UT),Sender,Ext. catalog/s,SDSS objid,SDSS type,SDSS offset,SDSS ra,SDSS dec,SDSS u,SDSS g,SDSS r,SDSS i,SDSS z,SDSS redshift,SDSS err_u,SDSS err_g,SDSS err_r,SDSS err_i,SDSS err_z,SDSS err_redshift
4421,SN 2007oq,325.62812,0.98461,SN Ia,,Anon.           ,,,,,,,,0,1,,22,,2007-10-06 00:00:00,,,1237678595927966080,6,0.0739760459651673,325.629324957025,0.984348019701043,23.37079,20.79105,19.6282,19.16803,18.85778,0,0.6774722,0.0332238,0.01736685,0.01644064,0.04115137,0
4417,SN 2007om,358.58621,-0.91761,SN Ia,,Anon.           ,,,,,,,,0,1,,19.7,,2007-10-30 00:00:00,,,1237656906354458736,3,0.0228073075335936,358.586263271178,-0.917233628526592,19.6122,17.72821,16.70482,16.1623,15.73412,0.08822,0.08167426,0.008811221,0.005813442,0.005454591,0.0117444,0.019442
4416,SN 2007ol,24.34875,-0.312,SN Ia,,Anon.           ,,,,,,,,0,1,,19.4,,2007-10-29 00:00:00,,,1237663783671169173,3,0.0270160524105243,24.3491062793965,-0.311724664550043,18.83257,17.06253,16.2751,15.93301,15.62366,0.054076,0.02928977,0.00468833,0.003863652,0.003951415,0.00783658,0.014233
4414,SN 2007oj,357.90837,0.27983,SN Ia,,Anon.           ,,,,,,,,0,1,,21.6,,2007-10-15 00:00:00,,,1237666408441512441,3,0.001174040600319,357.908385723045,0.279841647862088,23.13742,22.05761,21.57281,21.23923,21.08648,0.234838,0.5013713,0.07260808,0.07144245,0.072396,0.2531246,0.114246
4412,SN 2007oh,313.15383,-0.45397,SN Ia,,Anon.           ,,,,,,,,0,1,,22.9,,2007-10-10 00:00:00,,,1237663542601713967,3,0.0105279219182697,313.153884434216,-0.454136808862603,23.37971,23.09627,21.47515,21.2537,20.95575,0.439649,0.7127308,0.248521,0.1016197,0.1328879,0.3757893,0.069351
4411,SN 2007og,42.08558,-0.96964,SN IIP,,Anon.           ,,,,,,,,0,1,,21.4,,2007-10-08 00:00:00,,,1237657584951033899,3,0.00555681153493742,42.0855672135743,-0.969731726873182,21.21875,20.62517,20.42236,20.32407,20.33077,0.223146,0.09622516,0.02891647,0.03140252,0.04068208,0.1432296,0.176308
4410,SN 2007of,316.23446,0.061,SN Ia,,Anon.           ,,,,,,,,0,1,,22.8,,2007-10-06 00:00:00,,,1237663457776043548,3,0.0129736621009189,316.234655539493,0.0609077028236226,23.39532,22.48264,21.72406,21.35424,20.95304,0.42077,0.5924076,0.1105581,0.09220336,0.09251989,0.2868579,0.148296
4409,SN 2007oe,6.04308,0.77506,SN IIn,,Anon.           ,,,,,,,,0,1,,21.6,,2007-09-22 00:00:00,,,1237663204916789891,3,0.0121939034186128,6.04292145944166,0.775187171635134,22.59495,23.08812,21.99349,21.88608,22.04248,0.785818,0.3194228,0.2315803,0.1341854,0.1970524,0.6754786,0.102378
4406,SN 2007ob,348.10829,13.91369,SN Ia,,Anon.           ,,,,,,,,0,1,,17,,2007-10-28 00:00:00,,,1237652942633369912,3,0.0152479950593962,348.108294274307,13.913944099382,18.07731,16.21438,15.33767,14.94189,14.57697,0.044352,0.02430556,0.003589497,0.002915322,0.002955865,0.005134628,0.009982
4405,SN 2007oa,333.46396,-0.92028,SN Ia,,Anon.           ,,,,,,,,0,1,,21.8,,2007-10-09 00:00:00,,,1237656906343448966,3,0.0477581418100673,333.464693656413,-0.920588956080572,22.11159,20.34055,19.48009,19.01009,18.57617,0.148394,0.3489905,0.03551823,0.02466451,0.02409897,0.06107391,0.050829
4403,SN 2007nz,51.29729,-0.10625,SN Ia,,Anon.           ,,,,,,,,0,1,,22.8,,2007-10-08 00:00:00,,,1237666300556018310,3,0.0479241427829756,51.297999853501,-0.105883819070401,24.33451,22.36605,20.57298,19.6961,19.13965,0.474655,1.396588,0.1608094,0.0490525,0.03527864,0.08551877,0.023998
4401,SN 2007nx,0.9515,0.35872,SN IIn,,Anon.           ,,,,,,,,0,1,,20.6,,2007-10-08 00:00:00,,,1237663543696425066,3,0.052858308996703,0.951365867940353,0.359590701234163,19.88438,18.47591,17.73934,17.36443,17.11259,0.10762,0.08101555,0.01084868,0.008933157,0.008972767,0.0279115,0.025389
4400,SN 2007nw,311.79737,-1.25722,SN IIP,,Anon.           ,,,,,,,,0,1,,20.5,,2007-10-06 00:00:00,,,1237656567038018170,3,0.0508552649653349,311.797364223695,-1.25806756807594,18.51583,17.04312,16.3423,15.93394,15.66105,0.072389,0.04146821,0.006350088,0.004963411,0.005070224,0.01208776,0.015741
4402,SN 2007ny,25.23133,0.21883,SN IIP,,Anon.           ,,,,,,,,0,1,,21.4,,2007-10-08 00:00:00,,,1237657071158166124,3,0.0188550439158966,25.2316032058314,0.218674715795384,23.14415,24.28328,22.20434,21.44835,21.24106,0.403267,0.7111589,0.69067,0.2047743,0.1519846,0.5279118,0.052348
4399,SN 2007nv,1.37642,-1.20456,SN IIP,,Anon.           ,,,,,,,,0,1,,21.5,,2007-10-06 00:00:00,,,1237663275780866974,3,0.00277191284530816,1.37646374816691,-1.20457487445748,23.53621,22.85695,22.43188,22.27684,22.72102,0.362645,0.6012822,0.1780525,0.1545212,0.2090439,0.7417946,0.112792
4398,SN 2007nu,47.95908,-0.69242,SN Ia,,Anon.           ,,,,,,,,0,1,,21.8,,2007-10-03 00:00:00,,,1237663783144653377,3,0.0139303078297406,47.959020493273,-0.692644417490737,21.50197,20.4555,19.28887,18.88094,18.50133,0.333786,0.1950779,0.04054396,0.02182646,0.02235474,0.05595972,0.050411
4397,SN 2007nt,46.6825,-0.75403,SN Ia,,Anon.           ,,,,,,,,0,1,,22.1,,2007-10-03 00:00:00,,,1237663783144063045,3,0.00874683281520726,46.6823695121667,-0.754095021860143,24.63597,25.11437,19.81147,19.40125,18.97207,0.689237,1.213269,0.9132779,0.02394731,0.02465594,0.05701218,0.059847
4396,SN 2007ns,39.26237,-0.86661,SN Ia,,Anon.           ,,,,,,,,0,1,,22.5,,2007-09-22 00:00:00,,,1237657584949789257,3,0.0117018606426139,39.2622037021744,-0.866711923771878,21.8366,20.93236,19.5306,19.05685,18.65422,0.350292,0.2109655,0.04622275,0.02026333,0.01919168,0.04695959,0.058279
4395,SN 2007nr,15.49779,0.68194,SN IIP,,Anon.           ,,,,,,,,0,1,,21.5,,2007-09-15 00:00:00,,,1237663204920983788,3,0.0833258688430376,15.4988784387323,0.682802633141996,24.83973,22.60135,22.26893,22.33018,21.85034,0.158675,1.129735,0.1673265,0.1695553,0.2971489,0.6299947,0.079697
4389,SN 2007nl,348.43717,-0.06764,SN II,,Anon.           ,,,,,,,,0,1,,21.8,,2007-10-13 00:00:00,,,1237666407900512498,3,0.0751556600235087,348.43816842139,-0.0668835949056227,20.21635,19.06078,18.27104,17.89541,17.63785,0.180995,0.1190034,0.01730018,0.01340389,0.01280316,0.03819909,0.026677
4390,SN 2007nm,341.36425,10.65908,SN Ic,,Anon.           ,,,,,,,,0,1,,19.6,,2007-10-08 00:00:00,,,1237678918586008131,3,0.00675243079990466,341.364267506269,10.6589687822743,24.6897,22.28239,20.96203,21.40778,22.05976,0.216154,1.650092,0.138634,0.07180404,0.1547939,0.8520491,0.07569
4387,SN 2007nj,43.11437,0.25183,SN Ia,,Anon.           ,,,,,,,,0,1,,21.9,,2007-10-11 00:00:00,,,1237657586562105551,3,0.0665451153118813,43.1132643357929,0.251742819883333,20.29721,19.05426,18.09585,17.60439,17.17213,0.185659,0.1158764,0.02039983,0.01189691,0.01066807,0.02864645,0.038639
4386,SN 2007ni,31.45996,-0.33186,SN Ia,,Anon.           ,,,,,,,,0,1,,21.8,,2007-10-09 00:00:00,,,1237663783674315119,3,0.051196857707071,31.4604076963496,-0.332586404238034,22.13337,21.11214,20.57121,20.23894,20.25934,0.202742,0.2207436,0.04813607,0.0416139,0.04470005,0.17765,0.072872
4385,SN 2007nh,42.61538,-0.55117,SN Ia,,Anon.           ,,,,,,,,0,1,,21.8,,2007-10-08 00:00:00,,,1237657070092025931,3,0.0494613446631704,42.6162042571513,-0.551185013750033,21.78648,20.71461,19.58371,19.21446,18.86007,0.341035,0.1894936,0.03204802,0.01891609,0.01965488,0.04991966,0.052999
4384,SN 2007ng,36.40875,0.70958,SN Ia,,Anon.           ,,,,,,,,0,1,,23.2,,2007-10-08 00:00:00,,,1237657587096027416,3,0.0561706337364723,36.4081163269005,0.708890835483413,22.37107,20.26055,18.5361,17.83263,17.47624,0.382385,0.8521868,0.05957521,0.02101448,0.01744276,0.04049005,0.033213
4383,SN 2007nf,15.86029,0.33139,SN Ia,,Anon.           ,,,,,,,,0,1,,22.8,,2007-10-08 00:00:00,,,1237666339725508846,3,0.0366631017956259,15.860859344261,0.331611905699374,21.9913,20.28654,18.93419,18.4289,18.08556,0.237817,0.2497377,0.02312483,0.01221012,0.01131706,0.03017771,0.032136
4382,SN 2007ne,13.50917,1.069,SN Ia,,Anon.           ,,,,,,,,0,1,,22.2,,2007-10-08 00:00:00,,,1237666340798202045,3,0.00550754084867999,13.5092128651842,1.06891882703324,21.51009,20.13543,19.07956,18.66261,18.41377,0.22809,0.2036079,0.02587389,0.01642026,0.01746819,0.04633738,0.057697
4380,SN 2007nc,0.28875,1.06847,SN Ib,,Anon.           ,,,,,,,,0,1,,22.5,,2007-10-08 00:00:00,,,1237657192515960979,3,0.0560549197157296,0.288316353700282,1.06929754872246,18.79094,17.51882,17.00727,16.68432,16.55163,0.07297,0.05460874,0.008469667,0.008145309,0.008982774,0.02603405,0.017117
4379,SN 2007nb,351.37525,0.42308,SN Ia,,Anon.           ,,,,,,,,0,1,,22.1,,2007-10-06 00:00:00,,,1237663277923959057,3,0.0195176517420298,351.375293601776,0.42340235896553,22.07957,20.1225,18.65999,18.13523,17.78746,0.261295,0.2370102,0.02371864,0.01074955,0.01083584,0.02458557,0.023078
4378,SN 2007na,333.38662,0.8805,SN Ia,,Anon.           ,,,,,,,,0,1,,22.8,,2007-10-06 00:00:00,,,1237678617406210782,3,0.0206354524121424,333.38628443945,0.88042443833685,22.55086,21.72383,20.15717,19.55244,19.05855,0.400796,0.4249907,0.09466597,0.03417511,0.03087329,0.07229119,0.051451
4376,SN 2007mz,331.96333,-1.06994,SN Ia,,Anon.           ,,,,,,,,0,1,,22.2,,2007-10-06 00:00:00,,,1237656567046865395,3,0.00660127404352379,331.96331003179,-1.07004819464666,22.02183,20.66268,19.80721,19.29918,18.9641,0.186013,0.2694979,0.03948925,0.02537446,0.02460618,0.0705611,0.047565
4375,SN 2007my,328.88417,-0.372,SN Ia,,Anon.           ,,,,,,,,0,1,,21.8,,2007-10-06 00:00:00,,,1237656568119231185,3,0.0162189276784683,328.884007660619,-0.371783857722219,22.67937,22.13564,21.31338,21.28801,20.83548,0.320381,0.4375572,0.1188058,0.08279399,0.114714,0.3292993,0.066502
4374,SN 2007mx,318.54529,-0.29625,SN Ia,,Anon.           ,,,,,,,,0,1,,22.7,,2007-10-06 00:00:00,,,1237663457240220731,6,0.069300364671889,318.546164690636,-0.295495695198669,23.78508,22.80018,22.18776,21.86839,21.22028,0,0.605408,0.1275083,0.1080878,0.1155969,0.2611036,0
4371,SN 2007mu,3.07733,-0.07731,SN Ia,,Anon.           ,,,,,,,,0,1,,22,,2007-09-22 00:00:00,,,1237657190906528523,3,0.0326639156467257,3.07776172904835,-0.0776416326263985,21.84493,20.89677,19.64294,19.06,18.64406,0.347554,0.2553446,0.05069068,0.02707444,0.02305594,0.06003125,0.08259
4372,SN 2007mv,8.90571,0.37003,SN Ia,,Anon.           ,,,,,,,,0,1,,22.3,,2007-09-22 00:00:00,,,1237657191445954792,3,0.076111968594697,8.90685644980306,0.369486968621831,21.80986,19.71659,18.40384,17.85244,17.41447,0.209395,0.3495325,0.02337244,0.01219724,0.01085604,0.02902833,0.024937
4370,SN 2007mt,26.48579,-0.21764,SN Ia,,Anon.           ,,,,,,,,0,1,,23.1,,2007-09-19 00:00:00,,,1237663783672087537,3,0.0234697227581922,26.485708257192,-0.218022525758782,24.29312,24.51332,22.84981,22.44869,22.18372,0.306187,0.7274371,0.4872174,0.2112402,0.2091251,0.4781687,0.073563
4373,SN 2007mw,345.7615,0.84917,SN Ia,,Anon.           ,,,,,,,,0,1,,22.4,,2007-10-03 00:00:00,,,1237663278458405419,3,0.013690863655591,345.761419321307,0.849383445484923,22.80174,21.84937,20.89866,20.64014,20.27199,0.396142,0.6651071,0.1249224,0.08632065,0.1077061,0.2948329,0.090116
4369,SN 2007ms,308.07642,-1.01475,SN IIP,,Anon.           ,,,,,,,,0,1,,20.7,,2007-09-13 00:00:00,,,1237663542062678496,3,0.00362350880299898,308.076369766719,-1.0147164652424,20.42374,19.22252,18.90764,18.69242,18.52374,0.041474,0.0885798,0.01612145,0.01841064,0.02305126,0.07225077,0.035148
4366,SN 2007mp,319.14846,-0.76989,SN Ia,,Anon.           ,,,,,,,,0,1,,21.5,,2007-10-12 00:00:00,,,1237663456703611020,6,0.0178849821585771,319.148342098812,-0.769616220316502,23.01161,23.31404,23.82058,24.3618,22.82689,0,0.3902352,0.243663,0.4947493,0.6491133,0.5702381,0
4365,SN 2007mo,332.89104,0.76478,SN Ia,,Anon.           ,,,,,,,,0,1,,21.7,,2007-10-09 00:00:00,,,1237663544220976069,3,0.00310143956274639,332.891008974961,0.764738653383474,23.07556,21.01346,19.83763,19.31913,19.0508,0.215703,0.4123214,0.03784248,0.02221647,0.02208671,0.05470862,0.043678
4364,SN 2007mn,31.2665,0.17456,SN Ia,,Anon.           ,,,,,,,,0,1,,21.9,,2007-10-09 00:00:00,,,1237663784211054874,6,0.0737516455388944,31.2677291887719,0.174554793890136,23.44926,23.53208,23.95503,23.8026,22.06222,0,0.4231192,0.2472333,0.379334,0.4289249,0.4597234,0
4363,SN 2007mm,16.44446,-0.75883,SN Ia,,Anon.           ,,,,,,,,0,1,,21.1,,2007-10-09 00:00:00,,,1237663783130824890,3,0.0755137514177433,16.4433830694319,-0.759481462794105,20.46433,18.58425,17.70183,17.28319,16.9806,0.081042,0.06620533,0.009046921,0.0066386,0.006366462,0.012367,0.011885
4362,SN 2007ml,7.97275,0.13831,SN Ia,,Anon.           ,,,,,,,,0,1,,21.8,,2007-10-09 00:00:00,,,1237663784200896823,6,0.0199943507545614,7.97303324523951,0.138134441030445,22.22162,24.87139,24.86681,24.57372,23.46166,0,0.1717431,0.4674803,0.5195574,0.5052842,0.4762614,0
4359,SN 2007mi,50.88133,0.66667,SN Ia,,Anon.           ,,,,,,,,0,1,,19.9,,2007-10-08 00:00:00,,,1237666301629563188,3,0.0558322506352072,50.8806155239558,0.667266232514525,20.47874,18.38218,17.24044,16.76745,16.33705,0.126092,0.07949012,0.008431575,0.005307454,0.005352268,0.009880062,0.007531
4360,SN 2007mj,53.68517,0.35553,SN Ia,,Anon.           ,,,,,,,,0,1,,20.4,,2007-10-08 00:00:00,,,1237666301093937304,3,0.013127034961458,53.6853872523802,0.355504122937114,20.54292,18.94192,17.89386,17.42649,17.03643,0.148343,0.115942,0.01309759,0.008549229,0.008205385,0.02210251,0.024817
4355,SN 2007me,25.26562,-0.44847,SN Ia,,Anon.           ,,,,,,,,0,1,,21.1,,2007-10-08 00:00:00,,,1237666407379763650,3,0.026749722375694,25.2660274476079,-0.448289003180049,20.85083,19.95339,19.15494,18.86875,18.75478,0.245779,0.1828962,0.03844179,0.03313774,0.03863232,0.09784134,0.035481
4356,SN 2007mf,29.72975,-1.02708,SN Ia,,Anon.           ,,,,,,,,0,1,,21.3,,2007-10-08 00:00:00,,,1237657069549519104,3,0.0709068401916988,29.7285732649181,-1.02696889211317,21.00203,19.36204,18.30494,17.85814,17.47913,0.156553,0.1764055,0.02155389,0.01271489,0.01251431,0.03056708,0.028781
4357,SN 2007mg,46.64096,0.79331,SN Ia,,Anon.           ,,,,,,,,0,1,,21.1,,2007-10-08 00:00:00,,,1237666301627728066,3,0.0535279649942176,46.641324482814,0.792495703639931,21.34363,19.71599,18.6827,18.08107,17.76492,0.179555,0.2522063,0.02920773,0.01755343,0.01694283,0.04202333,0.031487
4354,SN 2007md,20.48687,-1.01328,SN Ic,,Anon.           ,,,,,,,,0,1,,20.7,,2007-10-08 00:00:00,,,1237666338116927620,3,0.0709438696829637,20.4874215311062,-1.01432593178024,17.39116,15.90098,15.15515,14.73015,14.43267,0.05099,0.01765631,0.003274697,0.002760994,0.002739962,0.005319098,0.012074
4352,SN 2007mb,12.54733,0.67542,SN Ia,,Anon.           ,,,,,,,,0,1,,21.1,,2007-10-08 00:00:00,,,1237663204919672933,3,0.0480925108572677,12.5465860313715,0.675718424125878,21.01862,19.18691,17.97279,17.48026,17.14739,0.186694,0.137761,0.01476868,0.00832804,0.008570405,0.01953202,0.014513
4347,SN 2007lx,2.91362,-0.47336,SN II,,MCG +00-1-36    ,,,,,,,,0,1,,20.5,,2007-10-08 00:00:00,,,1237657190369591512,3,0.0325345313376236,2.91392178520152,-0.473810509162761,21.69918,20.91423,20.87375,20.7111,21.38497,0.122004,0.2157529,0.05054554,0.1177698,0.0807673,0.4586348,0.074758
4351,SN 2007ma,11.22396,-0.99703,SN Ia,,Anon.           ,,,,,,,,0,1,,19.1,,2007-10-08 00:00:00,,,1237657189836390529,3,0.0184528512881859,11.2242102067583,-0.996851111745117,19.81702,18.47008,17.77558,17.35832,17.0489,0.105321,0.07398106,0.01207634,0.009673526,0.009530739,0.02422713,0.027585
4348,SN 2007ly,5.72242,0.77594,SN Ia,,Anon.           ,,,,,,,,0,1,,20.1,,2007-10-08 00:00:00,,,1237657191981449397,3,0.00178774581984243,5.72242810143194,0.77591132655638,20.45487,18.70459,17.86004,17.45731,17.17351,0.092008,0.0840872,0.01044484,0.007650179,0.007958123,0.01749674,0.019289
4349,SN 2007lz,7.84671,0.31892,SN II,,Anon.           ,,,,,,,,0,1,,21,,2007-10-08 00:00:00,,,1237657191445496065,3,0.0348657369754743,7.84655484168957,0.319479998893855,20.3824,19.43019,18.83625,18.48314,18.1485,0.170549,0.1687152,0.02901566,0.02680734,0.02816936,0.08651119,0.042044
4345,SN 2007lv,351.19992,0.94456,SN Ia,,Anon.           ,,,,,,,,0,1,,20.5,,2007-10-06 00:00:00,,,1237663278460764350,3,0.0175005369271691,351.1997974396,0.944295315860277,19.43347,17.50788,16.43892,15.97836,15.59435,0.125005,0.05174358,0.00591235,0.004041846,0.004074535,0.008053584,0.00707
4344,SN 2007lu,330.39542,-0.25689,SN Ia,,Anon.           ,,,,,,,,0,1,,22.3,,2007-10-06 00:00:00,,,1237656568119886673,3,0.00452753209030991,330.395346879242,-0.2568713585684,23.03956,22.01872,20.94084,20.87455,20.32626,0.378346,0.6016286,0.1067732,0.06122565,0.08615192,0.2163965,0.073042
4343,SN 2007lt,328.44725,0.01506,SN Ia,,Anon.           ,,,,,,,,0,1,,19.9,,2007-10-06 00:00:00,,,1237663479256646245,3,0.00188100767796693,328.447231853152,0.0150344359148482,22.09468,21.21281,20.81361,20.50577,20.33338,0.151843,0.2337153,0.04595636,0.0486049,0.0532972,0.1961172,0.09605
4341,SN 2007lr,12.25142,-0.324,SN Ia,,Anon.           ,,,,,,,,0,1,,22.1,,2007-10-06 00:00:00,,,1237663783665860807,6,0.0218237601794063,12.2517831986119,-0.324019748844836,24.21382,22.82198,23.02887,24.35744,22.82696,0,0.6612004,0.1535132,0.2378651,0.6019914,0.5761751,0
4339,SN 2007lp,340.92087,0.42136,SN Ia,,Anon.           ,,,,,,,,0,1,,22.2,,2007-10-03 00:00:00,,,1237663479798956398,6,0.00460010132158466,340.920816346334,0.421305232522845,24.93377,25.04838,23.63279,21.77794,21.99552,0,0.7343752,0.6066353,0.3730137,0.1271795,0.474458,0
4340,SN 2007lq,5.78279,0.98347,SN Ia,,Anon.           ,,,,,,,,0,1,,21.5,,2007-10-06 00:00:00,,,1237663278467186906,3,0.0291073291070444,5.78326281998022,0.983361139438705,22.40728,19.86618,18.53215,17.99272,17.71094,0.231319,0.535077,0.02516301,0.01239223,0.01191512,0.03186291,0.026357
4338,SN 2007lo,338.98358,0.60922,SN Ia,,Anon.           ,,,,,,,,0,1,,22.1,,2007-10-03 00:00:00,,,1237663479798104844,3,0.00956216306890191,338.98365764872,0.609080824001937,22.12832,21.55516,20.87671,20.54016,20.23162,0.347212,0.2624065,0.07686882,0.06217078,0.07317185,0.190119,0.128159
4334,SN 2007lk,29.45879,-0.39811,SN Ia,,Anon.           ,,,,,,,,0,1,,21,,2007-10-03 00:00:00,,,1237663783673397409,3,0.00500756745276487,29.4588711583658,-0.398129470971475,21.77488,20.11619,18.99864,18.54365,18.23697,0.200454,0.1589471,0.02088329,0.0124236,0.01185818,0.03003663,0.042337
4336,SN 2007lm,48.4185,0.62997,SN Ia,,Anon.           ,,,,,,,,0,1,,21.4,,2007-10-03 00:00:00,,,1237666301628514312,3,0.0547869740694692,48.4192036643968,0.630551977306858,21.21644,19.84357,18.83682,18.29887,18.00668,0.204195,0.1225192,0.01990743,0.01267907,0.01232796,0.02943729,0.027342
4335,SN 2007ll,29.66721,-0.24906,SN II,,Anon.           ,,,,,,,,0,1,,20.5,,2007-10-03 00:00:00,,,1237663783673528438,3,0.0484896748825849,29.66798469768,-0.249290172670463,21.92008,20.89729,20.92889,20.8101,20.79296,0.357217,0.1811463,0.0392855,0.0515851,0.06500757,0.2078324,0.193377
4331,SN 2007lh,17.21675,1.19789,SN Ia,,Anon.           ,,,,,,,,0,1,,22.3,,2007-09-22 00:00:00,,,1237678617425346987,3,0.0177851972070715,17.2164753040558,1.19777846568951,23.8981,23.20328,21.7569,21.27027,21.04538,0.366634,1.154082,0.3249415,0.142866,0.144654,0.3918841,0.090512
4330,SN 2007lg,11.51646,-0.01039,SN Ia,,Anon.           ,,,,,,,,0,1,,21.9,,2007-09-22 00:00:00,,,1237657190910263423,3,0.0176237506907852,11.516398127839,-0.0106771387572905,20.47004,18.99967,18.18854,17.82126,17.53773,0.119905,0.07583242,0.01052739,0.00817896,0.008167827,0.02106292,0.033202
4332,SN 2007li,18.26671,-0.54,SN Ia,,Anon.           ,,,,,,,,0,1,,21.4,,2007-09-22 00:00:00,,,1237666338652815505,3,0.00399426681664902,18.2667733677189,-0.540020410831596,20.31744,18.46858,17.43585,17.00581,16.68221,0.131644,0.109097,0.0105629,0.006920267,0.006843972,0.01537869,0.012268
4333,SN 2007lj,322.17471,-0.06725,SN II,,Anon.           ,,,,,,,,0,1,,20.6,,2007-09-30 00:00:00,,,1237663543142581283,3,0.0241352464656914,322.174333173217,-0.0671092515092644,23.99963,21.0163,22.05169,20.52239,22.30539,0.797237,1.766331,0.07270024,0.3223066,0.1405832,1.849708,0.137102
4327,SN 2007ld,312.37329,0.00389,SN II,,Anon.           ,,,,,,,,0,1,,17.9,,2007-10-06 00:00:00,,,1237656568648893743,3,0.0663347723138495,312.372523488703,0.00468672238026233,21.08732,19.86491,19.72259,20.18025,20.83204,-9999,0.3840601,0.06203973,0.07186614,0.1564574,1.289331,-9999
4326,SN 2007lc,12.28792,0.597,SN Ia,,Anon.           ,,,,,,,,0,1,,19.6,,2007-10-06 00:00:00,,,1237663784739668118,3,0.0240435139849206,12.2880200749628,0.596611970618608,19.373,17.75571,16.88303,16.43059,16.13922,0.119945,0.05254246,0.007894255,0.005710724,0.005834109,0.01222767,0.021278
4324,SN 2007la,337.47825,1.05858,SN Ia,,Anon.           ,,,,,,,,0,1,,20.4,,2007-09-30 00:00:00,,,1237678617407979650,3,0.0446326079815976,337.477514386989,1.05846859593887,20.93084,18.75516,17.63999,17.15795,16.7654,0.128734,0.1217821,0.01169368,0.006792123,0.00641295,0.01309395,0.010355
4325,SN 2007lb,57.28971,-0.73589,SN II,,Anon.           ,,,,,,,,0,1,,19,,2007-10-03 00:00:00,,,1237663237668340287,3,0.0158749650450163,57.2894590582426,-0.735973920527208,23.50771,21.57258,21.38124,21.21038,20.578,0.123685,1.162268,0.1023657,0.125156,0.1610854,0.3220186,0.160118
4319,SN 2007kw,32.57017,-0.26586,SN II,,Anon.           ,,,,,,,,0,1,,20.2,,2007-09-19 00:00:00,,,1237663783674773642,3,0.0967970074560942,32.5690630835231,-0.267033646422579,25.2715,24.01204,23.31668,24.04087,22.52286,0.679891,0.6192936,0.3918445,0.3024435,0.5679241,0.5713921,0.104793
4318,SN 2007kv,17.566,0.47203,SN Ia,,Anon.           ,,,,,,,,0,1,,22.1,,2007-09-19 00:00:00,,,1237663784741961992,3,0.0249227829003274,17.5664124559002,0.471980684860244,21.56183,20.91373,20.15504,19.73357,19.46374,0.354275,0.1497236,0.04306039,0.03223204,0.03284938,0.08193763,0.116137
4320,SN 2007kx,3.42867,0.65217,SN Ia,,Anon.           ,,,,,,,,0,1,,20.8,,2007-09-22 00:00:00,,,1237657191980466833,3,0.00911469044250029,3.42866278207254,0.652321739956331,22.94667,21.16047,20.70287,20.26266,20.2622,0.184661,0.4544661,0.04704216,0.04529,0.04708196,0.1606027,0.145546
4321,SN 2007ky,16.54804,-0.61414,SN II,,Anon.           ,,,,,,,,0,1,,20.7,,2007-09-22 00:00:00,,,1237666338652094594,6,0.0632480580305937,16.5478495972132,-0.615176797991104,23.05251,22.43172,22.3684,21.95996,22.83369,0,0.4506209,0.1144697,0.1469609,0.1375481,0.5304066,0
4317,SN 2007ku,23.36754,0.52467,SN Ia,,Anon.           ,,,,,,,,0,1,,22.7,,2007-09-16 00:00:00,,,1237663784744517908,3,0.0219213098482562,23.3679004290154,0.524610115003846,21.14443,20.36376,19.36665,18.97915,18.60793,0.327003,0.1183734,0.03315565,0.02143529,0.02269732,0.04911468,0.048097
4322,SN 2007kz,54.01904,-0.20122,SN II,,Anon.           ,,,,,,,,0,1,,21.8,,2007-09-22 00:00:00,,,1237657586030018575,6,0.0886975031393373,54.0203232318446,-0.20048604995045,24.5216,24.02853,24.25473,22.88668,22.82682,0,0.8589278,0.3875892,0.500918,0.2587766,0.5711855,0
4315,SN 2007ks,312.38775,-0.76172,SN Ia,,Anon.           ,,,,,,,,0,1,,22.9,,2007-09-14 00:00:00,,,1237656567575150849,3,0.0194397280639942,312.387540805884,-0.761967423972014,21.34133,21.12687,19.58988,19.22115,19.60949,0.316553,0.2010307,0.0704077,0.02866428,0.02822008,0.1524678,0.135668
4316,SN 2007kt,27.59983,1.17208,SN Ia,,Anon.           ,,,,,,,,0,1,,21.2,,2007-09-15 00:00:00,,,1237678617429934631,3,0.0337374879868715,27.5993375311114,1.17235156506983,21.92974,20.51544,19.61122,19.29411,18.78921,0.27593,0.344552,0.04668858,0.03013219,0.03587638,0.08462707,0.080014
4314,SN 2007kr,6.36458,-0.83958,SN Ia,,Anon.           ,,,,,,,,0,1,,22,,2007-09-14 00:00:00,,,1237663783126434560,3,0.026609111445249,6.36492388644563,-0.839299916781379,22.57342,21.58886,20.89766,20.54203,20.46892,0.316976,0.3747893,0.0772554,0.0654907,0.07223471,0.2202391,0.124405
4313,SN 2007kq,4.93296,-0.40014,SN Ia,,Anon.           ,,,,,,,,0,1,,22.5,,2007-09-14 00:00:00,,,1237663783662649523,3,0.0166602071904546,4.93323658435544,-0.400115392672638,20.71232,19.7374,19.35526,19.08946,19.06035,0.112664,0.08081137,0.01815735,0.01860872,0.02083666,0.07104911,0.029872
