id,label,ra,dec,mag
68793053310912200373,SN,170.12358,34.75398,18.2
22709463684624957925,SN,174.07629,38.11922,19.6
16437361604659975552,SN,122.62887,5.26032,18.9
59828848104436128272,SN,207.45479,-3.08003,19.93
45535701285965406259,SN,176.26112,-11.68495,19.54
7091070684763670153,SN,254.65704,50.49069,17
72670778544711946525,SN,203.17537,-21.80121,18.68
98081349318474943707,SN,155.91833,-35.82521,16.6
45283190921956581065,SN,173.15821,-25.05898,18.1
47704843211154725221,SN,44.864,14.79925,17.3
60483451779342889404,SN,30.53596,-17.999,17.2
69745586113045250272,SN,165.33138,70.66521,16.9
87092990867040001468,SN,135.64633,9.75321,19.84
89237348524622356235,SN,140.72167,-3.21454,18.59
2992578960012891948,SN,175.87192,-16.79369,17.47
20767982163070435444,VS,144.41771,-28.99657,16.69
78859432764812335398,SN,191.17092,10.34483,17.1
47318353002660593498,SN,71.60246,-11.9884,16.51
78962513754746646013,VS,117.16258,-10.8263,16.93
10546824240516524925,SN,62.44537,24.89634,18.47
1653651755975567203,SN,96.02917,36.33333,18.2
53938371584205246673,SN,169.05254,2.80809,18.32
75176239974092169815,SN,358.37971,3.73561,16.76
40813971058317147660,SN,42.29317,14.60069,17.51
14668173706780384727,SN,107.55683,27.20272,17.6
92875102363088161527,SN,230.17008,4.65948,16.9
81850126810850233066,SN,167.71996,28.27422,18
66538914858576023205,SN,149.33737,-41.58916,17.12
25742033898948425544,SN,142.65242,21.41176,18.9
46992373211621353173,SN,149.93629,27.64873,18.9
81514841190789862539,SN,156.67654,36.68073,16.5
64933107375693494020,SN,214.12917,39.58667,16.2
36782386697284837515,SN,171.97717,27.34577,17.67
1479141397177732180,SN,8.46354,-42.61837,21.124
79115992448695377154,SN,176.11058,-28.45756,18.28
63661021428717738056,VS,93.55396,-16.5627,19.12
59626282901312233499,SN,214.93417,-16.83771,18.3
73462288738352395682,SN,174.64075,25.39635,16.7
52479309567304899430,SN,45.38504,-15.01589,18.07
89867028046342628857,SN,48.14,39.32092,17.3
18243665584253401253,SN,167.61333,28.69509,18.9
95703094701068719090,SN,146.10708,-18.54834,18.33
86143458352129396181,SN,153.20775,-18.11273,18.4
7311017758830390506,SN,162.11067,-13.23316,18.34
94713776358171037074,SN,196.85587,-1.32317,18.71
17467420194780840369,SN,68.18512,-5.8918,17.59
25653121467565650054,SN,128.45758,-25.04016,18.81
40737952685980197533,SN,149.40062,-22.17331,18.92
7690098153005405003,SN,14.38292,30.18523,17.71
82849848530881478833,SN,251.31142,70.80739,18.4
7503471071557439303,SN,353.65196,-4.53453,14.65
14685470875631158366,SN,232.90329,25.24248,17.91
21289848160334357603,SN,181.61412,28.13881,17.5
21069100415783191985,SN,207.35,8.50736,17.6
39575822578920711734,SN,196.91442,6.33739,16.1
38382901265724405150,SN,173.29408,-10.22178,16.9
11422259948993351160,SN,181.82846,16.84056,17.3
83935765753596123734,SN,191.31379,26.08531,17.9
507600165164121275,SN,125.03108,52.02816,19.141
87604959357368740396,VS,123.30575,45.99154,18.5
90390424559435915017,SN,184.96171,-6.85546,16.9
33315443937395367721,SN,179.89292,4.17802,18.88
32598175656980920190,SN,244.26042,10.69308,17.46
79860522606554458674,SN,167.50817,63.64282,17.35
93228949119155084459,SN,146.13575,-8.17974,18.52
1279020368855920559,SN,31.46092,18.37506,18.48
79021527975208054164,SN,218.60904,-38.46986,17.3
88357635963752057338,SN,101.20967,-43.90597,17.89
13099059615382184227,SN,219.06671,29.90628,17.7
68349999593528311649,SN,239.36812,30.06086,17.4
63136393039972549909,SN,184.58271,0.25483,25.14
38303169268369549964,SN,355.6545,-45.6902,17.3
70064568879284350453,SN,31.411,-59.79971,17.05
71755184188121518619,SN,99.90279,-65.73782,18.3
3897399293706476762,SN,193.6775,28.94056,16.6
18976301119225784782,SN,145.98279,41.68828,16.7
86155515270070039926,SN,150.76717,-18.96972,18.79
49963935851020740551,SN,199.08175,30.67574,17.8
75104331833733522482,SN,213.63179,3.18898,16.4
30366233125877468618,SN,186.91617,40.61498,16.7
43598717658551635778,SN,350.76312,-36.23905,17.2
6426839975015647547,SN,201.50829,2.28356,18.4
85577362651754633169,SN,91.71429,-26.79153,19
48211338721692727923,SN,163.10788,10.54394,18
16973770450979112038,VS,143.42167,-33.00071,13.4678
69442476296714593043,SN,140.53575,-9.75488,18.96
37850926260894174743,VS,146.9075,-36.4328,17.72
77638287715979650193,VS,334.65258,40.82229,14.79
59777632571689419446,SN,145.64379,10.99316,17.42
11212871457019315371,SN,106.36129,-76.0093,16.3
60126216345995219215,SN,151.68954,-6.19608,18.36
85404519957108600892,VS,132.26983,14.41406,16.6
64311459708918546354,VS,78.21946,-12.6374,17.26
52380124455117591467,SN,8.30008,-84.48925,17.17
75749499797051731635,SN,88.15596,-17.78695,18.3
34177817243594384993,SN,104.14425,46.89406,17.38
52913809869021956650,SN,130.85313,37.54614,17.28
62866702538271032129,VS,105.00246,57.09305,16.03
30529392743764460068,SN,135.05571,-13.63422,16.8
468485116358949620,VS,173.40787,-42.2484,18.84
30139211187227969957,VS,180.70679,-54.37974,16.05
24847091995326785397,VS,225.75362,-67.7037,16.82
92731734355711301276,SN,157.73442,9.72267,18.8
80411181342258586218,SN,160.27667,6.52858,17.99
81551094989967076437,SN,154.14254,22.08739,17.9
36941076523692531159,SN,116.33217,-71.40497,17.4
69883225946798815097,SN,114.29067,-52.31783,16.4
92456844847031842027,SN,332.3095,21.52153,17
93940819016281196674,SN,159.93567,15.03466,18.14
26598008197434269972,SN,168.11412,-6.48224,18.99
90160612130646128552,SN,73.50017,1.96295,17.6
13803464183764103775,SN,175.37854,-9.5618,18.58
64002900263985041763,SN,159.34329,25.87674,18.31
19525370785165809540,SN,174.32787,1.33997,17.56
76578169443368577713,SN,173.75725,8.47375,16.71
36671596596596905965,SN,158.47125,57.06438,17.64
21723408003079222417,SN,184.881,49.81785,16.28
79873401015888341920,SN,198.36079,27.80684,16.7
97075504876842808970,SN,187.7875,-35.93049,15.4
54673074584215308669,SN,33.26317,-33.63501,17.86
2135630369717480420,SN,214.69892,24.94084,16.05
80936828584497766913,SN,92.21942,50.84461,17.1
54136903374180320898,SN,59.55229,18.58175,17.2
77937009119809883956,SN,25.32725,-0.21041,16.8
50900005900509816643,SN,352.97687,-40.75926,17.52
72728894378216001851,SN,17.51012,-70.3495,17
49233555776432154763,SN,13.37271,-36.36505,17.27
52062280002419721973,SN,101.71433,-64.95717,16.7
34458673982764789910,SN,83.03908,-2.0733,17
88408044385056176505,SN,87.11258,-23.32372,17.4
96009996825525468651,SN,121.80479,5.68325,17.55
85113910272531439774,SN,178.7205,-28.62437,18.25
97066031492326793000,SN,21.11087,-2.14057,17.39
2654332851374377758,SN,249.71333,39.81437,16.69
8795545465190856347,SN,187.21933,-11.64992,18.05
97657892340993592806,SN,150.84537,-37.39565,16.89
43231092262444204982,VS,61.72596,23.28338,14.8
42735469155902736853,SN,175.48404,12.5861,17.1
55836517434589777003,SN,151.07746,43.42476,17.2
12954833619627429172,SN,119.19875,37.8204,17.78
52076718364049068168,SN,189.18004,26.11352,15.9
32422829319554822621,SN,121.86425,25.12915,16.7
57088270718013159015,SN,260.68525,62.16233,17.8
4586408318614954440,VS,104.27646,-31.99098,18.85
11673717561760268136,SN,38.83596,35.19172,18.9
33970530425053415430,SN,60.56446,-32.98203,18.41
40926071728897680871,SN,346.83971,2.90784,17.64
8575180212509327059,SN,22.26925,40.36371,18.68
49066711333307795782,SN,28.84812,21.28613,18.19
61499630115801283756,SN,327.94537,-55.73833,16.8
37503669634229185076,SN,29.62637,12.92442,17.8
3797889442997768393,SN,321.46721,-37.40338,16.7
64289120067864300166,SN,63.03175,-32.85304,18.5741
37937742321986126848,SN,41.8885,-26.48944,17.65
84054468310207455062,SN,93.29804,-24.27208,18.18
19069682734202259641,SN,320.60496,-11.94856,17.95
37628089453765610343,SN,134.74908,44.83122,18.77
85702720643086295967,SN,151.62129,22.44563,16.84
43213816081068770409,VS,103.86037,-29.73237,16.21
46559865225739839458,SN,1.76312,-20.69684,19.56
53609682825365804268,SN,86.77,-25.77047,18.88
89232869605716385882,SN,63.02304,-32.86243,17.32
5556488131919447499,VS,175.91425,-10.26977,15.1
32515042312634367243,VS,87.70025,70.00718,16.3
98396178849421633592,VS,298.96521,-17.75956,16.1
88220528395882544355,SN,181.07112,21.80091,17.1
43210774785140533108,SN,338.9815,20.32016,17.6
94641721212892206962,VS,95.47154,-27.16737,19.1467
54340495406173060746,VS,326.89325,-25.79242,16.8
67504321857732574833,VS,71.315,75.16412,15.8
78205666769129211571,VS,88.40062,12.54714,17.43
10021417588173215786,SN,101.009,12.39662,17.37
69741864426731764387,SN,134.27142,-20.03504,16.8
84036289128964717552,SN,32.87112,-16.51033,18.08
89711800721431572065,SN,38.01092,-26.66591,17.55
2885086885546601136,SN,298.48062,-23.67322,18.3
75614337857894404112,SN,15.17267,-0.44412,17.15
74437538905742078690,SN,45.50067,42.59093,18.5
81498669943083286977,SN,128.34183,52.53094,17.4
12283303381789376488,SN,327.84333,-25.31034,18.91
92925107618748460261,SN,119.27421,23.14871,17.35
55934537302856421682,SN,338.34446,-1.35705,18.1
53935316528557242562,SN,90.81942,-26.89856,18.03
36759507444434614887,SN,317.28283,-18.10395,17.56
26196533587211193448,SN,328.65242,-42.85055,17
81417334941790191061,VS,68.70075,-21.45093,16.6
14857716261677670263,SN,140.3295,17.03272,16.4
37638281418921148401,SN,28.33104,17.31484,17.94
32038030603959678850,SN,30.37696,14.25948,17.75
49101725243251156681,SN,91.24604,-33.41111,18.13
2952467199755878375,SN,33.31929,-7.66133,17.91
72947773637563164503,SN,66.2705,-7.56562,17.69
74585875814427400082,SN,73.55687,-20.48401,18.96
11167346434949921881,SN,299.67212,-52.35657,16.8
18451246715647160199,SN,55.91021,46.1591,18.04
78518791898836184923,SN,32.14262,29.23642,17.2
87729999226186395806,SN,37.93083,-25.00162,19.42
28607297549324718174,SN,33.71012,-24.85148,19.15
72492819297796034243,SN,59.54867,15.80065,18.44
4880659244395031648,SN,17.92829,35.27553,20
67576219544040201116,SN,353.952,20.70878,19.08
76607456038810342437,SN,156.02217,16.74102,15.5
65588117194727743240,SN,23.97771,29.32417,17.9
47259859390953188284,SN,113.63183,58.1271,18.672
21136154171063110814,SN,44.39175,5.97814,17.16
94152499153536213102,SN,355.34337,-5.18668,19.79
21734802552025241366,SN,20.54887,0.95216,17.9
15802462961350540404,SN,72.94154,44.60085,17.84
14953999712831684195,SN,149.78108,50.98489,17.74
8127941475255582327,SN,10.90254,41.94226,17.67
89674774487468723195,SN,70.02717,6.34534,19.73
89509288192135261326,SN,301.68987,-31.01236,17.44
21612823116654111239,SN,43.49458,5.98985,18.46
92543975205538820799,SN,32.59942,44.17684,17.91
28102193966570235602,SN,4.59925,16.69249,20.73
74690962173219541280,SN,44.02583,27.70154,17.45
65741171812452861573,SN,278.94654,22.4751,18.6
90455833509981717173,SN,324.0095,1.88568,19.26
52602584134980654768,SN,135.89375,41.71263,17.3
30417666702340672155,SN,10.74479,31.03671,19.79
80683659404847836518,SN,285.13512,54.56936,17.1
62082463010786087817,SN,31.71725,42.53698,19.221
71291034844516427427,SN,13.56592,-2.44713,20.2985
26231934336739724185,SN,267.05158,17.62544,16.2
95806881635652865655,SN,349.16671,29.89548,19.9992
20696225669559926269,SN,124.36179,21.69043,18.9
46639323899936278016,SN,3.64437,48.25225,18.6
22343248154459776175,SN,357.17533,30.55822,19.106
53436173496487431038,SN,140.86675,-23.16965,15.95
63377471224452377982,SN,48.30358,2.14377,17.9
14787615309386335599,SN,20.09429,-0.07228,18.6
77524501039320785883,SN,33.84242,-5.30744,18.36
86796221041445708248,SN,358.74137,-63.4537,18.31
9690364407817634362,SN,6.87629,30.9933,18.5
30994648077350529913,SN,292.25208,-51.97113,16
75345878385360508782,SN,340.15758,-1.64119,18.48
96737747255181434801,SN,78.72246,6.25469,18.7
14760371407436821287,SN,37.32283,18.08787,16.3
61938946638734796977,SN,310.2915,-5.09951,17.71
98833061197284254822,VS,295.67054,-26.09677,16.76
39721903080762554425,SN,41.29637,-9.12035,17.66
70663385089200970680,SN,40.1435,19.28331,17.7
75139878520937031758,SN,91.11725,-20.34026,15.9
90380685487013010605,SN,28.88729,33.82297,19.1
63067147905999161479,SN,24.77771,-29.91036,17.5
36760333196546530255,SN,319.92212,21.96564,18.7
73276127747613175429,SN,324.60254,-4.76299,19.54
46824825522591408480,SN,321.41946,-2.22484,19.23
32837162539477546827,SN,33.97692,4.19478,20.09
70811763467828970994,SN,60.70221,1.971,19.5
54793522711876402938,SN,77.02175,-41.68714,17
59736903153739971062,SN,76.91529,-19.54922,17.1
44882337187772296124,SN,272.02708,25.4087,17.64
36590679081166725414,SN,315.01,16.26894,18.3499
16477583080933082690,SN,49.55517,-50.88481,18.56
63729314881121993531,SN,218.17275,52.08079,18.82
77479253030072629849,SN,338.30721,-40.64329,17.69
43681723529904123914,SN,16.13975,-1.98387,17.9125
90003405032253921234,SN,15.38067,38.54514,19.7729
40384220195201564596,SN,14.02746,14.34574,19.08
87901920684968851003,SN,320.92437,33.1146,18.8
54699990380536693705,SN,8.68612,-6.15955,17.9
67220012309513746733,SN,1.47329,8.43016,17.8559
70755452563151963565,SN,1.96633,-25.25256,19.73
64294717544897889612,SN,354.05838,23.69594,19.49
22728945340895193067,SN,39.93062,-16.00229,19.71
15799724368526506482,SN,16.84163,4.19252,19.019
64260718889941950241,SN,32.534,-48.64009,18.89
48849348942753772766,SN,359.85912,-24.42409,17.59
90304702783059980488,AGN,323.90817,-36.77632,18.99
76365230857435147990,SN,260.23979,24.9098,18.1
59793648683158198986,SN,23.56025,-29.44028,17.6
43054386363041709410,SN,14.04792,-46.74329,19.25
89095422765016947098,SN,35.34279,-42.34428,18.95
82530303446978286656,VS,285.78946,-9.92098,17.59
64056825080067764185,SN,127.38783,29.98212,18.74
40056842223392068057,VS,309.25817,6.40133,17.67
53735514383066037970,VS,293.49671,-13.73472,17.69
49849455995392828210,VS,288.38167,-12.95786,17.02
61112256432781115625,SN,268.43421,-0.43503,18.95
83855058687213787522,SN,310.48858,-40.47235,18.81
53654560730048004753,SN,122.55712,33.95713,18
22970860738395403746,SN,66.76358,-6.1734,17.33
80826749357681064560,SN,65.22267,-3.16076,17.53
85626481152895149849,SN,64.46025,-4.79509,17.07
69208836975582475142,SN,43.75983,-23.16243,18.63
61577191694942554506,SN,308.16446,-56.97687,18.27
65111744302676861420,VS,41.42062,-13.46549,18.7
12504236448409286459,SN,18.13525,-17.45506,18.33
14148811713848305796,SN,28.30225,-49.56096,16.3
99494472937134381136,SN,111.68196,85.76436,16.3
18657631541307366598,SN,2.65183,-6.63582,18.24
33396033222199080703,SN,20.43358,-11.76951,17.9
54103669500462489793,SN,274.89821,23.78589,17.6
47811721498388904493,SN,18.52696,-32.65717,17
85921878795585674334,SN,18.031,41.77464,20.0768
60273828342059320749,SN,316.06608,-6.34014,19.5558
88982150892903738742,SN,19.82496,44.12347,19.383
21925079771791304716,SN,343.21767,-6.10801,18.525
98857551880041022572,SN,62.63121,-54.6852,16.9
51805248116350340233,SN,328.09396,3.42181,18.3
66666126853092840612,SN,351.47321,26.90664,20.2609
9421145818743709168,SN,1.89187,31.94873,18.9662
91501696675345533874,SN,24.86004,-34.012,18.81
12971148597584964567,SN,338.07171,-23.70251,18.83
96438588648120723713,SN,316.23008,65.70814,18.4
7316402482203247256,SN,354.48592,27.27715,17
87565052851409506063,SN,9.98137,14.86955,19.993
70713415786579882853,SN,333.40821,29.13827,20.1567
39144595671753826187,SN,329.32596,3.13809,20.6531
73953515774060909046,SN,28.49571,-0.75055,20.5
53573801553292246506,SN,345.01775,17.84817,18.067
25011676747367757693,SN,31.71317,14.72256,17
80999486709399502977,VS,40.37946,59.60834,15.8
93061541898320432290,SN,210.71629,-30.61646,16.8
32356095581535821759,SN,34.37237,-59.85652,16.86
68521838974155877613,SN,5.38558,-5.95675,18.5
2197653016482339525,SN,43.21262,42.20715,17.5
46245465867453858125,SN,252.08867,6.27069,17.5
17401343538196457086,SN,327.04392,26.47542,19.516
83204788349935539140,SN,19.72167,9.95986,19.072
30896593924465880654,SN,5.90792,-0.50484,18.7341
88669457835893753758,SN,0.03892,-1.25571,18.6583
34901801919214117718,SN,121.28833,-22.59983,16.1
89386461281849965065,SN,16.46821,8.21465,19.832
77819464576932474942,SN,249.41167,72.3735,16.4
79175622552599436674,OTHER TRANSIENT,7.48767,32.89375,17.2273
5190072261378904021,SN,344.61992,-10.55581,19
28138761885553124345,SN,23.7105,21.41619,17.8
59101183324099297759,SN,323.856,21.32025,18.5
65989687761825345617,SN,341.37483,-7.33532,17.5
83944817892820455077,SN,356.7985,10.08321,17.1
77102300859265903015,SN,7.15212,-1.55087,19.71
21021383948714927048,SN,2.77642,2.08726,18.443
90434851566310044831,SN,7.26896,14.75084,18.963
4972175733890870416,SN,328.62446,-57.66198,19.4963
79308664218308509434,SN,24.85225,38.12819,19.112
93867373350829837521,SN,330.04229,18.9632,19.4477
41867050483928580569,AGN,302.98379,81.26745,17.1
87841572354850527403,SN,359.69458,36.19039,19.2642
24477335475149572980,SN,351.29962,27.73251,19.584
14037471235766626372,SN,11.73467,-33.79322,16.75
61213154057227602754,SN,352.335,22.54141,19.6773
25167522282774898578,SN,335.19142,26.58544,19.035
45283377241419723783,SN,331.85392,20.72144,19.338
18189187902809031451,SN,320.699,16.47158,19.8038
84898014255105099843,SN,332.33604,26.17155,19.458
8706816972012988641,SN,330.76658,11.90207,18.6
41472680956503551947,SN,330.57271,29.53478,20.159
94672909561811820503,SN,350.16042,48.39155,18.72
89535317721842631500,SN,23.66729,55.41898,19.56
6607614555116446315,SN,42.42821,46.57685,17.94
73819689814074813473,SN,227.95617,46.25089,18.5
81719988486539200852,SN,339.24642,-25.23212,15.5
34543412819178642116,SN,256.45254,69.84832,16.8
20993362421565472527,SN,11.62196,8.43301,18.44
88457654458576772225,SN,246.62171,62.09224,18.3
12946814162502512632,SN,310.16613,-54.31007,17
38832941777874458168,SN,353.44125,25.56403,18.65
46446543763920330729,SN,24.2135,-8.80751,17.83
36090159530536762639,SN,19.93917,9.89517,18.91
84977371294213743428,SN,359.81667,22.05019,17.4
51618635237180825721,SN,15.39792,17.10119,17.31
17432475985697709557,SN,316.34975,14.17232,18.57
87293719840530205775,SN,26.02737,34.38283,17.7
1125583868888704105,SN,1.29667,27.62464,18.51
71563556784023233512,SN,264.40125,43.51999,17.22
33094535735124726680,SN,29.51975,-0.87271,17.12
31241594487940184590,SN,44.02421,-14.18851,17.92
45701162268499592997,SN,51.57,17.06283,19.93
52686541332378524455,SN,54.89333,20.70844,17.66
67777795556106909925,SN,356.766,-1.72827,17.78
58267927954854980928,SN,282.61267,52.664,18.513
19136388897821489019,SN,225.65229,23.35265,17.5
73676983042225036049,SN,19.92258,45.5636,19.121
69394678995093578349,AGN,352.11542,22.41222,16.8
35262779678552425235,SN,36.84042,-23.92925,16.3
61741507214504807967,SN,6.4365,-2.96525,19.18
21243778625379588501,SN,1.60517,-0.29614,20.02
83777896282837590254,SN,331.01308,-10.21822,19.35
79534378687738871477,SN,280.00387,54.21802,17
97313361284481779656,SN,284.51704,43.93961,18.5
40459344021995751490,SN,74.87517,-28.86088,17
94319624854246276307,SN,89.74496,-52.43832,16.6
39304747362704229200,SN,88.85037,51.91275,17.7
14782192443633713505,VS,112.33958,-35.96983,16.42
58198373382132625896,SN,241.05979,16.69002,17.4
57568896906811888744,SN,18.56475,-16.416,16.8
55110428270855782956,SN,322.84008,22.9827,19.671
455243395613705896,VS,274.76208,9.92853,17.88
67717129494888587268,VS,302.69667,58.52972,17.51
47753122672339249707,SN,50.13092,41.51136,17.8
37654721489787719682,SN,43.03879,-8.67347,18.09
40974689840445893808,VS,234.42679,-22.60453,16.98
56135581695050640808,VS,36.51892,-7.92784,18.68
12997314502365992879,SN,36.54504,-23.39836,17.98
62589887421337839649,SN,0.77967,-1.91169,16.53
50846256351884661568,SN,248.28479,-15.55901,17.67
97904605953291965496,SN,18.59275,-13.15309,18.29
86518889872864812989,SN,353.60537,-6.57841,17.93
30590928794421152593,SN,351.32408,-18.87839,18.48
90502667672582435953,VS,257.27075,-17.60604,16.88
95736856759535924712,SN,231.62308,41.7344,16.58
66243988940609366045,SN,91.04583,-65.24464,17.87
18209871796240739849,SN,85.225,-12.24328,17.7
51295204541326191082,SN,89.99208,-18.08953,16.98
69598261127723006623,SN,90.92875,-35.73533,18.96
82833832909598933881,SN,307.558,-10.9505,18.69
13376390360692546541,VS,215.35167,-84.52517,18.13
20069530981249731553,SN,344.91462,2.14977,17.75
25639244930971423954,SN,328.36617,-34.40582,14.9
1496347149631511479,VS,257.265,-6.52186,16.97
88533253339778524145,SN,330.01533,-30.18426,17
73986359261178163232,VS,256.95667,-20.44089,18.23
85643943181684898248,SN,75.42417,3.57456,18.59
73442115327186433541,SN,244.57625,42.60414,18.86
65871575203069799310,SN,336.38233,38.98431,16.8
39794023705718028723,SN,203.661,-23.68143,16.2
65128603700380940943,SN,60.81958,-54.59722,18.46
3251900066109795221,SN,46.84542,-43.54414,18.94
63429649880813251393,SN,45.45375,-57.03594,18.4
49529831335717192339,SN,43.4125,-17.55547,17.53
55124847505937911337,SN,53.66042,13.58053,17.59
65865171858243974535,SN,229.98292,5.40533,17.64
81146974585052827045,SN,316.26625,-72.88753,18.46
33499544068370575121,SN,355.92667,-72.26478,18.63
78941954564151538964,SN,1.01604,-34.81441,16.6
7251622506010611993,SN,5.97496,28.33274,18.23
34110744644507825346,SN,46.08208,-57.58386,18.14
25125465381657838822,SN,180.71542,44.25761,17.35
81303710488979617399,SN,172.23208,25.86133,17.66
93834738338257090107,SN,148.21333,-11.37225,18.22
70435471030461322460,VS,261.58375,6.27192,18.73
3110796240534092137,SN,5.17083,25.22908,19.42
91616995983047447635,SN,323.29629,0.93989,19.55
82305151473485891556,SN,339.43079,-26.64672,18.06
85470625450976092757,SN,235.89492,-4.62074,18.22
51482577186579030338,SN,31.15625,21.58568,16.6
62897271773429665860,SN,251.40521,21.82203,18.1
96079918709415656761,SN,27.71546,22.5668,16.8
17940112557443940589,SN,209.76858,33.13897,17.4
58426440734205837211,SN,15.87612,-47.02433,16.3
2312284151953680012,SN,68.61479,-21.21531,16.6
54447882757042701463,SN,35.34487,16.56516,16.1
97576300398013313373,SN,21.48438,16.59548,17.2
32074200251610141054,SN,26.71712,33.38932,17.2
41945549781532423598,SN,317.39929,15.1255,17.9
9335552848949692994,VS,304.36471,-16.5521,15.9
60744172004649781355,SN,212.90042,-30.39808,16.7
57850716548883357137,SN,199.17821,-55.29997,16.6
9963908690788682587,SN,195.68458,-26.9409,16.4
57317384319162712741,SN,181.73996,27.30137,17.2
55816420894175908875,SN,334.24329,46.73536,17.1
27362907037770986520,SN,300.95412,-60.25701,16.2
11039786392630438058,SN,318.09729,14.7793,17.12
46104847078106498759,VS,287.17587,49.73814,16.57
48312256469537063085,SN,229.43571,8.68505,21.03
48040699943156669335,SN,238.15,-8.60337,20.51
35837425785032291606,SN,229.92408,11.03799,19.78
95210925393629462713,SN,251.36437,37.0805,19.97
14311804726402129138,SN,228.34867,27.77732,20.65
66273579062013035280,SN,251.39321,22.90845,20.64
89741386009461699987,SN,244.83254,39.52723,20.47
61043330609695648795,SN,239.55425,22.60377,20.07
35589989140111300161,SN,246.33662,57.73774,20.91
84265154338853716578,SN,231.90137,57.85648,20.19
50320554832135287980,SN,188.28108,56.4372,21.15
48976204891907302566,SN,290.12021,54.20852,17.8
37169514758658659989,SN,279.65646,41.52802,18.7
72302999071843430986,SN,220.44417,19.25185,17.5
7465354447464218422,SN,334.95579,-40.66756,17.6
28095829582797303988,SN,248.24675,31.96202,19.01
26051228055278634136,SN,244.81142,40.42058,18.5
92433584213434172394,SN,252.03821,46.09005,18.42
60589170497178311542,SN,228.62933,6.6873,18.69
18486109078164793644,VS,210.51292,46.22617,13.2
36502026256924056210,SN,248.45613,33.32862,18.67
90334100950373395528,SN,258.55471,41.5618,18.82
76034273887972671292,SN,30.18733,-46.28029,17.15
96707244360571301482,SN,254.07162,41.3885,19.96
19494616480355606941,SN,359.05725,-0.54123,18
6221738192005316706,SN,221.77729,11.5949,16.8
27078495255891931410,SN,325.35183,-14.07666,17.78
75615543503567272412,SN,258.35087,42.89503,19.2
22539252163817879622,SN,236.13,16.30356,17.9
22291614387271803968,SN,175.25929,35.49191,18.79
37644551555551406644,SN,198.37808,43.52954,20.26
32257200877429455825,SN,193.19962,55.0598,19.72
58115850108540119140,SN,184.52742,29.46786,20.81
83019224683646221200,SN,170.07958,12.98222,16.66
10046674958853664653,SN,182.02833,65.17729,14.8
97170887421934167916,SN,329.76725,18.18624,15.7
53112407341461879086,SN,194.24537,-15.53625,16.2
19725911290173354342,VS,305.70883,22.70268,16.9
8107503402368582237,SN,151.72687,-15.71685,16.4
14739146555652830374,SN,237.77487,34.4313,17.7
6767559639026453238,SN,186.16192,7.91329,18.83
30715430737636892993,VS,259.06546,-29.04124,14.07
78609572334043824846,SN,188.42392,7.28815,20.5
8240765959458635696,SN,181.654,-2.65082,20.68
76811921779901426151,SN,199.59533,31.58795,20.4
86852078846115468105,SN,208.99629,36.69789,20.48
53388984124254016109,SN,201.11137,43.95218,19.49
6988843252002443691,SN,0.52333,-26.98009,16.3
85171482546237510628,SN,1.31717,-16.4925,16.5
46225226715348705011,SN,213.66796,15.11317,20.29
20260335070014782396,SN,271.10271,56.94582,17.4
21944179825411528900,SN,187.9735,-51.74745,16.1
55016057367048708745,SN,345.29767,-37.26916,17
94319876269238232297,SN,335.37217,-22.26279,16.3
11775061325994926858,SN,232.9635,37.4133,17.6
47271748989058443941,SN,217.78858,27.23606,18.03
12593999456766338240,SN,195.90487,55.10315,20.12
16669074727107080,SN,183.77629,13.59303,20.96
67075727188434201917,SN,182.16512,18.29158,18.74
15483503483498232176,SN,119.14267,19.99733,20.87
82346448754500486270,SN,171.39892,32.32152,16.9
34992834587903983213,SN,221.33375,3.83778,18
2766061517770781078,SN,15.66625,-49.65697,17.1
48637784758580543831,SN,212.49533,17.76347,16
25627122471473998794,SN,193.78525,39.20067,17.6
98869369113331451801,SN,263.9075,8.80899,17.8
54131735515666115257,SN,257.59967,26.39664,17.45
37882706226075415291,SN,131.04604,34.7155,17.05
72502904756720627886,SN,203.36333,5.48273,18.4
67438174985163545445,SN,155.00717,56.46104,17.2
60012329244855463446,SN,177.72721,2.30599,16.9
75360564768892103552,SN,137.67325,50.03442,18
88529455519974479450,SN,134.96758,49.77108,18
25764955191257827421,SN,331.14817,42.32575,16.3
79677107115695438603,SN,310.84333,80.15407,17
25706820661459912936,SN,257.11083,25.51431,18.2
13123245740809936096,SN,181.31033,10.61539,17.4
18366771410514641995,SN,251.22662,21.03153,19.86
50514587527792477426,SN,220.22371,9.3115,20.32
61795220350443947750,SN,217.41096,37.97444,21.03
39853313989590782095,SN,181.54196,30.91969,21.11
7068845453576750692,SN,253.62858,23.26117,19.34
62067537528344247555,SN,181.65379,25.56394,19.94
58819889392858209268,SN,85.80267,-41.52147,16.95
47248697162235448777,SN,209.64083,38.79916,17.98
16035886902343559065,SN,283.37204,30.6792,16.77
95680793103999256273,SN,278.63412,-58.52911,17.6
14390798337383877580,SN,203.06358,84.67868,17
74463913854705115084,SN,134.16304,52.10228,16.5
20676882918311694087,SN,110.10125,32.85033,16.4
76434325740663798515,SN,287.65554,37.65473,16.9
67258127005963958841,VS,319.43679,15.05997,16.4
49776181799454518393,SN,251.60746,40.04505,18.5
55245424232385649774,SN,235.12179,0.9101,16.3
65482100533235709010,SN,260.70375,14.01663,18.2
63222552568638935467,SN,88.24833,-17.86225,16.5
