transient_object_id,class,ra,dec,first_detect_mag,first_detect_filter
1114453811091107300,SN,176.22423669018113,9.185373953044051,19.4822,r
1115024791015620400,AGN,177.603327629406,1.9390222147338274,19.3646,i
1115931841291443900,AGN,179.8826811413621,29.2455376588025,17.8594,z
1120921461665306800,SN,182.33943790285875,66.88524612629026,19.3767,z
1122532141044419300,AGN,186.3839555085414,4.738711074634645,20.2514,i
1122706181073000700,SN,186.77576174154956,7.500207874648958,19.7752,i
1124602560165209100,SN,191.51069279943127,-16.86920578467361,19.2424,z
1125256920001052600,AGN,193.2371830752167,-0.18128238501148597,19.2898,g
1125809311351942900,AGN,194.5388166123627,35.3286012132505,16.9062,g
1131908321170253100,AGN,199.78467194007945,17.048100940595415,20.2188,z
1132104021560958000,STAR,200.2667558106276,56.166113275747186,18.1713,i
1132429341474320600,AGN,201.12227907195438,47.72240971186357,20.3519,r
1133220381364049400,AGN,203.08491894440238,36.68039039003484,20.2274,g
1133253281355733900,SN,203.222018415685,35.959427309830595,19.6,i
1135210561462820400,SN,208.04404057577275,46.47233493739339,18.3583,r
1140038601114011600,SN,210.160846146554,11.66989720452924,18.1784,i
1140715021090322500,SN,211.81259234148436,9.056256375161212,22.2859,r
1141056361593031600,AGN,212.7348367461337,59.508788650011596,18.9543,r
1142012001005907000,AGN,215.05000164767736,0.985298834387311,19.9837,r
1142446211461348700,SN,216.19257015640417,46.23020570692132,18.0263,r
1145726971051603500,STAR,224.3624106682362,5.267661087539041,16.0376,z
1152211311244412800,STAR,230.54715939122212,24.7368961753992,21.796,g
1154104671360253000,STAR,235.269495287924,36.048057837020814,17.298,i
1160822151401217900,AGN,242.09232100976396,40.20498324733614,18.1304,z
1163058201212204600,STAR,247.74251554993538,21.367955733886525,16.5522,i
1163838421352059200,AGN,249.66012222198316,35.349802654317834,19.9346,z
1164632121760123200,AGN,251.6338342631702,76.02311126328038,19.5209,i
1164740411241748900,AGN,251.91839292268307,24.296935689566055,18.9411,z
1165029651454419200,SN,252.6235697982607,45.738682788359434,17.7112,g
1165235251390208400,SN,253.1469148667389,39.035679716103104,19.8147,i
1171034051572520600,STAR,257.64189664293247,57.42240325352258,19.0609,z
1200023881105448800,STAR,300.0995201495312,10.913561274400205,20.1608,i
1210014111004445900,STAR,315.058803533337,0.7460866994315405,15.9259,i
1212603890063709000,SN,321.51622847073816,-6.619185839961777,19.6973,g
1221241551003043100,SN,333.173135478091,0.511994290642954,16.4343,i
1223713401061322400,SN,339.3058673805389,6.222896019168994,20.215,r
1231428931135906300,AGN,348.6205631038063,13.985091895996323,19.188,z
1234953520091606900,AGN,357.4730179174366,-9.268600355125256,19.8382,z
1022408270032751200,SN,36.0344826380364,-3.46423207813826,21.6765,z
1084218371434941300,SN,130.57655212115495,43.82814691195848,21.0838,z
1083624001433825800,SN,129.10002722733765,43.640515318969726,21.123,z
1022127470031856600,SN,35.364465311433726,-3.3157423417323453,22.0613,g
1033736870273017100,SN,54.4036605609049,-27.5047569155578,20.3287,z
1033219860290049700,SN,53.0827600682743,-29.0138112454326,21.2048,z
1122908611465247000,SN,187.28591597873952,46.87974572693403,18.5061,z
1100416991023550400,SN,151.07081393647775,2.5973551062317783,21.4035,g
1100037341024523100,SN,150.15561878235317,2.7564324298303515,21.9707,g
1141557971520310500,SN,213.991566233308,52.0529176753441,20.3978,y
1084547671442514000,SN,131.44864422634046,44.42057720923692,20.6707,z
1121704291463738800,SN,184.267878630669,46.6274543060083,20.3161,z
1100046201023304300,SN,150.19252563253949,2.5512139995736236,20.2065,y
1100051101021140100,SN,150.2129350701117,2.1944722662599925,21.5488,z
1104645051571054200,SN,161.6877094206079,57.181736148076226,21.2322,z
1141753681535029900,SN,214.47367439149903,53.84164015887975,21.7089,r
1095752641015221000,SN,149.46934450989414,1.8725041205008839,20.4322,i
1095916601031828300,SN,149.81917729813864,3.3078888006149185,22.2503,z
1100144281031641600,SN,150.434517294243,3.27822755294129,20.9755,y
1160335221545252700,SN,240.8967626490692,54.88131173501305,21.7466,i
1161601631545831300,SN,244.00679636944903,54.97538559818243,22.5373,i
1122121041465814800,SN,185.337707023035,46.9708010285488,22.0131,r
1095810961005129200,SN,149.54567085279078,0.8581385744090143,22.4715,i
1105846251581153300,SN,164.69271253518323,58.1981634789349,22.5744,i
1161200771541608000,SN,243.0032493432991,54.268912854612736,22.6886,i
1161237331561836900,SN,243.15554759618868,56.31025857236957,23.068,i
1160455851535443400,SN,241.232730548688,53.9120695316963,22.3501,r
1105213291582616900,SN,163.0553885058993,58.43804133502557,20.7131,y
1161839111554103100,SN,244.66297017492886,55.684200261400775,21.6427,z
1122610681475201200,SN,186.544521504452,47.8670165549661,22.6751,r
1104548321564214800,SN,161.451351749799,56.7041264174049,22.3182,g
1104933101573559700,SN,162.3879580179,57.5999187524707,20.9035,g
1140808011522942800,SN,212.03340693031092,52.49523468030769,22.5986,z
1160833591544506300,SN,242.13997306803225,54.75176982197533,22.9059,i
1142205771523240500,SN,215.524049283341,52.5446002530224,21.9029,z
1121955461464048800,SN,184.9811154173554,46.68023847021423,21.2994,g
1232911990011041900,SN,352.2999882788619,-1.178316090793976,21.3825,y
1232935351004121200,SN,352.39730492513365,0.6892438967250596,22.0398,z
1232443311001604100,SN,351.18048450993984,0.2678170933841821,21.9912,z
1221757821003502300,SN,334.49094135669634,0.5839745210181292,22.628,g
1233009710005159300,SN,352.5404674954801,-0.8664756898555407,21.4791,z
1033304020265753400,SN,53.2667603929169,-26.964838400010496,20.74,z
1022525340033546400,SN,36.35558354800567,-3.596223848484134,21.4414,z
1033106400262352700,SN,52.77666781089336,-26.397980148114833,20.7162,g
1221912051010936700,SN,334.8002448102481,1.1601952433455687,21.6392,i
1083446581434329600,SN,128.69410129630361,43.7249030592183,19.8158,y
1084127421434300300,SN,130.36426214034887,43.71677361658881,21.356,z
1100111231013254800,SN,150.29681802249047,1.548563582028523,21.6044,z
1083702591434416600,SN,129.260809365365,43.7379625952899,23.3835,i
1160928301534023800,AGN,242.367957121338,53.6732955658322,22.2816,g
1095530951012901100,SN,148.878976817181,1.48364606704977,NULL,NULL
1095916781013648300,SN,149.819938500092,1.61342854525979,NULL,NULL
1100208811024306600,SN,150.536739270168,2.7185259224932,NULL,NULL
1095557231021548400,SN,148.988470489642,2.26344574843092,NULL,NULL
1105316861573549400,AGN,163.320282193908,57.5970796410245,20.9639,i
1105140471581055500,AGN,162.918634227964,58.1820854840902,NULL,NULL
1104252281580158200,SN,160.717871164971,58.0328578028409,21.5433,i
1084619221440422800,SN,131.580108370067,44.0730110273394,NULL,NULL
1104241671585037500,SN,160.673630432963,58.8437502261298,20.8102,i
1121848061455204000,AGN,184.700284415735,45.8677849082507,23.5012,i
1122555141473605100,SN,186.479770213118,47.6014217973728,23.3763,i
1084232371435955500,SN,130.634886552585,43.9987683042948,23.0712,i
1084226201453456400,Other,130.609173089982,45.5823501279447,24.1322,i
1095859771030927300,SN,149.749048574313,3.15758649851612,22.7552,i
1121656521461856600,SN,184.235536002134,46.3157395235064,22.2046,g
1122520661460054700,SN,186.336088855562,46.0152096118428,22.8942,g
1121729901473254600,SN,184.374587016081,47.5485083996254,21.2099,z
1084546311445812500,SN,131.442979590171,44.9701400020277,NULL,NULL
1084650671452930900,SN,131.711127268453,45.4919242388839,22.9493,i
1095652401023547700,AGN,149.218346126169,2.59660630527977,22.6524,i
1100455541023527000,SN,151.231448833927,2.59084623668711,NULL,NULL
1161758401554433000,SN,244.493340444612,55.7425260580243,22.3059,z
1100316391032353300,SN,150.818314625404,3.3981451555617,22.406,i
1104803531585135700,SN,162.014732434779,58.8599333074281,20.4462,i
1105005851584638900,SN,162.524414973222,58.7774833028884,NULL,NULL
1104932981575620600,Other,162.387432611556,57.9390689071753,NULL,NULL
1104515371581133600,SN,161.314045422226,58.1926831241338,23.1856,r
1095911441010838700,SN,149.797681911866,1.14408696766391,23.7358,i
1100021241012505900,SN,150.088500601129,1.41830940331245,NULL,NULL
1161144401560508500,SN,242.935004271017,56.0857060861412,22.4471,z
1100045651020123200,SN,150.190222388606,2.02313803274541,NULL,NULL
1100044001032414000,SN,150.18335230497,3.40390096380853,NULL,NULL
1104716281590125000,SN,161.817842502165,59.0236170459119,23.0171,r
1121242181465929500,SN,183.175779312037,46.9915389695068,22.2594,i
1221300961004624200,SN,333.254010504292,0.77339737634119,20.9823,z
1141125741524924300,AGN,212.857256535011,52.8234279084926,21.8927,g
1140726961532034400,SN,211.862356174712,53.3428896571467,NULL,NULL
1155319721101827900,SN,238.33219013409,10.3077665944419,19.7671,i
1140857841524817800,AGN,212.241013638678,52.8049508006455,21.7259,g
1141211651532747400,SN,213.048542780535,53.4631796867209,22.6952,r
1141131051533446000,SN,212.879388871103,53.5794516027132,22.3086,z
1141854871535956800,SN,214.728652976807,53.9991133426065,22.9306,i
1100200441020337600,SN,150.501840776228,2.06046888412686,NULL,NULL
1104823471570853200,SN,162.097809517369,57.1481195982715,22.4557,i
1100348381023846700,SN,150.951624703014,2.64632103433621,22.7668,r
1104509351583316500,SN,161.288970759668,58.5545882651857,21.5438,i
1171152821433657100,SN,257.970123117644,43.6158843172668,19.3737,g
1141750511524803700,SN,214.460463925516,52.8010403622932,23.3998,r
1141628711540312600,SN,214.119628449245,54.0535126833004,22.6761,i
1142010601533342200,SN,215.044205422383,53.5617268645468,21.9703,g
1140949461535934900,AGN,212.45608869045,53.9930463869236,23.1555,g
1103955611584927700,SN,159.981746869751,58.8243661774026,21.8843,z
1105302751580810300,SN,163.26147480209,58.1361971552214,22.4026,i
1121846891473850500,SN,184.6953825953,47.6473804271781,21.8648,z
1221337831011423400,SN,333.407653373605,1.2398573035472,21.355,y
1142401541532751400,SN,216.006437290612,53.4643048717308,22.1493,i
1141039331535922300,SN,212.663882835603,53.9895354872264,22.7858,r
1140733451523818000,SN,211.889403544981,52.6383488197674,22.6758,z
1141257011524437800,SN,213.237562457717,52.7438581752633,21.8271,z
1161301221552909000,SN,243.255120241254,55.485857804058,21.4794,y
1141917141534506200,SN,214.821432741914,53.7517375845894,22.3542,z
1160335301545252400,SN,240.897085557936,54.8812398809224,21.7466,i
1160135981543655700,SN,240.399929873795,54.6154770837662,20.9722,g
1160830471534106700,SN,242.126961871155,53.6852193408188,21.1218,y
1161748501543800000,SN,244.452111641977,54.6333573154362,22.9826,z
1160456221545241000,SN,241.234289496161,54.8780651142911,22.8061,z
1161122271550351100,Other,242.842801949142,55.064219778088,21.122,y
1161110281550720400,SN,242.792854087388,55.1223545830559,23.115,i
1161305931554351700,Other,243.274738732549,55.7310486705654,22.1679,z
1232559490003055900,SN,351.497876670648,-0.515530325378702,22.6707,g
1161445481560935400,SN,243.689511024395,56.1598514388295,22.6566,i
1233049010011226700,Other,352.704233328687,-1.20743568445078,22.8197,z
1160554071551152000,SN,241.475295510749,55.197789737672,23.9135,i
1221219701010210000,SN,333.08208695638,1.036120916733,23.1183,i
1232948700001729600,SN,352.452950444995,-0.291570537333254,23.0404,i
1233228310002143400,Other,353.117999546663,-0.362076824113647,23.5061,i
1021854470041442900,SN,34.7269913166662,-4.24527101410002,23.477,y
1022004160033045900,SN,35.0173528655315,-3.51277312930007,21.8752,y
1022717430034917400,SN,36.8226317894284,-3.8215045296354,23.6435,i
1022652270030713300,SN,36.7178034040054,-3.12036485564485,23.1729,i
1232810560014330800,SN,352.044012912135,-1.72522420131686,22.8426,z
1022104430030615300,SN,35.268475834422,-3.10425684028537,24.2981,r
1221444271011304200,SN,333.684498291541,1.21785321102457,22.782,i
1022117820025657900,SN,35.324262367605,-2.9494206555215,22.0978,z
1161040641555541700,SN,242.669352440958,55.9282522413414,23.0071,i
1221124161000943700,SN,332.85067699632,0.16214353351473,23.4095,i
1221528081013258600,SN,333.867021153955,1.54961940838832,23.0175,i
1221358880001128900,SN,333.495371214413,-0.191363790225801,23.2898,i
1221420320001859100,SN,333.584703705885,-0.316431709214283,23.0161,i
1221829291005629200,SN,334.622066401774,0.941463279075456,23.2803,i
1232433991001336400,SN,351.141664129605,0.226779953626139,23.6463,z
1022829170040849600,SN,37.121567350568,-4.14713291884767,23.8069,i
1022331080025137500,SN,35.8795042888102,-2.86043914356884,22.8193,i
1221918741002935700,SN,334.828111474567,0.493273322563929,22.8039,r
1021956720035738400,SN,34.9863602423733,-3.96069423259134,23.0762,r
1221404141010630100,SN,333.517272771204,1.10837424276696,22.0487,i
1221529641003230600,SN,333.873520269174,0.54183532694628,23.2449,i
1022110730052723300,SN,35.2947405159889,-5.45648783659743,24.5647,i
1022330880025138500,SN,35.8786701625748,-2.8607167609963,22.9188,i
1221429820000403400,Other,333.624270298863,-0.0676289129015921,23.007,r
1232737790014544700,SN,351.907485451887,-1.76242668138241,22.9603,i
1233147650012549700,SN,352.94856541251,-1.43047235346289,22.7009,i
1022408930024717400,SN,36.0372400455604,-2.78818462261977,22.6265,z
1084003891432517200,SN,130.016232193542,43.4214606930753,22.3204,i
1233318850005701800,SN,353.328547780703,-0.950500011152851,23.3543,z
1221147881010900600,SN,332.949532214542,1.15017158790693,22.994,i
1022658000051606400,SN,36.7416820929236,-5.26845980603432,22.2013,z
1084415721431829100,SN,131.065539532202,43.3080994594489,20.6198,i
1084525491440335800,SN,131.356247634945,44.059962100835,23.3741,i
1084643251440012500,SN,131.680246816509,44.0034822484108,22.2055,i
1022206350031359000,SN,35.5264808708966,-3.23307613485776,23.5985,i
1084833791435906700,SN,132.140817891497,43.9852052613184,23.7583,i
1084718691432429000,SN,131.82787676897,43.4080586998732,21.2874,i
1233310780011407100,SN,353.294922215652,-1.23531845582383,22.2937,r
1232942681004217400,SN,352.427847303826,0.704848449970074,22.2788,z
1221552060004930800,SN,333.966936273419,-0.825243709842659,22.6552,i
1022146150050906000,SN,35.4423229210545,-5.15167118976057,23.3404,i
1022311420024648100,SN,35.7976120118718,-2.78004273171765,22.8532,i
1084547731442515300,SN,131.448898312619,44.4209424242326,23.1364,z
1022251450032418800,SN,35.7143926702343,-3.40522605628358,22.1035,z
1084109961442607100,Other,130.291515653562,44.4353207274823,23.7006,i
1232946661003525600,SN,352.444437736048,0.590463352820583,22.7382,i
1084055361445640900,SN,130.230667082658,44.9446982447938,23.4472,i
1022305520033636400,SN,35.7730397466485,-3.61012191503358,22.6316,y
1032942060275238100,SN,52.4252790957172,-27.8772695879273,19.5793,z
1033004430281524500,SN,52.5184741895922,-28.2568182586401,22.3032,z
1033046680263120000,Other,52.6945239753284,-26.5222312162452,22.8703,i
1033730710282158800,Other,54.3779968063803,-28.3663378719218,23.6661,i
1032643610275609100,SN,51.6817328817196,-27.9358689286569,23.1126,i
1022354460044743300,SN,35.9769348268251,-4.79536853164734,22.0618,r
1021936720033145700,SN,34.9030306978083,-3.52938168875659,21.6286,g
1033617280280305400,SN,54.0720240492288,-28.0515277663476,23.5479,i
1033216090271139400,SN,53.0670554623101,-27.1942875617507,22.6954,i
1033430840271914200,SN,53.6285150964239,-27.3206321299088,20.97,y
1033012900283822600,SN,52.5537794306471,-28.6396283511786,22.2212,g
1221750811010233200,SN,334.461728391348,1.04255891844312,21.871,g
1221731011011519300,SN,334.379246495185,1.25538488498271,21.0438,r
1232528530003654700,Other,351.368911068264,-0.615214104648989,21.4551,i
1233331701000823900,SN,353.382108889771,0.139989097755631,22.7958,i
1232755931002022000,SN,351.983050891103,0.339444985978205,22.7258,z
1232547021002345600,SN,351.445934614469,0.396018012191697,21.9951,r
1033446990291233700,SN,53.6958000949386,-29.2093778032442,20.977,y
1032829480264942600,SN,52.122846185675,-26.828509572515,20.7847,z
1033734520275100200,Other,54.3938526928822,-27.8500714469457,22.9804,z
1033752800270329300,SN,54.4700125560379,-27.0581578168428,23.3219,r
1033719900265406700,SN,54.3329465170749,-26.9018636672096,22.9921,i
1033419240273408300,SN,53.5801760309729,-27.5689743367558,21.9296,g
1033522740275024800,SN,53.8447804822101,-27.8402391802903,22.7631,r
1033139780274742600,Other,52.9157861895613,-27.7951805105351,21.6091,g
1033051150262736400,SN,52.7131471617649,-26.4601291200039,21.9094,g
1084859881445156300,SN,132.249514100009,44.8656602069979,23.022,r
1084003131445339500,SN,130.013069159599,44.8943298446307,23.1378,r
1084802741442657300,SN,132.011441048455,44.4492533530392,22.9258,r
1083644611443317000,SN,129.185904650881,44.5547361811343,22.9998,r
1084716841451751400,SN,131.82020079933,45.2976352399512,22.6579,r
1100045501020123800,SN,150.189608957595,2.02329178870586,22.5714,g
1100316261032829600,SN,150.817779963416,3.47488962699362,19.7857,g
1095539651024251100,AGN,148.915209398328,2.71420264073492,23.1168,g
1084051871440651200,SN,130.216127016394,44.1142333611607,23.5122,i
1095642551005547400,SN,149.177327375532,0.929854320232613,20.8328,i
1100309331020835900,SN,150.788914710088,2.14332061560013,23.5148,i
1100153091020234200,SN,150.471214192118,2.04285855263452,23.5707,i
1033329200284526800,SN,53.3716954399123,-28.7574635781934,22.9458,i
1022451690032040500,SN,36.2154136557548,-3.34459858710725,23.4482,i
1022544030031145000,SN,36.4334968081157,-3.19584675933094,24.9839,i
1095510051014348600,SN,148.791875602152,1.73017815979657,22.8882,r
1100316191032353400,SN,150.817471647487,3.39817066166874,23.2929,g
1104827721570909200,SN,162.115538313511,57.1525727013384,21.5838,i
1100206271020515800,SN,150.526153854153,2.08773857665241,22.7131,g
1104111471581411500,SN,160.297807886603,58.2365541880717,20.135,i
1105621031573955500,SN,164.087653888914,57.6654183864205,20.9579,i
1105443751583735400,SN,163.682326663654,58.6265125571459,20.539,i
1083941531435752000,SN,129.92307611823,43.9644556981074,23.3759,g
1083556561432939500,SN,128.985706064537,43.494331781491,23.2348,g
1084416491452038600,SN,131.068739026617,45.34407138124,22.9555,g
1095752611015219300,SN,149.469240063793,1.87203835213025,23.263,r
1095830811025218100,SN,149.628401311245,2.87170466364457,23.0167,r
1100313791015344000,SN,150.807480759179,1.89555748931611,22.9873,i
1095619751012433800,SN,149.082325902109,1.40940141269389,22.4964,i
1100358831021544500,SN,150.995129993528,2.26237438819457,23.2693,i
1104931551564305600,SN,162.381482771953,56.7182259691169,21.8299,i
1105731141571750100,SN,164.379776940605,57.2972641704082,21.8657,i
1122232901471948400,SN,185.637101751399,47.3301338974795,20.6187,i
1122102541473751300,SN,185.260608130423,47.6309283413195,22.309,i
1121626981470128100,Other,184.112419691732,47.0244867428776,20.2709,i
1032835240272027400,SN,52.1468678122572,-27.3409566961866,22.5647,z
1095645021005808000,SN,149.187621882405,0.968893570977004,22.2483,i
1084951851444117300,SN,132.466054236654,44.6881472123164,22.0311,g
1022912200044357400,SN,37.3008747754523,-4.73262830911596,20.6879,z
1033800380280041500,SN,54.5016048159263,-28.0115392141644,21.5257,z
1084454751425817200,SN,131.228129611517,42.9714600667025,22.2908,z
1105440511590107300,SN,163.66882748694,59.0187175230644,21.612,z
1104529051592943500,SN,161.371067649542,59.4954214924764,23.5918,z
1100139121031458600,SN,150.41302853908,3.2496222495178,22.8986,z
1022333540053202400,SN,35.8897855676349,-5.53400821325873,22.601,i
1104524881571305400,SN,161.35367617387,57.2181902373621,22.8564,i
1084055581444730000,SN,130.231595038762,44.7916865036067,22.6369,i
1121455581463433200,SN,183.731591798456,46.5759133115826,21.8436,i
1121600391475513300,SN,184.001661943089,47.9203847065145,22.8511,i
1140519131530724100,SN,211.329728513078,53.1233634105682,20.9803,i
1122032851463959000,SN,185.13688353603,46.6664000607005,24.2379,z
1160905601540719500,SN,242.273350508403,54.1221077742879,20.8306,z
1100046231023304300,SN,150.192660865742,2.55122201070689,23.4118,r
1104340411580238200,SN,160.918414662497,58.0439710528433,22.8598,i
1141804731530049300,SN,214.519725481975,53.0137201867785,23.8671,i
1121614091462045800,SN,184.058713246248,46.3460777040615,22.2509,g
1161049271551505100,SN,242.705295234565,55.2514266778039,21.748,g
1160126241551425700,SN,240.359366977486,55.2404733535739,22.0411,g
1162120231550019700,SN,245.334325118487,55.0054863531243,21.8895,g
1095711351023240200,SN,149.297328826894,2.54451371646936,21.247,g
1083758881434822200,SN,129.495344624295,43.806174743989,20.7554,z
1104934211573656400,SN,162.392579733909,57.6156819551088,20.516,g
1141829821534331500,SN,214.624266142445,53.7254284659973,22.4721,i
1141913701540914900,SN,214.807085853748,54.1541440233832,22.9698,i
1095918541025604700,SN,149.827267937527,2.93466640515352,22.7248,z
1105308051571204400,SN,163.283571766699,57.2012346611056,22.7706,z
1140949441535937200,AGN,212.45603029606,53.9936791130776,22.1435,g
1121457061465042400,SN,183.737781133267,46.8451347921866,20.2704,y
1100001491022551900,SN,150.006222192305,2.43109506212451,23.3806,i
1142018601535928500,SN,215.077538539175,53.9912625313105,22.0004,g
1122504081464822400,SN,186.267029016514,46.8062396960062,19.5034,z
1084111751432251100,SN,130.298993604589,43.3808795784352,22.1695,i
1100049331025246700,SN,150.205559649067,2.87964762200301,20.9555,y
1100528721015122000,SN,151.369696152724,1.85612746148053,22.2449,i
1104848951574735900,SN,162.203968970515,57.7933097103512,21.823,i
1121250661470844700,SN,183.211110059906,47.1457632896581,21.8993,i
1121627691483430400,SN,184.115407189467,48.5751167849535,22.4615,i
1161245771540416700,Other,243.190717628815,54.0713306164375,22.4194,i
1161200671544131600,SN,243.002813546086,54.6921248792948,22.096,i
1161551651542635100,SN,243.96524041369,54.4431019857327,22.9127,i
1100416991023550200,SN,151.070815566756,2.5972823784209,23.0152,i
1121954001480824800,SN,184.975002707389,48.1402437188987,21.9237,g
1141840091541058900,SN,214.667050007081,54.1830447227132,19.6075,i
1141111441515912500,SN,212.797668420549,51.9868096041776,20.9067,y
1141753521535029300,SN,214.473040847362,53.8414913052356,20.3039,y
1122621151463545100,SN,186.588154552885,46.595887035184,23.2713,r
1121537771481048300,Other,183.907395812257,48.1801007628246,23.4025,r
1141517261541755900,SN,213.821925276962,54.2988693155351,23.3344,i
1121906771472120600,Other,184.77823584467,47.3557286043619,20.871,z
1161323351535816000,Other,243.347318279094,53.9711377366689,21.2576,i
1161137131535812700,SN,242.904719918747,53.9702032282006,22.1946,i
1160628151535218700,SN,241.617315701667,53.8718737869075,22.2342,i
1122443951474005800,SN,186.18315216282,47.6682890827422,23.7048,i
1161025771540858400,SN,242.607405764548,54.1495694912456,22.7038,r
1161428401540010700,SN,243.618369010931,54.0029726482637,21.9874,z
1221812221013332100,SN,334.550944694651,1.55893380789957,22.478,r
1161716501552245800,SN,244.318764893359,55.3793945802264,23.0681,r
1232926250015118100,SN,352.359409394643,-1.85504052405262,21.3414,y
1232650480004348100,SN,351.710364926558,-0.730052478275561,22.8143,z
1232900090012608400,AGN,352.250398954453,-1.43567016315138,22.5813,z
1221750981012806100,SN,334.462433394245,1.46838176336943,23.0541,i
1233136510012703900,SN,352.902131278247,-1.45110617791418,22.422,i
1233241851003453000,SN,353.174406760992,0.581410078261667,22.8521,z
1232856410010518000,SN,352.235076440605,-1.08834434613002,21.6942,i
1221544851002520900,SN,333.93690152003,0.422474811464586,20.6326,g
1221632271002823900,SN,334.134472313462,0.473312731648545,22.6915,r
1161548721534552200,Other,243.953017935754,53.7645188955263,22.3661,i
1161240611561118300,SN,243.169248950678,56.1884180881827,21.4763,g
1233338800003309100,SN,353.411673670328,-0.552552284074757,22.3242,z
1232514010003618600,SN,351.308383035021,-0.605185452384353,22.9234,r
1233300091002140900,SN,353.250376693218,0.361367836086315,22.9468,r
1022106640043110800,SN,35.2777072319319,-4.51968469552163,23.2635,i
1021859500045251400,SN,34.7479229959816,-4.88094985209161,23.1319,i
1233230330000616500,SN,353.126403557522,-0.104594753207314,23.1688,i
1033347260285447700,SN,53.4469363050782,-28.9132546481464,21.3579,y
1022440540050615700,SN,36.1689389527407,-5.10436954033244,22.9165,i
1033736620283616400,Other,54.4026023993785,-28.6045785631451,23.1263,i
1032956790284430800,SN,52.4866272774936,-28.7419125562497,22.9769,i
1233151830003937700,SN,352.965980050243,-0.660483421863212,23.2398,i
1233156631003210400,SN,352.985998792361,0.536226902255215,23.288,i
