?,NULL
CV,VS
Galaxy,AGN
I peculiar,SN
Ia,SN
Ia?,SN
Ia-91T,SN
Ia-p,SN
Ib,SN
Ib/c,SN
Ibc,SN
Ibn,SN
Ic,SN
Ic/b,SN
Ic?,SN
Ic-BL,SN
II,SN
II?,SN
IIb,SN
IIn,SN
IIn?,SN
IIP,SN
NULL,NULL
SLSN-I,SN
SN,SN
SN I,SN
SN Ia,SN
SN Ia-02cx-like,SN
SN Ia-91bg-like,SN
SN Ia-91T-like,SN
SN Ia-CSM,SN
SN Ia-pec,SN
SN Ib,SN
SN Ib/c,SN
SN Ibn,SN
SN Ic,SN
SN Ic-BL,SN
SN Ic-pec,SN
SN II,SN
SN IIb,SN
SN IIn,SN
SN IIP,SN
SN impostor,NULL
Unk,NULL
variable star,VS
