id	other_designation	detection_list_id	ra_psf	dec_psf	observation_status	sherlockClassification
1083730691265526400	NULL	1	129.3778973769514	26.92401516313704	Observed	SN
1123918190005803900	NULL	1	189.82582334577114	-0.9677594018516825	Ia	SN
1113341541004333500	NULL	1	173.42312089444326	0.7259958137473351	Ic	SN
1112519221081418600	NULL	1	171.33010996338376	8.238507976409673	II	SN
1081510091173958500	NULL	1	123.79206635176033	17.666262528595148	Ia	SN
1104243241772927200	NULL	1	160.68018585701236	77.49089168810924	Ia	SN
1085940131151112400	NULL	1	134.91722330613538	15.186793091902842	Ia	SN
1152717601375050300	NULL	1	231.8233343059726	37.84732823072602	II	SN
1164825161505930600	NULL	1	252.10486709115548	50.99183696842983	Ib	SN
1160247321533323500	NULL	1	240.6971876148836	53.55654401691985	Ia	SN
1131003031100428900	NULL	1	197.51266392606448	10.074713414434623	Ia	SN
1140756550120645600	NULL	1	211.9856497268961	-12.112684587032806	Ia	ORPHAN
1124413630091045700	NULL	1	191.05680277794318	-9.179364870887303	Ia	SN
1161401350180332900	NULL	1	243.50563294528396	-18.059140820527343	Ia	UNCLEAR
1111022930042131500	NULL	1	167.59557040076675	-4.358762040974024	IIn	SN
1161311741013531100	NULL	1	243.29893063066228	1.5919921305010527	Ia	VS
1104916650193825900	NULL	1	162.31939707334672	-19.640535256425718	II-P	SN
1141103990260512800	NULL	1	212.7666604918588	-26.08689288199558	Ia	SN
1140843550263034300	NULL	1	212.18146573821085	-26.50954306935293	IIn	SN
1153252100151654400	NULL	1	233.21709381926857	-15.28178852803698	Ibc	SN
1150749771021355000	NULL	1	226.9573837620447	2.2319544989897744	Ia	SN
1165700721182903500	NULL	1	254.2530190022792	18.484315892856316	II	SN
1174847721241118500	NULL	1	267.1988354876217	24.18848133794377	II-P	SN
1104950241175259900	NULL	1	162.45933337691517	17.88332419241519	Ia	SN
1113518431190300200	NULL	1	173.8268139970925	19.050073612795266	IIb	NT
1094620731030422100	NULL	1	146.58638712184583	3.0728075459825366	II	SN
1140102301144952400	NULL	1	210.2595853642917	14.831231788407015	Ia	SN
1144422841130032800	NULL	1	221.09518976789047	13.009119853592493	Ia	SN
1130003301142937300	NULL	1	195.01378395092317	14.493715135912623	Ia	SN
1061443301571642800	NULL	1	93.68042854014077	57.27856485817536	CV	UNCLEAR
1120235451202439100	NULL	1	180.6477090228566	20.410863069174198	II	SN
1160901401342624600	NULL	1	242.2558579361393	34.4401727941489	Ia	SN
1102438800025907700	NULL	1	156.161696919234	-2.9854864591325962	Ia	SN
1133032070004404500	NULL	1	202.63364614161566	-0.7346017540773696	Ia	SN
1095011570055749000	NULL	1	147.54821955653267	-5.963633192871623	Ia	UNCLEAR
1110009771053348500	NULL	1	165.04074796615575	5.5634793720283415	Ia	SN
1105018150120628100	NULL	1	162.57565132810416	-12.107814389897849	II	SN
1113242770164401100	NULL	1	173.17821095061754	-16.733651559518812	II-P	SN
1175752531314929000	NULL	1	269.4688936450447	31.8247274972115	II	SN
1132155231352132000	NULL	1	200.48015716109293	35.358912020857595	IIn	SN
1131452891344212400	NULL	1	198.72041019726703	34.70345642409586	Ia	SN
1175929771432324200	NULL	1	269.8740821725357	43.390058584642716	Ia	SN
1133048491380632400	NULL	1	202.702056918288	38.10900894533719	Ia pec	SN
1124445541094534600	NULL	1	191.18978509772583	9.759634112025694	Ia	SN
1141400511192336000	NULL	1	213.5021585122578	19.393339793769083	Ia	SN
