ID,RA,DEC,Label,Redshift,Host Redshift,Discovering Group/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag,Discovery Mag Filter,Discovery Date (UT),Sender,Ext. catalog/s,SDSS objid,SDSS type,SDSS distance,SDSS ra,SDSS dec,SDSS u,SDSS g,SDSS r,SDSS i,SDSS z,SDSS obj,SDSS run,SDSS rerun,SDSS field,SDSS camcol
2431,7.16,0.67481,SN,,,,,,,,,0,1,,22,,11/11/2002 0:00,,,1.24E+18,6,0.146826361,7.159538529,0.677213207,25.49893,23.62603,22.3454,21.43342,21.56075,1002,4128,301,171,5
2429,352.43392,-9.60953,SN,,,,,,,,,0,1,,21.4,,11/9/2002 0:00,,,1.24E+18,6,0.018884486,352.4342168,-9.609414179,24.99995,22.61125,21.24082,20.59619,20.5675,150,1729,301,33,4
2428,352.54029,-9.58383,SN,,,,,,,,,0,1,,22.2,,11/9/2002 0:00,,,1.24E+18,3,0.029453201,352.5400653,-9.584268031,23.72075,20.62864,19.13837,18.53479,18.28141,218,1729,301,34,4
2425,37.66667,-8.19458,SN,,,,,,,,,0,1,,21.3,,11/5/2002 0:00,,,1.24E+18,6,0.223506327,37.66359605,-8.196729245,22.8919,21.12645,20.42571,20.20119,19.82238,504,6572,301,151,3
2422,34.81712,-7.73519,SN,,,,,,,,,0,1,,20.9,,10/30/2002 0:00,,,1.24E+18,3,0.026416506,34.81680751,-7.735502992,23.16505,21.66457,20.89591,20.54623,20.18368,510,7908,301,86,1
2421,3.38792,-10.21942,SN,,,,,,,,,0,1,,18.9,,10/30/2002 0:00,,,1.24E+18,3,0.094161268,3.38948755,-10.21913189,20.03905,18.5265,17.63016,17.14411,16.7861,137,1729,301,105,3
2419,5.81279,0.89156,SN,,,,,,,,,0,1,,21.4,,10/30/2002 0:00,,,1.24E+18,3,0.063439323,5.81214249,0.89239592,24.41762,20.13661,18.5823,18.04637,17.65784,24,4145,301,149,6
2418,2.24971,0.96547,SN,,,,,,,,,0,1,,21.4,,10/30/2002 0:00,,,1.24E+18,3,0.053356648,2.248834805,0.965311677,22.22036,21.13476,20.13224,19.81333,19.3919,464,4145,301,125,6
2415,353.17633,0.09117,SN,,,,,,,,,0,1,,21.4,,10/30/2002 0:00,,,1.24E+18,3,0.027899629,353.1760297,0.091525006,23.31752,22.71778,21.83964,21.84076,20.75018,528,4263,301,70,4
2413,344.51912,0.57042,SN,,,,,,,,,0,1,,20.9,,10/30/2002 0:00,,,1.24E+18,6,0.001453538,344.5191442,0.570418618,25.17355,24.02816,23.03932,22.65784,21.84114,743,4192,301,252,5
2412,342.98212,0.60153,SN,,,,,,,,,0,1,,20,,10/30/2002 0:00,,,1.24E+18,3,0.012983189,342.982245,0.601353365,23.36681,22.39725,21.66547,21.68454,21.06594,543,4192,301,242,5
2410,319.40683,0.509,SN,,,,,,,,,0,1,,21.2,,10/30/2002 0:00,,,1.24E+18,3,0.022775801,319.4067249,0.508635233,22.5306,19.96561,18.74486,18.16131,17.77958,171,7717,301,58,1
2409,330.46842,-1.17336,SN,,,,,,,,,0,1,,21.3,,10/30/2002 0:00,,,1.24E+18,3,0.100740575,330.4692971,-1.171928178,21.25265,25.11442,24.80199,24.36174,22.82681,355,2583,301,184,1
2408,29.26871,-0.63394,SN,,,,,,,,,0,1,,21.5,,10/29/2002 0:00,,,1.24E+18,3,0.131515061,29.26654254,-0.634267423,23.60111,23.20987,22.6594,22.76538,22.47599,1399,4263,301,311,2
2405,24.72167,0.98481,SN,,,,,,,,,0,1,,20.5,,10/29/2002 0:00,,,1.24E+18,3,0.049994425,24.72209979,0.984096122,21.15431,19.13481,18.2374,17.66693,17.31903,190,4263,301,281,6
2404,22.51187,-0.67567,SN,,,,,,,,,0,1,,21.2,,10/29/2002 0:00,,,1.24E+18,3,0.010205806,22.51173245,-0.67577008,21.73686,21.18208,20.51591,20.58298,20.42829,472,4263,301,266,2
2403,22.51062,21.88525,SN,,,,,,,,,0,1,,18.5,,11/13/2002 0:00,,,1.24E+18,3,0.067555296,22.51183324,21.8852339,21.15297,19.46472,18.47862,17.99129,17.72844,248,7917,301,244,4
2402,13.53104,17.56492,SN,,,,,,,,,0,1,,19.8,,10/31/2002 0:00,,,1.24E+18,3,0.017058471,13.53090015,17.56517111,26.37535,21.30377,20.93421,20.92811,20.41288,479,7713,301,317,4
2401,26.4105,24.13553,SN,,,,,,,,,0,1,,19.2,,10/30/2002 0:00,,,1.24E+18,3,0.118393429,26.4121699,24.1342765,19.97802,19.01853,18.6563,18.37515,18.12829,244,7709,301,32,5
2396,1.70442,8.63014,SN,,,,,,,,,0,1,,16.8,,11/9/2002 0:00,,,1.24E+18,3,0.03394717,1.704219048,8.630669756,24.30197,23.55544,24.80203,24.36181,22.82691,125,5636,301,133,6
2395,140.54546,33.83633,SN,,,,,,,,,0,1,,18.6,,11/5/2002 0:00,,,1.24E+18,6,0.012914654,140.5455541,33.83653055,23.52245,21.62289,22.13754,21.52499,22.07246,66,3704,301,65,5
2385,171.16717,38.7675,SN,,,,,,,,,0,1,,16.3,,11/5/2002 0:00,,,1.24E+18,3,0.010607503,171.1671166,38.76732818,17.93524,17.68587,17.69234,24.37368,22.86496,52,3900,301,303,3
2375,344.01492,13.62528,SN,,,,,,,,,0,1,,18.7,,9/11/2002 0:00,,,1.24E+18,3,0.001444752,344.0148982,13.62526855,23.45849,23.90924,22.65624,23.4568,21.2661,500,2566,301,205,3
2368,28.07283,0.20481,SN,,,,,,,,,0,1,,20.6,,10/4/2002 0:00,,,1.24E+18,3,0.04306305,28.07344718,0.205176347,21.05687,19.74123,18.65116,18.18815,17.88339,125,4263,301,303,4
2366,40.12408,-0.37944,SN,,,,,,,,,0,1,,21.7,,10/4/2002 0:00,,,1.24E+18,3,0.003563152,40.12402064,-0.37943807,23.56086,23.65078,21.89774,21.7335,21.74724,259,4263,301,384,3
2365,24.98517,-0.75033,SN,,,,,,,,,0,1,,21.4,,10/4/2002 0:00,,,1.24E+18,3,0.020287488,24.98546317,-0.750498508,22.90171,22.71341,21.99698,21.58795,21.49572,867,4263,301,282,2
2364,36.80508,0.89939,SN,,,,,,,,,0,1,,21.8,,10/4/2002 0:00,,,1.24E+18,3,0.065541102,36.8060507,0.89888879,19.91977,18.82507,18.39441,18.11505,18.08138,109,7717,301,575,1
2362,28.15317,-0.22542,SN,,,,,,,,,0,1,,21.2,,10/4/2002 0:00,,,1.24E+18,6,0.100873324,28.15158755,-0.224852203,24.11556,25.27018,23.77379,23.95331,22.76804,12,4263,301,304,3
2361,41.42983,-0.62908,SN,,,,,,,,,0,1,,21.3,,10/4/2002 0:00,,,1.24E+18,6,0.23960352,41.42706454,-0.631961028,23.77362,21.77234,21.1875,20.96247,20.55096,879,4263,301,392,2
2360,29.22733,-1.11361,SN,,,,,,,,,0,1,,19.8,,10/4/2002 0:00,,,1.24E+18,3,0.073160238,29.2278254,-1.114724205,18.20842,16.05732,15.05823,14.56726,14.19108,87,4263,301,311,1
2359,236.7375,8.21028,SN,,,,,,,,,0,1,,22.3,,5/8/2002 0:00,,,1.24E+18,3,0.029005044,236.7370833,8.210027798,23.72582,23.60524,21.78662,22.53078,22.3772,1238,3836,301,581,4
2358,235.85167,7.89944,SN,,,,,,,,,0,1,,23.3,,5/7/2002 0:00,,,1.24E+18,3,0.193140884,235.8546722,7.898207611,23.95056,23.18074,22.68051,21.83671,22.61935,1650,3836,301,576,3
2357,234.28125,9.60528,SN,,,,,,,,,0,1,,21.3,,5/7/2002 0:00,,,1.24E+18,3,0.018080226,234.2809651,9.605171009,23.48307,21.58177,20.18946,19.77425,19.45106,566,3972,301,70,3
2355,209.30125,4.55472,SN,,,,,,,,,0,1,,24.1,,5/7/2002 0:00,,,1.24E+18,6,0.101075791,209.3016304,4.556361369,22.81566,24.7114,22.69487,22.14487,21.35713,890,2247,301,323,4
2353,336.94137,6.92908,SN,,,,,,,,,0,1,,20,,10/5/2002 0:00,,,1.24E+18,3,0.093120537,336.9404186,6.930311575,21.57293,19.08562,18.26187,17.7234,17.66253,52,5640,301,209,4
2352,313.8245,-0.07261,SN,,,,,,,,,0,1,,19.4,,9/27/2002 0:00,,,1.24E+18,3,0.155085967,313.8269436,-0.073452541,18.11005,16.91704,16.25623,15.80154,15.53148,853,4207,301,63,3
2348,340.83879,-0.11472,SN,,,,,,,,,0,1,,18.9,,8/28/2002 0:00,,,1.24E+18,3,0.026859285,340.8386213,-0.115134669,20.15031,18.91241,18.4704,18.17256,18.12915,365,4207,301,243,3
2338,343.50367,14.65681,SN,,,,,,,,,0,1,,20.1,,9/3/2002 0:00,,,1.24E+18,3,0.059626786,343.5026446,14.6567517,19.18545,18.11778,17.72119,17.46104,17.26259,317,2507,301,177,5
2331,210.46804,4.65644,SN,,,,,,,,,0,1,,21.9,,3/16/2002 0:00,,,1.24E+18,3,0.071070338,210.4673051,4.655509097,22.74348,20.94405,19.94624,19.52079,19.22071,216,2247,301,331,4
2330,50.52379,-15.40089,SN,,,,,,,,,0,1,,15,,9/17/2002 0:00,,,1.24E+18,6,0.085166412,50.52425279,-15.4022375,21.36138,20.22655,20.74408,20.6745,21.48215,31,5070,301,35,1
2326,201.108,27.74275,SN,,,,,,,,,0,1,,23.7,,5/7/2002 0:00,,,1.24E+18,6,0.178299914,201.1075704,27.73980276,23.16543,23.91114,22.51251,23.79263,23.59171,752,5115,301,186,6
2325,210.91592,5.78072,SN,,,,,,,,,0,1,,24,,4/9/2002 0:00,,,1.24E+18,3,0.24642271,210.9155986,5.77662542,23.31721,22.50386,21.8647,21.22783,21.3502,1151,3905,301,75,1
2324,211.07567,5.32378,SN,,,,,,,,,0,1,,24.7,,4/9/2002 0:00,,,1.24E+18,6,0.143384722,211.0780075,5.323237934,23.48076,22.37179,21.59735,21.46063,21.37475,520,2190,301,194,5
2323,210.97533,4.99694,SN,,,,,,,,,0,1,,23.4,,4/9/2002 0:00,,,1.24E+18,3,0.019009211,210.9756297,4.996833965,23.06389,21.42706,20.31561,19.85574,19.28454,411,1478,301,20,5
2322,210.09704,5.76164,SN,,,,,,,,,0,1,,24.2,,4/9/2002 0:00,,,1.24E+18,3,0.116463405,210.0960935,5.763337316,24.98162,23.82671,23.0359,21.05927,20.97347,1316,3905,301,69,1
2320,313.09075,2.14497,SN,,,,,,,,,0,1,,19.4,,8/24/2002 0:00,,,1.24E+18,6,0.044437237,313.0913373,2.145421764,22.90155,23.40364,22.86845,22.54733,22.82692,1430,7717,301,16,5
2317,347.55137,7.54997,SN,,,,,,,,,0,1,,17.7,,9/3/2002 0:00,,,1.24E+18,6,0.118120968,347.5498598,7.551248467,25.81929,22.749,21.79239,21.23113,20.34162,346,5640,301,279,4
2313,27.43167,32.62861,SN,,,,,,,,,0,1,,17.4,,8/30/2002 0:00,,,1.24E+18,3,0.219584776,27.43269533,32.63216642,23.88647,23.55259,21.63724,20.75872,19.82696,136,7781,301,107,3
2311,50.94679,40.56486,SN,,,,,,,,,0,1,,16.4,,8/23/2002 0:00,,,1.24E+18,6,0.105686971,50.9476069,40.56321149,24.5661,24.42181,23.87071,21.88667,21.21431,649,3634,301,114,5
2309,319.75079,-16.28686,SN,,,,,,,,,0,1,,19.6,,8/8/2002 0:00,,,1.24E+18,3,0.059035313,319.7508131,-16.28587633,21.78295,19.58302,18.98085,18.59542,18.29828,389,7698,301,45,4
2308,329.34025,-7.85689,SN,,,,,,,,,0,1,,18.7,,8/6/2002 0:00,,,1.24E+18,3,0.078798184,329.3415755,-7.856915201,19.07919,17.38305,16.48699,16.05809,15.70301,472,4828,301,583,3
2300,36.53521,31.91256,SN,,,,,,,,,0,1,,16.4,,8/1/2002 0:00,,,1.24E+18,6,0.085199961,36.53477577,31.91393133,22.75322,21.43721,21.36978,21.61492,22.82689,90,7781,301,158,6
2295,229.85371,20.88722,SN,,,,,,,,,0,1,,17.7,,7/23/2002 0:00,,,1.24E+18,6,0.124614275,229.8521011,20.88578682,23.80253,23.32952,22.70759,22.18865,21.85217,167,4674,301,173,5
2289,359.27804,29.83764,SN,,,,,,,,,0,1,,18.8,,7/8/2002 0:00,,,1.24E+18,6,0.005723049,359.27815,29.83764031,21.78414,21.53948,22.25501,24.3618,22.8269,295,4135,301,271,2
2283,342.75417,31.37306,SN,,,,,,,,,0,1,,17,,6/24/2002 0:00,,,1.24E+18,3,0.109403781,342.7540271,31.37487931,15.75302,13.77106,12.85743,12.41263,12.12643,111,6354,301,115,5
2281,352.1255,22.42744,SN,,,,,,,,,0,1,,15.1,,6/18/2002 0:00,,,1.24E+18,3,0.209864137,352.1234667,22.42449019,15.93446,17.96807,16.9798,15.95071,14.76987,36,8108,301,193,5
2274,253.09708,30.71111,SN,,,,,,,,,0,1,,17.6,,6/9/2002 0:00,,,1.24E+18,3,0.135171745,253.0944607,30.71104502,16.85638,14.91857,14.01961,13.58428,13.26055,122,3705,301,348,4
2271,311.41387,-4.95131,SN,,,,,,,,,0,1,,17.4,,6/2/2002 0:00,,,1.24E+18,3,0.08451041,311.4125125,-4.950916669,22.89695,21.69307,21.67767,21.4551,21.67354,606,1737,301,27,6
2270,244.12658,35.70839,SN,,,,,,,,,0,1,,16,,6/1/2002 0:00,,,1.24E+18,3,0.070490075,244.1251607,35.70816169,16.51897,15.05892,14.47047,14.15283,13.91976,232,4629,301,140,5
2269,189.23062,62.21281,SN,,,,,,,,,0,1,,24,,5/11/2002 0:00,,,1.24E+18,6,0.026004805,189.2315376,62.21274033,24.17855,23.69346,22.83626,22.71754,21.68418,88,2326,301,79,3
2268,189.20779,62.22031,SN,,,,,,,,,0,1,,22.7,,5/11/2002 0:00,,,1.24E+18,6,0.018372995,189.2071347,62.22033193,24.3116,24.79337,22.70416,23.76607,21.6355,700,2326,301,79,3
2267,218.71512,48.66469,SN,,,,,,,,,0,1,,17.6,,5/18/2002 0:00,,,1.24E+18,3,0.119609866,218.7148666,48.66667646,23.35443,24.62914,23.81938,22.53924,22.41686,68,3918,301,150,6
2260,154.51533,21.835,SN,,,,,,,,,0,1,,19,,5/13/2002 0:00,,,1.24E+18,3,0.244537791,154.5109473,21.834756,23.57611,22.31349,24.80204,24.36181,22.82691,177,5138,301,95,3
2249,236.75312,-0.99042,SN,,,,,,,,,0,1,,16.8,,4/23/2002 0:00,,,1.24E+18,3,0.112498783,236.7536316,-0.988616142,18.52107,17.33243,16.77565,15.90065,27.48192,134,2379,301,184,5
2247,243.90812,31.3215,SN,,,,,,,,,0,1,,17.2,,4/19/2002 0:00,,,1.24E+18,3,0.039092765,243.9073867,31.32132081,17.61699,16.06249,15.26424,14.84466,14.49507,98,3958,301,100,3
2242,305.89342,58.3465,SN,,,,,,,,,0,1,,17.5,,4/8/2002 0:00,,,1.24E+18,3,0.147935444,305.8969301,58.34813895,30.59755,16.00533,15.25864,14.58741,14.34654,591,6162,301,287,2
2241,128.50821,55.65344,SN,,,,,,,,,0,1,,18.5,,4/4/2002 0:00,,,1.24E+18,3,0.075426021,128.5098084,55.65256423,19.67806,18.35644,18.11541,18.11847,18.67459,163,4208,301,168,2
2237,216.16883,26.62631,SN,,,,,,,,,0,1,,16.9,,4/3/2002 0:00,,,1.24E+18,3,0.070398708,216.1688638,26.62513708,16.46969,14.60806,13.79771,13.39705,13.09917,231,4646,301,145,4
2231,204.055,-1.03883,SN,,,,,,,,,0,1,,17.9,,3/25/2002 0:00,,,1.24E+18,6,0.156514756,204.0549695,-1.041438401,24.53375,22.49759,22.62124,22.60464,22.82553,263,756,301,589,1
2229,158.53717,19.70569,SN,,,,,,,,,0,1,,17.1,,3/9/2002 0:00,,,1.24E+18,3,0.102428178,158.5361393,19.70428546,16.7344,14.86383,14.00545,13.60535,13.34669,80,5194,301,298,2
2226,154.52712,21.82825,SN,,,,,,,,,0,1,,15.5,,3/9/2002 0:00,,,1.24E+18,3,0.216502328,154.5306805,21.82969784,14.68013,13.19484,12.63341,12.23846,12.28208,172,5138,301,95,3
2225,173.16267,52.94839,SN,,,,,,,,,0,1,,17,,3/8/2002 0:00,,,1.24E+18,3,0.051474873,173.1614723,52.94792604,21.57653,20.27361,19.88395,19.67125,19.57877,28,2830,301,373,6
2220,203.22687,9.52167,SN,,,,,,,,,0,1,,17.1,,2/25/2002 0:00,,,1.24E+18,3,0.086004388,203.2260192,9.520507875,16.90781,15.15234,14.26294,13.80529,13.45053,268,3909,301,52,4
2218,224.91346,13.21236,SN,,,,,,,,,0,1,,16.9,,2/23/2002 0:00,,,1.24E+18,6,0.167155088,224.9107198,13.21316305,22.28939,21.74253,23.25283,24.3618,22.82689,297,5326,301,165,3
2217,153.92629,55.66853,SN,,,,,,,,,0,1,,16.6,,2/22/2002 0:00,,,1.24E+18,3,0.063128407,153.9260575,55.66748606,15.98073,14.32413,13.55819,13.19878,12.85751,41,2243,301,224,3
2207,249.37108,40.88064,SN,,,,,,,,,0,1,,16.6,,2/15/2002 0:00,,,1.24E+18,3,0.056783863,249.3719816,40.8799835,17.66735,15.78605,14.8664,14.37592,14.01936,180,2305,301,51,5
2205,143.65667,5.83769,SN,,,,,,,,,0,1,,17.7,,2/8/2002 0:00,,,1.24E+18,6,0.01420813,143.6564929,5.837531786,19.60786,18.35332,17.7351,17.82312,18.38627,55,2986,301,168,4
2202,174.433,22.00956,SN,,,,,,,,,0,1,,16.5,,2/3/2002 0:00,,,1.24E+18,3,0.071222934,174.4317483,22.00980983,16.37692,14.46934,13.68036,13.25646,12.96383,24,5183,301,284,3
2197,210.51308,-10.58997,SN,,,,,,,,,0,1,,19.1,,1/16/2002 0:00,,,1.24E+18,3,0.119651116,210.5137251,-10.58807932,18.40923,17.3473,16.88452,16.64836,16.52351,217,6174,301,179,3
2186,117.23208,10.10175,SN,,,,,,,,,0,1,,22.5,,1/9/2002 0:00,,,1.24E+18,3,0.145497929,117.2318328,10.09933728,24.13233,23.0911,21.74698,21.67645,21.46711,2148,5112,301,42,1
2400,200.61183,-2.41781,SN,,,,,,,,,0,1,,17.3,,1/19/2002 0:00,,,1.24E+18,6,0.059464925,200.6109178,-2.418199362,22.55523,25.11438,24.80202,24.3618,22.82689,122,2334,301,32,3
2346,196.98025,34.08514,SN,,,,,,,,,0,1,,17.7,,1/18/2002 0:00,,,1.24E+18,6,0.141425887,196.9813023,34.08733008,22.35385,21.74811,22.08847,22.04618,22.11514,70,4576,301,514,3
2155,36.31483,-5.38889,SN,,,,,,,,,0,1,,21,,10/10/2001 0:00,,,1.24E+18,3,0.119111021,36.31612874,-5.390396356,20.68805,19.11474,17.98158,17.51312,17.23538,223,7908,301,97,6
2154,335.21879,0.71828,SN,,,,,,,,,0,1,,22.7,,10/10/2001 0:00,,,1.24E+18,3,0.005750225,335.2187099,0.718332702,22.23188,20.81241,19.26081,18.70284,18.22091,602,4207,301,206,5
2107,15.46296,0.68936,SN,,,,,,,,,0,1,,22.7,,11/21/2001 0:00,,,1.24E+18,3,0.125523974,15.46496516,0.6899572,21.0224,19.33358,18.20889,17.70006,17.32811,222,4128,301,226,5
2105,36.67229,-0.95881,SN,,,,,,,,,0,1,,20.4,,11/21/2001 0:00,,,1.24E+18,3,0.009007672,36.6721537,-0.958872966,22.35862,21.08301,20.45252,20.33317,20.68367,444,4874,301,666,1
