ID,RA,DEC,Label,Redshift,Host Redshift,Discovering Group/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag,Discovery Mag Filter,Discovery Date (UT),Sender,Ext. catalog/s,SDSS objid,SDSS type,SDSS distance,SDSS ra,SDSS dec,SDSS u,SDSS g,SDSS r,SDSS i,SDSS z,SDSS obj,SDSS run,SDSS rerun,SDSS field,SDSS camcol
5584,184.29371,25.66631,SN,,,,,,,,,0,1,,18.3,,1/15/2010 0:00,,,1.24E+18,3,0.010612374,184.2938947,25.66625038,21.40648,20.68906,20.31327,19.9574,19.78136,245,5116,301,98,5
5580,197.27183,17.07286,SN,,,,,,,,,0,1,,16.7,,1/12/2010 0:00,,,1.24E+18,3,0.005165043,197.2718919,17.0727975,20.30905,19.45144,19.16266,19.07738,18.91698,256,5390,301,156,3
5548,35.86992,5.59183,SN,,,,,,,,,0,1,,18.5,,1/12/2010 0:00,,,1.24E+18,3,0.047892563,35.86978478,5.591043218,21.59997,20.34914,20.01187,19.72636,19.94101,630,5714,301,112,1
5494,168.86146,8.11214,SN,,,,,,,,,0,1,,19.7,,1/8/2010 0:00,,,1.24E+18,3,0.16943212,168.8614171,8.114963549,25.53748,23.46291,22.64722,21.93289,20.92511,918,3841,301,28,6
5467,153.05529,-1.81669,SN,,,,,,,,,0,1,,18.1,,1/8/2010 0:00,,,1.24E+18,6,0.145333401,153.0576024,-1.815965186,25.90822,24.11833,22.2494,21.89794,21.46752,1029,2188,301,207,4
5440,121.6015,1.03586,SN,,,,,,,,,0,1,,15.3,,1/16/2010 0:00,,,1.24E+18,3,0.065745753,121.6004191,1.036041095,15.67139,13.86176,12.9953,12.53056,12.1837,151,2125,301,18,1
5413,186.29171,45.32886,SN,,,,,,,,,0,1,,19.4,,1/9/2010 0:00,,,1.24E+18,3,0.024962544,186.2918685,45.32926085,22.01105,21.24346,21.00591,20.97267,20.45914,508,3813,301,233,4
5278,208.53675,60.68044,SN,,,,,,,,,0,1,,14.1,,1/7/2010 0:00,,,1.24E+18,6,0.128949194,208.5326959,60.67961682,22.50763,23.01822,24.80204,24.01776,22.8269,160,2304,301,273,4
5251,38.16442,0.6195,SN,,,,,,,,,0,1,,16,,1/4/2010 0:00,,,1.24E+18,6,0.055743085,38.16356369,0.619860483,21.38819,20.87166,20.46133,20.38827,20.33067,90,4263,301,370,5
5234,180.73033,15.584,SN,,,,,,,,,0,1,,19.1,,12/18/2009 0:00,,,1.24E+18,3,0.16117761,180.7328992,15.58295505,19.72453,18.65382,18.197,17.88447,17.78181,110,3631,301,424,5
5232,347.763,20.43878,SN,,,,,,,,,0,1,,19.6,,11/20/2009 0:00,,,1.24E+18,3,0.021241581,347.7629448,20.43842977,24.54392,22.01224,21.45871,21.16942,22.39028,859,6354,301,193,2
5231,33.90667,-3.42806,SN,,,,,,,,,0,1,,16.9,,10/15/2009 0:00,,,1.24E+18,3,0.035484468,33.90708735,-3.428479772,20.6085,19.7391,19.66127,19.47513,19.61458,269,7780,301,128,1
5230,197.74562,11.49147,SN,,,,,,,,,0,1,,13.6,,12/22/2009 0:00,,,1.24E+18,6,0.105638141,197.7471879,11.49061031,23.36103,23.11314,22.24123,22.02273,21.46282,941,3805,301,70,2
5229,348.82071,19.02292,SN,,,,,,,,,0,1,,16.2,,12/28/2009 0:00,,,1.24E+18,6,0.117493019,348.8186395,19.022974,23.87827,23.99929,22.72678,23.25096,23.25234,105,6366,301,127,3
5227,192.97812,26.06764,SN,,,,,,,,,0,1,,17.3,,12/27/2009 0:00,,,1.24E+18,6,0.053645175,192.9771527,26.06742946,24.54606,22.94008,21.73962,21.09361,20.49021,43,5087,301,263,1
5223,212.74487,6.36328,SN,,,,,,,,,0,1,,17,,12/29/2009 0:00,,,1.24E+18,6,0.121972725,212.7428521,6.363612927,22.02933,21.21714,21.95997,22.34076,22.8269,32,2391,301,38,3
5219,24.36767,25.58061,SN,,,,,,,,,0,1,,17.9,,11/21/2009 0:00,,,1.24E+18,3,0.006536264,24.36775623,25.58053372,26.05941,22.16495,21.86509,22.32202,23.01019,385,7757,301,172,2
5217,181.90254,20.70372,SN,,,,,,,,,0,1,,18.6,,11/10/2009 0:00,,,1.24E+18,3,0.015046862,181.9028038,20.70367521,22.34058,21.5684,21.09188,21.10335,20.51894,484,5225,301,116,5
5216,30.22475,13.87092,SN,,,,,,,,,0,1,,19.3,,11/9/2009 0:00,,,1.24E+18,3,0.007646834,30.22470914,13.87079888,22.52201,22.27445,21.67972,21.38338,21.11955,426,1043,301,197,4
5215,173.28033,24.69189,SN,,,,,,,,,0,1,,18.6,,11/8/2009 0:00,,,1.24E+18,3,0.006850786,173.2802622,24.69179385,19.84864,20.0036,19.23224,19.00343,17.78606,1147,5224,301,136,4
5213,161.75592,26.54392,SN,,,,,,,,,0,1,,15.3,,12/26/2009 0:00,,,1.24E+18,3,0.076553941,161.7573454,26.54387687,20.844,20.34112,20.27657,20.40998,20.74584,13,5087,301,78,6
5205,60.74033,17.94075,SN,,,,,,,,,0,1,,17.1,,11/25/2009 0:00,,,1.24E+18,3,0.022990583,60.74008573,17.94044534,20.98082,20.17804,19.26809,19.48985,18.27738,876,4334,301,120,2
5204,159.98083,39.80303,SN,,,,,,,,,0,1,,20,,11/18/2009 0:00,,,1.24E+18,3,0.002616902,159.9807869,39.80300159,20.56758,19.11426,18.37708,17.9406,17.71765,256,3704,301,176,4
5203,336.49817,17.22583,SN,,,,,,,,,0,1,,19.5,,11/15/2009 0:00,,,1.24E+18,3,0.003852948,336.4981745,17.22576593,19.70014,17.75661,16.68596,16.24964,15.84661,352,8096,301,78,2
5202,356.24925,-3.98714,SN,,,,,,,,,0,1,,20.1,,11/11/2009 0:00,,,1.24E+18,3,0.015593198,356.2492798,-3.987398186,24.94978,20.80946,20.49062,20.29053,20.43334,70,8066,301,118,6
5201,140.99908,14.11325,SN,,,,,,,,,0,1,,20.2,,10/17/2009 0:00,,,1.24E+18,3,0.00188341,140.9991096,14.11326277,22.39551,20.23417,19.25035,18.78622,18.54282,689,5312,301,59,2
5200,138.60062,15.85286,SN,,,,,,,,,0,1,,20.2,,10/17/2009 0:00,,,1.24E+18,3,0.021927243,138.6004157,15.85255192,19.71211,18.24904,17.58391,17.13139,16.84295,263,5183,301,54,3
5199,97.90367,25.32664,SN,,,,,,,,,0,1,,21.5,,10/15/2009 0:00,,,1.24E+18,6,0.201016667,97.90673284,25.32475323,25.52316,24.77361,22.44869,20.96382,20.51626,2022,6581,301,107,1
5198,44.09837,41.67544,SN,,,,,,,,,0,1,,20.6,,10/15/2009 0:00,,,1.24E+18,3,0.017783493,44.09861981,41.67520971,23.20792,21.02221,19.97755,19.43759,18.96441,1876,3634,301,81,1
5197,358.38946,-10.16386,SN,,,,,,,,,0,1,,20.9,,10/14/2009 0:00,,,1.24E+18,3,0.042599731,358.3892842,-10.16317142,22.10484,22.08216,21.23879,21.22596,21.8379,391,1729,301,72,3
5193,175.98304,10.782,SN,,,,,,,,,0,1,,16.6,,12/12/2009 0:00,,,1.24E+18,6,0.11460356,175.9849247,10.78153029,24.84846,25.51457,24.7933,23.3067,21.27464,114,3031,301,372,6
5190,182.41608,43.675,SN,,,,,,,,,0,1,,18.1,,12/3/2009 0:00,,,1.24E+18,3,0.030349726,182.4167485,43.6751485,19.77589,18.81305,18.53433,18.26839,18.21566,101,3893,301,163,6
5183,10.30292,-9.14806,SN,,,,,,,,,0,1,,19,,11/6/2009 0:00,,,1.24E+18,3,0.133498725,10.30378422,-9.15011488,18.79347,16.89487,16.04541,15.64028,15.32412,182,1740,301,90,5
5180,4.11071,22.43614,SN,,,,,,,,,0,1,,17.4,,11/19/2009 0:00,,,1.24E+18,3,0.094103468,4.109888727,22.43751245,20.45153,19.40991,18.80563,18.44876,18.30535,416,7917,301,130,3
5178,22.72704,18.61108,SN,,,,,,,,,0,1,,19.7,,11/21/2009 0:00,,,1.24E+18,3,0.094238559,22.72832315,18.61008595,19.56991,18.37458,17.76985,17.3415,17.10047,157,7913,301,101,2
5176,348.56012,-2.75331,SN,,,,,,,,,0,1,,17.3,,11/23/2009 0:00,,,1.24E+18,3,0.073721116,348.5610228,-2.75247542,19.83549,18.66382,18.16442,17.99863,17.99312,416,8038,301,143,3
5167,5.71417,6.96994,SN,,,,,,,,,0,1,,18,,11/16/2009 0:00,,,1.24E+18,3,0.118109134,5.715723312,6.968716202,23.57753,23.51279,23.14639,21.84205,22.59307,63,5636,301,159,2
5164,30.41504,15.33281,SN,,,,,,,,,0,1,,18.5,,11/6/2009 0:00,,,1.24E+18,3,0.055499672,30.41415978,15.33317742,24.95173,24.46107,23.47033,23.54532,22.73192,99,7713,301,426,2
5157,35.66696,-4.02731,SN,,,,,,,,,0,1,,21,,10/18/2009 0:00,,,1.24E+18,3,0.011280232,35.66693179,-4.027124114,21.9906,21.3095,20.60434,20.4843,20.34265,745,7865,301,152,4
5155,35.30729,-3.90994,SN,,,,,,,,,0,1,,21,,10/18/2009 0:00,,,1.24E+18,3,0.011040867,35.30726634,-3.910122495,23.88752,21.25851,19.95329,19.47624,19.07939,450,7865,301,150,4
5153,35.2775,-5.02328,SN,,,,,,,,,0,1,,21.2,,10/18/2009 0:00,,,1.24E+18,3,0.081859953,35.27883862,-5.02299148,22.31407,22.25672,21.65468,20.63566,19.99597,388,7881,301,257,2
5151,37.11821,-4.07892,SN,,,,,,,,,0,1,,21.5,,9/30/2009 0:00,,,1.24E+18,3,0.019837321,37.1184891,-4.079098347,21.84653,21.44667,20.8028,20.81525,21.24138,518,7881,301,269,4
5150,333.95025,1.18483,SN,,,,,,,,,0,1,,21.1,,9/22/2009 0:00,,,1.24E+18,3,0.006437925,333.9502574,1.184722954,25.16195,22.7697,21.91336,22.21321,21.6809,1024,7712,301,155,1
5148,129.06287,28.06714,SN,,,,,,,,,0,1,,18.5,,11/5/2009 0:00,,,1.24E+18,6,0.049147315,129.061999,28.06685678,22.86174,20.2128,18.82041,18.25012,17.96128,145,3644,301,133,5
5146,120.49325,15.05964,SN,,,,,,,,,0,1,,16.6,,10/28/2009 0:00,,,1.24E+18,3,0.059701222,120.4937137,15.05875142,16.27122,14.83987,14.16838,13.80439,13.50835,139,5037,301,47,3
5144,45.74587,-14.81719,SN,,,,,,,,,0,1,,16.5,,10/23/2009 0:00,,,1.24E+18,3,0.124187538,45.74385729,-14.81789567,20.4222,19.53445,19.29559,19.18203,19.06146,184,5069,301,168,5
5120,349.42796,13.95686,SN,,,,,,,,,0,1,,17.6,,10/9/2009 0:00,,,1.24E+18,3,0.096376589,349.4284588,13.9583916,17.69083,15.89488,14.96068,14.48051,14.10164,221,1739,301,234,2
5119,10.17637,-9.53178,SN,,,,,,,,,0,1,,21.8,,9/16/2009 0:00,,,1.24E+18,3,0.0749004,10.177593,-9.532101918,22.20855,21.29824,20.48152,19.97622,19.59581,340,1666,301,259,5
5118,342.91321,11.28214,SN,,,,,,,,,0,1,,21.9,,9/12/2009 0:00,,,1.24E+18,3,0.188012695,342.9100187,11.28229748,24.91377,25.53382,22.85804,21.1104,21.03798,835,7787,301,90,3
5117,342.55858,10.55975,SN,,,,,,,,,0,1,,22.2,,9/12/2009 0:00,,,1.24E+18,3,0.020599862,342.558553,10.55940769,21.85025,20.55984,19.6474,19.2201,19.05976,479,7773,301,196,1
5116,335.8455,-1.54069,SN,,,,,,,,,0,1,,22.3,,9/12/2009 0:00,,,1.24E+18,3,0.088225582,335.8469129,-1.54109911,23.75497,22.5528,20.92807,20.26361,19.91285,794,7778,301,155,5
5114,336.78271,17.2435,SN,,,,,,,,,0,1,,19.2,,8/16/2009 0:00,,,1.24E+18,3,0.004406183,336.7827781,17.24346593,20.33611,18.57146,17.68219,17.34177,17.06524,267,8096,301,80,2
5113,238.71867,32.08489,SN,,,,,,,,,0,1,,17.9,,9/23/2009 0:00,,,1.24E+18,3,0.05258811,238.7181648,32.08412515,23.22628,21.70604,21.23775,20.97858,20.63204,1048,3723,301,102,2
5106,260.92471,30.49728,SN,,,,,,,,,0,1,,17.4,,9/17/2009 0:00,,,1.24E+18,6,0.029255352,260.9251886,30.49701978,23.85548,23.4117,22.66601,21.50137,21.26785,173,2207,301,173,4
5101,49.47092,40.95886,SN,,,,,,,,,0,1,,18.1,,9/8/2009 0:00,,,1.24E+18,3,0.046993232,49.47075458,40.95808681,19.34127,18.01034,17.4961,17.19759,17.08863,1076,5934,301,224,2
5099,44.55912,5.97203,SN,,,,,,,,,0,1,,17.6,,8/21/2009 0:00,,,1.24E+18,3,0.00619338,44.55920683,5.971973451,17.35416,15.43134,14.42054,13.88506,13.4461,172,5065,301,170,4
5084,39.54837,-1.31253,SN,,,,,,,,,0,1,,17.5,,8/20/2009 0:00,,,1.24E+18,6,0.071532591,39.54719577,-1.31273803,23.72444,24.41101,24.36655,22.6512,22.82691,23,7778,301,581,5
5078,261.54688,59.30869,SN,,,,,,,,,0,1,,17.5,,7/22/2009 0:00,,,1.24E+18,3,0.00447652,261.5467543,59.3086519,17.09654,15.71566,15.01276,14.64936,14.31806,79,2574,301,43,3
5074,342.30308,11.33733,SN,,,,,,,,,0,1,,21.4,,7/17/2009 0:00,,,1.24E+18,3,0.13865982,342.3054345,11.33722366,20.4403,18.34964,17.19333,16.73335,16.35133,167,7787,301,86,3
5072,223.63717,18.66167,SN,,,,,,,,,0,1,,18.6,,6/25/2009 0:00,,,1.24E+18,3,0.043276778,223.6372013,18.66094933,23.21555,23.31525,22.7785,21.961,21.78947,156,5183,301,591,5
5070,14.1955,-1.59758,SN,,,,,,,,,0,1,,17.5,,7/19/2009 0:00,,,1.24E+18,6,0.045961137,14.19473926,-1.597672265,21.9587,21.95652,21.74499,21.18633,22.8269,128,7907,301,166,6
5068,10.14221,3.54142,SN,,,,,,,,,0,1,,15.9,,7/29/2009 0:00,,,1.24E+18,3,0.144567386,10.14279476,3.5437577,20.98312,19.34446,18.95725,18.80474,18.48236,30,7712,301,397,6
5066,44.59983,6.59308,SN,,,,,,,,,0,1,,16.7,,7/26/2009 0:00,,,1.24E+18,6,0.113985988,44.60116306,6.594442164,22.93037,25.11437,24.80202,24.3618,22.8269,194,5714,301,170,5
5064,38.00129,1.24819,SN,,,,,,,,,0,1,,17.5,,7/24/2009 0:00,,,1.24E+18,6,0.112993553,38.00011567,1.24671754,22.94785,24.0718,23.218,22.89638,22.8269,150,7675,301,122,1
5062,262.79225,36.42781,SN,,,,,,,,,0,1,,18,,7/11/2009 0:00,,,1.24E+18,6,0.097193959,262.7942633,36.42781891,26.38993,24.13358,22.31838,20.6665,19.84631,1464,4682,301,256,6
5059,350.98442,16.77494,SN,,,,,,,,,0,1,,18,,7/10/2009 0:00,,,1.24E+18,6,0.035669809,350.9845565,16.77436006,25.87956,23.61325,22.61556,23.12338,22.82689,34,7912,301,99,3
5055,245.55137,57.27292,SN,,,,,,,,,0,1,,17.5,,7/3/2009 0:00,,,1.24E+18,6,0.019013964,245.5510371,57.27318083,24.57575,24.55604,22.97965,22.34427,22.82689,171,5362,301,100,3
5052,230.62354,28.08011,SN,,,,,,,,,0,1,,20.7,,4/23/2009 0:00,,,1.24E+18,6,0.148011075,230.6214562,28.07846524,24.7335,22.81655,21.46156,21.05072,20.76991,571,4512,301,209,3
5046,230.55675,27.96703,SN,,,,,,,,,0,1,,20.7,,5/22/2009 0:00,,,1.24E+18,3,0.054015511,230.5568858,27.96792223,20.69956,19.26183,18.6214,18.22697,17.94467,234,4010,301,116,3
5042,319.70592,-5.953,SN,,,,,,,,,0,1,,16.6,,6/15/2009 0:00,,,1.24E+18,3,0.019122674,319.7057008,-5.953232521,20.92014,19.35475,19.29383,19.53154,19.58301,176,8095,301,33,2
5040,333.72004,17.51311,SN,,,,,,,,,0,1,,18.3,,6/2/2009 0:00,,,1.24E+18,6,0.016073731,333.7203203,17.51309239,26.8228,22.69707,22.68433,23.17404,22.50856,880,8096,301,61,4
5029,213.90467,14.28019,SN,,,,,,,,,0,1,,16.1,,6/15/2009 0:00,,,1.24E+18,6,0.156927557,213.9066484,14.28196901,24.96464,24.75134,22.68512,22.25863,22.70868,82,5326,301,93,1
5021,351.02137,16.66414,SN,,,,,,,,,0,1,,16.1,,6/1/2009 0:00,,,1.24E+18,3,0.131992203,351.0218063,16.66198021,17.96747,16.31886,15.5149,15.07655,14.74773,238,7912,301,99,3
5020,253.297,23.96525,SN,,,,,,,,,0,1,,18.5,,5/29/2009 0:00,,,1.24E+18,3,0.006991328,253.2969851,23.96513427,19.30486,17.62403,16.88342,16.51304,16.24704,354,3958,301,174,4
5018,247.43425,40.81161,SN,,,,,,,,,0,1,,16.3,,6/2/2009 0:00,,,1.24E+18,3,0.131901701,247.4371546,40.81161124,14.68418,12.76964,11.93247,11.54801,11.22734,57,2305,301,45,2
5016,216.02512,7.76953,SN,,,,,,,,,0,1,,17.9,,5/23/2009 0:00,,,1.24E+18,3,0.028512982,216.0250654,7.770002122,25.15554,24.47195,23.51424,21.68798,21.00266,1203,3909,301,138,2
5007,341.09958,-0.16167,SN,,,,,,,,,0,1,,18.5,,5/29/2009 0:00,,,1.24E+18,3,0.120163883,341.1015397,-0.162082994,15.03269,13.28501,12.41189,11.99351,11.65866,49,4207,301,245,3
5004,236.16154,45.79756,SN,,,,,,,,,0,1,,20.4,,5/20/2009 0:00,,,1.24E+18,3,0.011435912,236.1617733,45.79765932,20.31816,19.0607,18.69545,18.40942,18.38206,352,3187,301,61,6
5003,193.59887,56.73258,SN,,,,,,,,,0,1,,20.4,,5/20/2009 0:00,,,1.24E+18,3,0.006684853,193.5986717,56.73260409,21.88713,20.53744,19.97719,19.59964,19.47786,501,3705,301,26,2
5002,248.2955,53.09189,SN,,,,,,,,,0,1,,20.5,,5/17/2009 0:00,,,1.24E+18,3,0.025761219,248.2961899,53.09177737,24.28165,23.02495,22.3012,21.80936,21.39962,1094,5362,301,129,1
5000,232.29567,40.79411,SN,,,,,,,,,0,1,,20.4,,5/17/2009 0:00,,,1.24E+18,3,0.043321017,232.2965186,40.79443957,21.07712,20.07564,19.60361,19.42438,19.37285,357,3918,301,232,2
4999,231.95246,41.59281,SN,,,,,,,,,0,1,,19.4,,5/17/2009 0:00,,,1.24E+18,3,0.057413706,231.9522569,41.59375477,18.74755,17.50808,17.01518,16.71593,16.61465,258,3918,301,227,3
4998,222.5005,44.91828,SN,,,,,,,,,0,1,,19.1,,5/17/2009 0:00,,,1.24E+18,3,0.090397926,222.499047,44.91717942,18.03477,16.6162,15.88967,15.47678,15.19665,69,3918,301,177,1
4997,251.67842,75.25794,SN,,,,,,,,,0,1,,17.7,,5/16/2009 0:00,,,1.24E+18,3,0.029714881,251.6785941,75.25843326,17.14948,15.89991,15.39226,15.10141,14.88334,149,2582,301,88,1
4995,198.22704,43.47664,SN,,,,,,,,,0,1,,19.8,,5/15/2009 0:00,,,1.24E+18,3,0.009788353,198.2268154,43.47663218,20.49054,19.36721,18.7788,18.43264,18.24305,103,3818,301,233,2
4994,212.3195,53.10356,SN,,,,,,,,,0,1,,20.6,,5/15/2009 0:00,,,1.24E+18,3,0.008685106,212.3195867,53.10369506,21.9222,21.12657,20.481,20.25885,20.15315,321,3712,301,196,1
4993,264.60862,53.38353,SN,,,,,,,,,0,1,,20.2,,5/15/2009 0:00,,,1.24E+18,3,0.073284111,264.6066428,53.38321207,18.84848,17.46359,16.79807,16.43393,16.22435,387,3358,301,75,3
4992,249.74937,17.98281,SN,,,,,,,,,0,1,,18.7,,5/16/2009 0:00,,,1.24E+18,3,0.042313086,249.7486309,17.98275353,22.32701,22.25993,22.13843,21.38468,21.20535,1519,4570,301,278,6
4990,247.17137,39.55347,SN,,,,,,,,,0,1,,19.5,,5/21/2009 0:00,,,1.24E+18,6,0.189457355,247.1723783,39.55653042,21.8797,19.6728,18.5987,18.22046,18.11282,54,3225,301,238,4
4985,208.04433,2.32419,SN,,,,,,,,,0,1,,15.5,,5/11/2009 0:00,,,1.24E+18,3,0.148133523,208.0420445,2.325128363,15.21909,13.31959,12.4903,12.08482,11.84374,17,1462,301,552,4
4983,221.59425,13.02417,SN,,,,,,,,,0,1,,17.6,,5/8/2009 0:00,,,1.24E+18,3,0.02045701,221.5945394,13.02397825,24.20138,22.07653,23.16342,23.11267,22.69144,343,5326,301,144,1
4980,229.94483,48.53072,SN,,,,,,,,,0,1,,20.7,,4/23/2009 0:00,,,1.24E+18,3,0.021617092,229.9442987,48.53079756,22.70681,22.3308,21.63479,21.11924,21.47719,488,3705,301,181,4
4979,227.74804,6.55278,SN,,,,,,,,,0,1,,19,,4/22/2009 0:00,,,1.24E+18,3,0.044619022,227.7477154,6.553450078,20.5253,19.38343,18.78448,18.45524,18.31635,376,3909,301,216,2
4978,218.07192,25.60439,SN,,,,,,,,,0,1,,20.9,,4/22/2009 0:00,,,1.24E+18,6,0.207036131,218.0704417,25.60120734,23.21819,21.83652,20.97838,20.63838,20.11382,505,4646,301,158,3
4977,230.15867,7.65903,SN,,,,,,,,,0,1,,21.2,,4/3/2009 0:00,,,1.24E+18,3,0.041044128,230.1585239,7.659698568,18.82937,17.00731,16.15332,15.76168,15.44312,255,3909,301,231,5
4976,223.56446,18.96467,SN,,,,,,,,,0,1,,17.6,,3/31/2009 0:00,,,1.24E+18,3,0.110334047,223.5663675,18.96431315,18.46948,16.63933,15.76078,15.33949,15.03126,173,4678,301,148,1
4974,170.35542,34.33981,SN,,,,,,,,,0,1,,17.5,,5/9/2009 0:00,,,1.24E+18,3,0.076710876,170.354867,34.33861582,23.50777,24.36022,23.15968,21.8585,21.27621,818,4552,301,20,4
4967,225.26679,43.22053,SN,,,,,,,,,0,1,,18.4,,4/22/2009 0:00,,,1.24E+18,3,0.010434343,225.2665826,43.22061604,21.97606,21.07089,20.48054,20.17733,20.17432,336,2964,301,509,5
4966,252.35696,5.88003,SN,,,,,,,,,0,1,,18.8,,4/21/2009 0:00,,,1.24E+18,3,0.051061074,252.3571952,5.880848234,22.64846,21.21128,20.78166,20.64101,20.1224,1287,3894,301,324,6
4957,188.74312,50.85122,SN,,,,,,,,,0,1,,16.3,,4/22/2009 0:00,,,1.24E+18,6,0.120784757,188.740932,50.85268438,22.39816,21.80268,21.77407,21.73876,23.20959,87,3650,301,25,6
4953,172.5985,2.24311,SN,,,,,,,,,0,1,,19.5,,4/1/2009 0:00,,,1.24E+18,3,0.194559411,172.6012263,2.241351149,25.04037,23.59762,22.33602,22.75325,21.99529,742,1992,301,152,3
4952,209.64479,31.21453,SN,,,,,,,,,0,1,,19.1,,3/24/2009 0:00,,,1.24E+18,3,0.012824578,209.6445688,31.21462942,22.61589,23.83403,22.06282,22.43211,21.79249,637,4576,301,588,1
4949,173.43721,14.57997,SN,,,,,,,,,0,1,,19.5,,3/3/2009 0:00,,,1.24E+18,3,0.137216309,173.43651,14.5777857,25.85606,26.73053,25.5418,25.23116,20.61634,1162,4381,301,20,3
4948,241.46946,17.41264,SN,,,,,,,,,0,1,,18.6,,3/1/2009 0:00,,,1.24E+18,3,0.008101252,241.4695706,17.41255578,23.79905,22.2502,23.48907,22.69629,20.92179,759,4649,301,378,3
4945,237.8005,25.70778,SN,,,,,,,,,0,1,,16.5,,4/9/2009 0:00,,,1.24E+18,3,0.084906066,237.8014937,25.70887582,24.03945,24.96726,22.7326,22.092,22.90215,63,4512,301,254,5
4944,215.47762,26.01722,SN,,,,,,,,,0,1,,18.4,,3/19/2009 0:00,,,1.24E+18,3,0.125417071,215.4752947,26.01717008,23.12347,22.58537,22.80967,22.44963,22.24358,573,4646,301,142,2
4943,325.53,-6.77378,SN,,,,,,,,,0,1,,16.9,,4/7/2009 0:00,,,1.24E+18,6,0.067751071,325.5298819,-6.772656918,24.88129,25.11313,24.79979,22.16581,20.75842,428,1737,301,121,6
4941,138.75008,29.73531,SN,,,,,,,,,0,1,,17.9,,4/6/2009 0:00,,,1.24E+18,3,0.103049001,138.748135,29.73499802,23.34774,23.38476,22.94554,22.48246,21.88723,73,4335,301,190,3
4939,186.16333,8.93311,SN,,,,,,,,,0,1,,20.5,,3/28/2009 0:00,,,1.24E+18,3,0.027263684,186.1637818,8.933024538,21.55645,20.3044,19.26714,18.81367,18.30565,482,3031,301,439,1
4936,202.30267,46.72431,SN,,,,,,,,,0,1,,19.3,,3/26/2009 0:00,,,1.24E+18,3,0.017992806,202.3024295,46.7240595,20.89143,20.0297,19.75719,19.55819,19.39488,196,3699,301,100,5
4933,169.52692,12.89531,SN,,,,,,,,,0,1,,18,,3/25/2009 0:00,,,1.24E+18,3,0.015454121,169.5270047,12.89506602,20.47752,19.12018,18.4239,18.022,17.74816,129,3836,301,140,5
4931,138.80304,19.09619,SN,,,,,,,,,0,1,,20.2,,3/25/2009 0:00,,,1.24E+18,3,0.058743396,138.8035568,19.09703854,20.93327,19.3167,18.0629,17.49669,17.1045,308,5080,301,169,2
4930,186.14712,47.238,SN,,,,,,,,,0,1,,19.2,,3/21/2009 0:00,,,1.24E+18,3,0.11002062,186.1497112,47.237483,19.68706,17.89064,16.7996,16.34161,16.04716,101,3698,301,175,3
4929,165.77767,50.16008,SN,,,,,,,,,0,1,,19.8,,3/21/2009 0:00,,,1.24E+18,3,0.008407462,165.7775936,50.15994871,22.75811,23.02691,22.05514,22.32354,21.56073,591,2830,301,339,2
4928,178.67596,55.30297,SN,,,,,,,,,0,1,,20.1,,3/21/2009 0:00,,,1.24E+18,3,0.008217723,178.6757282,55.30293321,22.16733,20.19808,19.03798,18.56774,18.23269,269,3103,301,132,5
4927,200.43812,42.55172,SN,,,,,,,,,0,1,,20.2,,3/21/2009 0:00,,,1.24E+18,3,0.028618001,200.4385023,42.55133504,22.7613,21.83999,21.59197,21.48437,21.35297,273,3893,301,251,6
4926,140.56537,45.74817,SN,,,,,,,,,0,1,,19.5,,3/21/2009 0:00,,,1.24E+18,3,0.018145401,140.5656191,45.74792254,26.15016,21.54054,20.94023,20.63518,20.35551,341,2740,301,243,4
4925,146.37692,6.54028,SN,,,,,,,,,0,1,,17.8,,3/21/2009 0:00,,,1.24E+18,3,0.027755804,146.3768204,6.539828114,19.49208,17.78186,16.99996,16.65259,16.37892,212,3015,301,216,5
4922,186.57433,48.44708,SN,,,,,,,,,0,1,,20.9,,3/17/2009 0:00,,,1.24E+18,3,0.134123136,186.576312,48.4452721,20.32413,19.24145,18.61305,18.23995,18.06381,334,3698,301,176,6
4920,217.75471,25.78275,SN,,,,,,,,,0,1,,19.4,,3/2/2009 0:00,,,1.24E+18,3,0.018020329,217.7543859,25.78267903,20.92028,19.09768,18.43588,18.1674,17.90714,146,4646,301,156,3
4918,140.99733,14.16425,SN,,,,,,,,,0,1,,20.3,,2/27/2009 0:00,,,1.24E+18,3,0.022917969,140.9972372,14.16387877,20.97567,18.94989,17.82519,17.36295,16.98101,353,5312,301,59,2
4917,194.81604,27.27814,SN,,,,,,,,,0,1,,19.6,,3/19/2009 0:00,,,1.24E+18,3,0.009145393,194.8160853,27.27799298,23.49428,22.34474,21.72897,21.71405,21.19384,557,5087,301,274,4
4912,152.29208,7.90956,SN,,,,,,,,,0,1,,18.7,,2/16/2009 0:00,,,1.24E+18,3,0.024831005,152.2924767,7.909430013,21.63778,20.02699,19.42133,19.05057,24.5883,494,3518,301,78,2
4910,196.83529,35.78439,SN,,,,,,,,,0,1,,18.1,,3/27/2009 0:00,,,1.24E+18,6,0.127481089,196.8368118,35.78611923,22.42771,23.91746,24.38909,24.3618,22.5205,122,4470,301,80,1
4904,211.95729,36.64364,SN,,,,,,,,,0,1,,17.6,,3/17/2009 0:00,,,1.24E+18,3,0.025124043,211.9569231,36.64393779,21.0227,19.89085,19.58663,19.45057,19.30284,197,4002,301,34,3
